rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014
0.120633,0.0884398,0.135404,0.192487,0.169395,0.170179,0.137482,0.102312,0.128923,0.209603,0.0961712,0.155354,0.142951,0.175125,0.347828,0.644295,0.151263,2.25196
0.24319,0.164948,0.430555,0.322523,0.325971,0.330685,0.490565,0.266937,0.237639,0.394543,0.270199,0.329582,0.310963,0.454235,0.328705,1.47096,0.447295,1.90183
0.165538,0.112864,0.22056,0.215424,0.215195,0.211798,0.159807,0.159246,0.0958155,0.13849,0.109012,0.245902,0.136642,0.249166,0.14282,0.53227,0.0938842,0.720964
0.137067,0.129038,0.234019,0.22971,0.242083,0.211774,0.207791,0.183565,0.107619,0.216649,0.161823,0.246318,0.127463,0.258691,0.187027,0.401221,0.0994034,2.32575
0.284315,0.18264,0.337026,0.341574,0.351051,0.377418,0.232264,0.211581,0.2232,0.318276,0.207865,0.462681,0.173266,0.583228,0.618391,2.25059,0.524236,2.61496
0.255341,0.16853,0.379552,0.345202,0.284761,0.30309,0.340158,0.25278,0.200902,0.313071,0.243407,0.400846,0.306458,0.20985,0.511661,1.06137,0.369703,3.6002
0.33553,0.254564,0.517326,0.637554,0.457709,0.496026,0.560178,0.398768,0.398159,0.413217,0.410142,0.641344,0.705389,0.699975,0.652143,1.89502,0.516417,4.98818
0.579132,0.487039,0.830077,1.01112,0.904959,0.676293,0.751494,0.463162,0.396159,0.623803,0.751596,0.966384,0.843928,0.844604,1.49489,2.9935,1.2923,6.98379
0.156096,0.146904,0.226715,0.228648,0.247484,0.195713,0.229933,0.211642,0.0984495,0.273705,0.154314,0.210543,0.172997,0.34354,0.335542,0.878971,0.112245,0.810623
0.834462,0.69082,1.09638,1.01782,1.02307,1.02859,0.955553,0.793687,0.65088,1.3098,0.746481,0.995442,0.677338,1.76879,1.18082,3.06882,0.736632,10.5944
0.358373,0.277571,0.432454,0.449731,0.413169,0.401753,0.481782,0.355961,0.289157,0.393584,0.300808,0.436383,0.342856,0.564557,0.959058,1.23688,0.2276,2.14091
0.602989,0.357332,0.663809,0.76698,0.812203,0.695979,0.546306,0.505028,0.610971,0.679821,0.4177,0.762883,0.958381,0.695993,0.82378,4.16165,0.721129,4.5764
0.242995,0.193669,0.314927,0.490513,0.407309,0.398706,0.341152,0.361905,0.202184,0.289633,0.33728,0.336727,0.215646,0.206138,0.4796,1.12435,0.422646,1.69083
0.238944,0.183162,0.299245,0.351546,0.421317,0.320256,0.380253,0.270849,0.245899,0.322451,0.28806,0.542356,0.370977,0.459005,0.718226,1.10785,0.621204,1.86914
0.243246,0.239052,0.255755,0.316567,0.290506,0.255502,0.271912,0.177649,0.205557,0.196267,0.230225,0.257755,0.215869,0.313396,0.190939,1.26236,0.260413,2.64912
0.336003,0.255055,0.559038,0.599207,0.582872,0.436359,0.431926,0.394253,0.338169,0.393859,0.531767,0.649189,0.590556,1.34542,0.98291,2.39975,0.50315,3.23561
0.20556,0.139232,0.344825,0.260923,0.264283,0.321731,0.262412,0.24689,0.186317,0.233664,0.154804,0.220637,0.315925,0.22465,0.350811,0.753697,0.189348,1.22232
0.388455,0.343847,0.517371,0.566934,0.530221,0.558648,0.535414,0.494624,0.349478,0.406782,0.361781,0.573912,0.518184,0.518195,0.530591,1.56624,0.32035,2.33908
0.58328,0.822455,0.916459,1.15085,0.993797,1.09967,1.33982,0.793907,0.595728,1.03041,0.56103,0.761628,0.746185,0.605413,0.799733,2.00729,0.954113,4.71299
0.204412,0.220797,0.362236,0.369007,0.33578,0.280587,0.294055,0.251064,0.209423,0.30023,0.254077,0.264991,0.254614,0.327419,0.311835,0.927498,0.277769,1.03073
0.417513,0.377457,0.566993,0.633433,0.554862,0.615487,0.413864,0.414231,0.369456,0.375219,0.37123,0.509957,0.449559,0.615026,0.357441,2.15929,0.520231,12.1463
0.222836,0.144431,0.191307,0.253438,0.242184,0.205436,0.228343,0.18159,0.134535,0.250733,0.17057,0.175188,0.201864,0.259617,0.385566,0.324612,0.118967,1.47789
0.133471,0.124633,0.176936,0.208687,0.174728,0.209331,0.210087,0.159278,0.133614,0.199589,0.147529,0.202214,0.151854,0.319089,0.159804,0.538796,0.0904634,2.25568
0.187199,0.190018,0.326147,0.446483,0.399042,0.393346,0.391012,0.367823,0.223033,0.333869,0.276714,0.698123,0.323925,0.321525,0.410008,0.620332,0.290591,1.72106
0.32783,0.254199,0.439433,0.536347,0.488893,0.414377,0.345034,0.374891,0.272147,0.465205,0.337237,0.372331,0.400674,0.62762,0.711843,1.50918,0.603437,3.62382
0.171627,0.147454,0.207825,0.2246,0.255717,0.264558,0.223748,0.170341,0.230116,0.271354,0.195781,0.339938,0.241077,0.296881,0.526755,1.15597,0.360706,3.08107
0.434781,0.416315,0.651015,0.871566,0.671311,0.71851,0.611603,0.608805,0.460879,0.654121,0.721885,0.848801,0.747563,1.01763,1.33665,3.24612,2.23145,9.8029
0.368288,0.279136,0.694037,0.816421,0.554176,0.660694,0.592409,0.533707,0.363282,0.451289,0.49565,0.82239,0.760876,1.07107,0.669073,2.69577,0.193549,3.37848
0.195998,0.183377,0.241431,0.446407,0.336962,0.288373,0.309178,0.194397,0.13295,0.220211,0.22523,0.277983,0.236088,0.269985,0.281554,0.94111,0.143022,1.61737
0.486768,0.300402,0.671316,0.711919,0.618263,0.645917,0.588818,0.525284,0.370581,0.334184,0.343266,0.549453,0.353151,0.733254,0.3608,1.52774,0.414433,7.41552
0.78262,0.791324,1.30845,1.32456,1.16617,0.909802,0.897131,0.961326,0.741179,0.659667,0.658859,0.857617,1.11711,0.885327,1.2404,3.01953,1.07472,15.1767
0.189482,0.290795,0.305113,0.376524,0.369105,0.299425,0.297383,0.377673,0.314218,0.336014,0.353089,0.349371,0.446838,0.533061,0.383501,1.3649,0.916952,2.63344
0.215204,0.121284,0.230909,0.271805,0.274701,0.229211,0.216859,0.207464,0.166208,0.209819,0.173881,0.224288,0.230639,0.434821,0.455776,1.0633,0.310338,1.21007
0.395512,0.395306,0.641994,0.618872,0.647897,0.467026,0.489928,0.452962,0.363048,0.504469,0.299951,0.538771,0.566273,1.03322,0.87961,3.38228,0.553835,5.00711
0.459184,0.384091,0.613868,0.705143,0.578019,0.498285,0.721308,0.390278,0.427634,0.4529,0.401525,0.592107,0.593029,0.766781,0.81988,1.79589,0.591702,11.674
0.225919,0.187399,0.266014,0.301923,0.266629,0.28941,0.318372,0.22477,0.169037,0.284646,0.165797,0.286543,0.269004,0.232973,0.339109,0.924778,0.252211,2.23558
0.313755,0.239661,0.553598,0.552246,0.497051,0.511312,0.401138,0.441276,0.20135,0.406843,0.383217,0.467015,0.482455,0.597594,0.383639,1.21923,0.44121,2.71895
0.30286,0.315786,0.505348,0.607354,0.608154,0.461247,0.479703,0.427318,0.300952,0.530644,0.298545,0.449443,0.354232,0.597474,0.544461,1.08643,0.394953,2.74024
0.24596,0.294072,0.366665,0.367089,0.406084,0.321448,0.369736,0.297216,0.3077,0.373493,0.320594,0.342479,0.298745,0.409053,0.425891,1.22139,0.481119,2.68704
0.320339,0.24223,0.397879,0.564164,0.404711,0.362561,0.400438,0.382083,0.28344,0.300023,0.299262,0.409023,0.401473,0.485606,0.497221,2.12983,0.392856,6.79414
0.393196,0.31658,0.660767,0.6214,0.722971,0.848623,0.566128,0.541614,0.424177,0.696842,0.731096,1.17494,0.971283,1.0685,2.05588,4.2755,1.13291,22.1554
0.218752,0.155598,0.301797,0.315207,0.33367,0.241051,0.22101,0.200916,0.186533,0.283522,0.200645,0.347103,0.327031,0.506241,0.487777,0.726522,0.803202,2.8506
0.1058,0.0978109,0.206805,0.277122,0.200187,0.199057,0.177932,0.14338,0.109007,0.174446,0.122557,0.249466,0.227182,0.296564,0.199012,0.734191,0.101245,0.416937
0.152841,0.107365,0.214717,0.229488,0.168373,0.140427,0.17193,0.168192,0.159658,0.18599,0.21466,0.226063,0.199669,0.260193,0.225096,1.26486,0.3864,1.98752
0.17503,0.199825,0.269913,0.492254,0.413988,0.327207,0.350717,0.285735,0.314327,0.249898,0.236746,0.521395,0.348953,0.368616,0.586451,1.85748,0.5112,3.10033
0.179751,0.140395,0.202279,0.327327,0.294394,0.191137,0.219517,0.182311,0.137814,0.209977,0.132859,0.123571,0.150297,0.229288,0.299864,0.543233,0.158949,1.11317
0.694105,0.747172,0.890735,1.27156,1.17118,1.10282,0.933836,0.826401,0.737162,0.864289,0.801449,1.26206,0.623964,0.917661,1.0886,3.10691,0.714695,6.0441
0.695391,0.760904,0.708481,1.43704,1.33426,1.26076,1.39249,0.842131,0.711896,0.747102,0.861313,1.19156,0.95556,1.05131,1.67186,2.86556,1.10051,9.20934
0.125931,0.118965,0.209719,0.222567,0.213774,0.198389,0.21523,0.155435,0.111141,0.186462,0.134106,0.220287,0.138861,0.176258,0.219831,0.779623,0.253774,1.82451
0.300963,0.310382,0.467553,0.569292,0.597006,0.398428,0.410128,0.492604,0.254416,0.444839,0.442293,0.39751,0.380656,0.708137,0.932948,1.59949,0.213551,7.35381
0.279124,0.174976,0.350167,0.445754,0.523296,0.41522,0.343519,0.281205,0.332307,0.396331,0.282071,0.427495,0.383843,0.612707,0.617635,1.45721,0.348595,2.01755
0.429204,0.289135,0.355511,0.45676,0.504102,0.37794,0.34754,0.422306,0.328874,0.411433,0.483392,0.3704,0.580049,0.496163,0.492705,2.9006,0.341864,3.20352
0.284494,0.255241,0.455661,0.509649,0.486146,0.388988,0.443261,0.375567,0.23658,0.333994,0.329574,0.399198,0.470701,0.360523,0.266276,0.95919,0.247019,2.80954
0.160719,0.104492,0.173435,0.260461,0.206177,0.256048,0.238075,0.16495,0.124547,0.172472,0.131866,0.193303,0.22977,0.300944,0.309694,0.539899,0.216423,1.86795
0.182343,0.195376,0.277121,0.418428,0.417721,0.25608,0.336126,0.280083,0.196927,0.241213,0.270019,0.275075,0.241456,0.527327,0.447987,0.904681,0.17768,1.93488
0.174184,0.0949422,0.216984,0.223722,0.178113,0.138278,0.149042,0.19241,0.116265,0.247374,0.106109,0.136815,0.169228,0.20261,0.197489,0.651141,0.15761,1.49584
0.311729,0.273492,0.330159,0.481547,0.350589,0.506676,0.420491,0.254193,0.3661,0.296634,0.311432,0.452806,0.315671,0.579804,0.455151,2.34507,0.279949,3.0576
0.289636,0.344612,0.3472,0.447369,0.455611,0.468347,0.454646,0.349236,0.237078,0.403951,0.331228,0.588374,0.514554,0.608782,0.565775,1.43393,0.848762,3.65617
0.306988,0.257882,0.501242,0.466752,0.590786,0.493331,0.458144,0.336294,0.212215,0.389226,0.219761,0.474963,0.279844,0.546064,0.520185,2.17273,0.379963,2.19152
0.146369,0.132172,0.16258,0.249029,0.178306,0.168137,0.180662,0.17458,0.0901163,0.178181,0.124357,0.147247,0.109978,0.173624,0.114641,0.559191,0.101249,2.41046
0.29429,0.224354,0.466831,0.491265,0.441913,0.347053,0.305372,0.36677,0.320519,0.338574,0.316834,0.268218,0.243637,0.487221,0.457239,1.36804,0.714315,2.02085
0.178386,0.198556,0.360537,0.407418,0.31634,0.369455,0.406193,0.256567,0.354456,0.320064,0.36576,0.300818,0.259471,0.531485,0.525413,1.49991,0.977112,2.80862
0.349555,0.379278,0.47977,0.510655,0.483135,0.635303,0.547736,0.492815,0.302592,0.477486,0.451479,0.5552,0.396061,1.01041,1.0382,2.54011,1.11717,3.63441
0.50016,0.346102,0.741865,0.798907,1.02811,0.703828,0.953451,0.502036,0.399219,0.499263,0.515787,0.923659,0.557761,0.923579,1.04987,2.4553,0.469415,4.0593
0.10698,0.10187,0.139066,0.193827,0.213054,0.156782,0.147702,0.103935,0.0956336,0.101181,0.111268,0.176531,0.155274,0.13231,0.130437,0.564743,0.121652,1.30793
0.383501,0.252659,0.473656,0.534571,0.567468,0.542104,0.572345,0.313582,0.323553,0.563401,0.3312,0.758473,0.349071,0.525426,0.517357,1.93813,0.357623,1.23221
0.135998,0.0819804,0.177994,0.211412,0.227357,0.196176,0.16063,0.126025,0.127752,0.137031,0.224488,0.182682,0.165831,0.213419,0.207321,0.450902,0.440396,1.65783
0.181455,0.127665,0.232147,0.163957,0.244789,0.171749,0.227357,0.146399,0.103868,0.251016,0.12003,0.175539,0.143167,0.309684,0.170958,0.524929,0.304435,1.9464
0.637202,0.45391,0.744131,0.763876,0.671796,0.733649,0.654584,0.562026,0.615891,0.785664,0.882691,0.758652,1.39549,1.00242,0.981604,3.71714,1.22075,15.8279
0.255415,0.156749,0.351044,0.361217,0.253171,0.294956,0.500882,0.163822,0.203904,0.244059,0.156645,0.29014,0.185822,0.321846,0.341953,0.59523,0.179503,1.35121
0.29386,0.25355,0.470712,0.504004,0.403813,0.404286,0.470966,0.360209,0.256074,0.328203,0.37761,0.370495,0.566099,0.720955,0.369335,0.831807,0.369476,3.1786
0.160412,0.164559,0.253257,0.270611,0.279031,0.20899,0.266434,0.217114,0.160406,0.169072,0.249185,0.263446,0.283073,0.493722,0.393693,0.979722,0.607663,2.67579
0.210197,0.162797,0.329582,0.302001,0.399079,0.309131,0.383079,0.208527,0.162543,0.191813,0.184868,0.407352,0.283142,0.227119,0.365399,1.05739,0.176608,1.59637
0.248281,0.211197,0.515984,0.491256,0.41435,0.432849,0.375646,0.34711,0.209613,0.535036,0.310239,0.386916,0.325498,0.505977,0.448161,1.6091,0.491594,2.41942
0.162003,0.133702,0.213707,0.247802,0.162406,0.196254,0.167852,0.158043,0.154873,0.114042,0.148916,0.172109,0.184501,0.280531,0.160356,0.361982,0.118779,1.76106
0.288034,0.251101,0.406361,0.319281,0.362631,0.297227,0.323841,0.27735,0.203919,0.278545,0.217203,0.378752,0.272371,0.254136,0.367641,1.06376,0.373646,1.24923
0.322108,0.240056,0.386159,0.46107,0.411712,0.306904,0.3481,0.249825,0.194248,0.370602,0.266322,0.33674,0.260195,0.456573,0.523964,1.43488,0.533551,2.61346
0.210731,0.140925,0.304325,0.27754,0.313275,0.289483,0.24727,0.201018,0.186111,0.289168,0.1794,0.229225,0.20078,0.367347,0.223959,0.866271,0.161644,0.533272
0.14861,0.103718,0.208053,0.210686,0.183884,0.170917,0.190541,0.121724,0.108939,0.170972,0.116813,0.165191,0.138195,0.176224,0.288822,0.962266,0.294542,1.50691
0.430152,0.373436,0.45796,0.67948,0.750835,0.606753,0.533143,0.424093,0.493997,0.555524,0.321077,0.466001,0.402038,0.708712,0.544768,2.74099,0.43705,2.79995
0.10034,0.0840958,0.11043,0.137369,0.18412,0.116209,0.152599,0.112679,0.0829288,0.0929062,0.115767,0.113545,0.100783,0.107629,0.152659,0.386906,0.186148,1.4517
0.377989,0.263983,0.538127,0.611156,0.414053,0.630042,0.557968,0.354588,0.269881,0.598355,0.392381,0.513167,0.326126,0.723801,0.864029,3.81977,0.393039,2.13211
0.273927,0.20008,0.341863,0.499477,0.367397,0.454955,0.298365,0.354111,0.253076,0.308531,0.26132,0.472121,0.259254,0.681236,0.476183,1.90006,0.375341,2.23659
0.170792,0.0889123,0.197935,0.201242,0.199237,0.172972,0.198503,0.1176,0.11343,0.156049,0.0970859,0.109828,0.110205,0.168335,0.207303,0.510492,0.126586,0.754298
0.137225,0.0900829,0.155623,0.162876,0.142138,0.149981,0.135786,0.142896,0.113191,0.129057,0.132769,0.133272,0.128173,0.165292,0.173369,0.181196,0.15058,0.510996
0.429389,0.429493,0.611374,0.787691,0.790129,0.771402,0.554321,0.391105,0.570231,0.621185,0.458358,0.429622,0.556117,0.865023,1.61914,2.99666,1.58727,12.3917
0.238763,0.231278,0.501716,0.403443,0.418653,0.394936,0.301595,0.383375,0.233505,0.462978,0.347131,0.408736,0.400638,0.664379,0.481577,1.36956,0.781065,4.36024
0.172976,0.178734,0.222533,0.244418,0.219218,0.235103,0.226967,0.185666,0.149157,0.199529,0.228619,0.192631,0.205469,0.268583,0.382715,0.867474,0.654025,2.0255
0.307506,0.225233,0.326609,0.361515,0.351179,0.284429,0.373306,0.397238,0.215831,0.209038,0.190174,0.452604,0.163229,0.401652,0.509536,1.2759,0.284118,5.16691
0.176936,0.192439,0.314667,0.353375,0.259194,0.269702,0.277811,0.1579,0.276423,0.309373,0.195342,0.401725,0.280655,0.35363,0.377599,1.3202,0.243517,8.22493
0.216335,0.217566,0.513927,0.512102,0.359811,0.404353,0.485531,0.422598,0.244866,0.265566,0.317311,0.492053,0.274918,0.571532,0.671287,2.72109,0.437442,4.89602
0.326468,0.239937,0.528668,0.54334,0.37796,0.586786,0.320994,0.329374,0.251506,0.409124,0.257347,0.55098,0.370646,0.824945,0.376854,2.07499,0.314857,5.91866
0.393432,0.388161,0.746066,0.670102,0.546263,0.585175,0.592911,0.658627,0.481385,0.398025,0.580067,0.477469,0.478753,0.881148,0.901941,2.86063,0.820567,4.28976
0.261303,0.204732,0.269179,0.373348,0.374694,0.280351,0.263612,0.199587,0.229283,0.365686,0.215225,0.34355,0.211498,0.581732,0.376319,0.578992,0.658633,3.35138
0.177802,0.129385,0.178542,0.247761,0.182578,0.180562,0.177596,0.228482,0.107545,0.17048,0.131377,0.155452,0.22556,0.194112,0.228487,0.494246,0.377524,1.07687
0.334369,0.241369,0.413048,0.45079,0.398136,0.306057,0.295507,0.23392,0.239183,0.312274,0.301757,0.47441,0.250395,0.347326,0.354833,0.861792,0.478452,1.67737
0.675666,0.362299,0.695265,0.6825,0.576354,0.582713,0.558087,0.5962,0.499974,0.491455,0.421044,0.473141,0.706698,1.04893,0.376139,2.03002,0.822417,4.4427
0.19852,0.120263,0.232156,0.2101,0.235685,0.166118,0.224666,0.180845,0.119763,0.166333,0.191348,0.209274,0.271396,0.198456,0.246582,0.586453,0.158153,0.983482
0.122449,0.068805,0.184169,0.211708,0.148163,0.116597,0.160119,0.148114,0.105766,0.122321,0.103641,0.150426,0.196093,0.344078,0.186374,0.975374,0.299275,1.9321
0.145886,0.112966,0.201085,0.20678,0.309124,0.181251,0.18945,0.200054,0.137049,0.198672,0.185543,0.17275,0.168585,0.257916,0.198954,0.671623,0.213612,0.69813
0.517383,0.305831,0.503269,0.632993,0.637806,0.595496,0.620085,0.327722,0.337692,0.495768,0.372767,0.534713,0.575881,0.964608,0.577011,2.1762,0.717347,2.56845
0.379413,0.330711,0.669259,0.749963,0.799877,0.539945,0.548791,0.394467,0.491155,0.621508,0.39919,0.728504,0.585566,1.10134,0.787058,2.56234,0.240223,6.17801
0.220082,0.243236,0.407977,0.411541,0.393651,0.325407,0.300556,0.338279,0.172023,0.42805,0.339883,0.342434,0.204788,0.47433,0.739055,1.45912,0.267529,3.91334
0.160944,0.13444,0.276116,0.265936,0.261522,0.198693,0.337215,0.273748,0.176838,0.30995,0.179721,0.401527,0.296049,0.299712,0.357633,1.26972,0.304322,1.85874
0.485035,0.349194,0.715104,1.00184,0.815611,0.562926,0.679618,0.607031,0.384802,0.50282,0.621841,0.716256,0.814918,1.03976,0.570043,1.82979,0.369842,4.43775
0.240207,0.140956,0.304019,0.303368,0.343945,0.259421,0.376694,0.230543,0.252746,0.24283,0.197545,0.256233,0.222572,0.562107,0.371365,1.19126,0.426174,3.60072
0.229673,0.140952,0.297175,0.393282,0.211359,0.243408,0.23619,0.178393,0.19809,0.184517,0.164331,0.260926,0.154305,0.234544,0.304256,1.18642,0.234159,0.921784
0.230314,0.143444,0.259095,0.333054,0.282451,0.23119,0.254064,0.195494,0.133424,0.219204,0.109363,0.185798,0.146281,0.26566,0.207471,0.510834,0.182715,1.05453
0.123796,0.100553,0.10815,0.148592,0.138356,0.144243,0.125816,0.147299,0.0899133,0.120944,0.136649,0.145542,0.122357,0.269755,0.222152,0.654234,0.194286,2.56076
0.164474,0.132824,0.185664,0.197671,0.204602,0.242799,0.171761,0.166333,0.142894,0.157041,0.158481,0.312419,0.289375,0.24397,0.332446,0.961195,0.192205,1.51512
0.180989,0.151267,0.206052,0.21996,0.220473,0.224656,0.130751,0.160934,0.147021,0.156062,0.101138,0.275116,0.141836,0.230228,0.330496,0.928418,0.354369,1.75584
0.148955,0.102949,0.153215,0.214728,0.229154,0.183514,0.211388,0.110709,0.116303,0.149499,0.0915111,0.161299,0.120122,0.201895,0.146459,0.546132,0.132008,0.86614
0.346734,0.32734,0.622568,0.504006,0.53539,0.562793,0.442201,0.463511,0.392085,0.484044,0.478459,0.641113,0.895174,1.04867,0.830897,3.19184,0.829557,10.4735
0.381179,0.333573,0.509408,0.666732,0.581312,0.463944,0.466906,0.385736,0.291465,0.418075,0.2743,0.55208,0.832887,0.547495,0.501808,1.55893,0.414471,2.50716
0.222359,0.204932,0.317287,0.401762,0.430827,0.356928,0.446748,0.399998,0.275255,0.347737,0.230464,0.424929,0.385953,0.470766,0.440936,1.96102,0.270428,5.81748
0.195415,0.125778,0.270145,0.294917,0.240546,0.193287,0.210125,0.209765,0.162826,0.232267,0.181175,0.181614,0.18755,0.484566,0.463018,0.8874,0.244576,3.10908
0.130807,0.0976367,0.238859,0.194154,0.200071,0.165861,0.192071,0.102705,0.0994638,0.132036,0.151534,0.18782,0.191753,0.35887,0.363289,0.748784,0.290748,4.60963
0.165588,0.110003,0.227044,0.194233,0.207773,0.241377,0.248817,0.147659,0.130075,0.270588,0.1059,0.181129,0.191977,0.33879,0.180322,0.890824,0.171065,4.33995
0.28438,0.295741,0.509465,0.440096,0.453618,0.350987,0.468397,0.305444,0.304368,0.403459,0.279561,0.250228,0.335396,0.359041,0.548299,1.47002,0.30931,3.65339
0.247624,0.2427,0.26644,0.328183,0.341842,0.293983,0.322445,0.282252,0.131309,0.398804,0.163229,0.299295,0.21687,0.3746,0.321055,1.41515,0.405113,0.801547
0.641276,0.409607,0.705283,0.848033,0.575269,0.690928,0.626534,0.522163,0.409688,0.422035,0.565988,0.402013,0.524307,0.624284,0.949909,2.84224,0.48475,1.39876
0.125806,0.0981161,0.149535,0.177194,0.178113,0.127826,0.175793,0.139518,0.108362,0.126122,0.140927,0.112686,0.154928,0.120682,0.169275,0.32807,0.101683,0.602596
0.247719,0.316706,0.392882,0.60332,0.468193,0.405099,0.403514,0.31894,0.328572,0.391531,0.314606,0.527447,0.511152,0.691792,0.761867,1.49144,0.517382,1.77988
0.235743,0.167887,0.361387,0.285752,0.286527,0.209864,0.272097,0.191098,0.182299,0.209684,0.143622,0.187903,0.202271,0.252051,0.316765,0.583686,0.176662,0.778033
0.16433,0.154152,0.161351,0.23037,0.148073,0.160946,0.146686,0.175278,0.126008,0.148192,0.151949,0.181473,0.16974,0.281901,0.301182,0.611887,0.257959,1.45253
0.152998,0.0977318,0.217743,0.154075,0.177705,0.151886,0.222228,0.109764,0.102124,0.226407,0.150593,0.260047,0.239763,0.342472,0.366977,1.12858,0.220843,1.7962
0.319341,0.29158,0.358962,0.41821,0.389481,0.464438,0.384437,0.186227,0.238767,0.207402,0.181321,0.455295,0.241787,0.684389,0.412843,1.02257,0.205332,1.56862
0.296569,0.367972,0.726329,0.454069,0.598473,0.572506,0.539326,0.381904,0.50044,0.429922,0.549034,0.557455,0.697081,0.966253,0.44498,2.72641,0.742892,1.9405
0.15599,0.123954,0.199175,0.249896,0.220271,0.202403,0.201779,0.13038,0.128948,0.202283,0.184255,0.156238,0.256456,0.227068,0.30213,0.532732,0.256594,1.32479
0.478973,0.267818,0.632851,0.659952,0.658977,0.560955,0.555168,0.438826,0.359602,0.676124,0.453736,1.10506,0.557797,0.920505,1.34406,2.83881,0.923445,4.1223
0.285674,0.270365,0.418065,0.50149,0.477134,0.375111,0.314776,0.300907,0.236371,0.340088,0.279044,0.352047,0.225151,0.421908,0.353063,1.25017,0.398681,2.37106
0.143368,0.142131,0.168098,0.226012,0.230464,0.223718,0.24099,0.19386,0.142598,0.164789,0.150291,0.392006,0.169248,0.226059,0.283769,0.802234,0.278228,1.93303
0.196347,0.131412,0.232739,0.252623,0.19378,0.22627,0.20737,0.136278,0.121261,0.266824,0.142488,0.255851,0.268605,0.262293,0.286859,0.92739,0.181949,3.53039
0.221755,0.188614,0.265391,0.303183,0.355476,0.343955,0.30547,0.294879,0.214699,0.365104,0.183804,0.367929,0.195277,0.367184,0.397485,1.35186,0.17473,2.26761
0.361767,0.374094,0.731024,0.629225,0.545081,0.615823,0.47552,0.401777,0.395468,0.555459,0.415303,0.470559,0.430783,0.627913,1.21492,2.68231,0.81831,9.05247
0.300949,0.272863,0.390394,0.539142,0.430468,0.56169,0.519358,0.302767,0.381436,0.503528,0.338098,0.515281,0.566845,0.569392,0.631665,2.13484,0.421002,4.14532
0.676374,0.556187,0.69619,0.880275,0.75901,0.978967,0.638662,0.687194,0.443895,0.618729,0.614617,0.715939,0.456094,0.828569,0.620164,2.05232,0.470992,1.98733
1.09204,1.04876,1.92179,2.105,1.88049,1.45198,1.63628,1.27686,1.20483,1.55807,1.19223,1.56789,1.73286,2.18658,1.60803,5.35831,2.42014,11.3064
0.221687,0.235729,0.413777,0.392349,0.341071,0.386094,0.299078,0.277925,0.151984,0.277869,0.33167,0.423764,0.283356,0.46572,0.56638,0.820813,0.29824,1.31302
0.122129,0.12196,0.205724,0.194847,0.217121,0.175287,0.151973,0.172053,0.0832806,0.160852,0.109356,0.15924,0.114718,0.275061,0.326524,0.612313,0.154496,1.33511
0.21033,0.184449,0.366081,0.392469,0.302,0.412885,0.337418,0.222524,0.226896,0.294421,0.180899,0.2892,0.387495,0.353584,0.266358,0.65583,0.345989,2.83637
0.177305,0.188493,0.265167,0.334533,0.328494,0.244527,0.216688,0.185344,0.16872,0.260123,0.15316,0.209983,0.333545,0.331164,0.788483,1.23951,0.297305,3.76707
0.160576,0.102319,0.213455,0.222723,0.216541,0.168074,0.144486,0.190984,0.114569,0.177446,0.176346,0.163227,0.183693,0.213846,0.18328,0.555676,0.15237,0.563557
0.375307,0.298177,0.490744,0.441647,0.430432,0.598295,0.444703,0.463077,0.376948,0.444959,0.29138,0.54427,0.46544,0.713415,0.639128,1.66931,0.537274,2.58885
0.620132,0.562785,0.556727,1.05586,0.757317,0.676374,0.901856,0.69938,0.388491,0.903573,0.46121,0.715301,0.781092,1.1134,0.711947,4.32616,0.436788,4.95211
0.155213,0.135228,0.234892,0.274589,0.319735,0.268915,0.268252,0.243114,0.136247,0.1708,0.183808,0.212292,0.216629,0.435505,0.213441,1.402,0.469629,1.99913
0.28538,0.293218,0.483342,0.472871,0.436766,0.411476,0.424032,0.318956,0.320018,0.369315,0.306184,0.569723,0.344346,0.494983,1.11242,1.91826,0.314866,6.61719
0.424513,0.406923,0.497636,0.73606,0.614963,0.588252,0.505523,0.43855,0.47761,0.568936,0.384131,0.569643,0.486697,0.636265,0.469462,2.71125,0.543452,4.30458
0.16029,0.153387,0.278086,0.414831,0.38524,0.243098,0.243538,0.312741,0.179131,0.277665,0.181932,0.309516,0.333276,0.466524,0.488519,1.12629,0.347344,3.03562
0.210882,0.122356,0.268509,0.255692,0.271632,0.228546,0.247972,0.24972,0.170645,0.20495,0.176246,0.200752,0.137756,0.286146,0.471188,0.738384,0.0952097,1.30964
0.142479,0.143105,0.240215,0.23653,0.216588,0.210215,0.229862,0.181835,0.1363,0.174425,0.135415,0.20597,0.200494,0.224986,0.286279,0.951948,0.13674,1.7422
0.0926125,0.0974987,0.115846,0.183609,0.153108,0.133889,0.179672,0.121964,0.100488,0.091354,0.106037,0.134388,0.123884,0.206428,0.145384,1.10623,0.193812,0.988827
0.312576,0.401437,0.728295,0.641121,0.503155,0.568659,0.62656,0.495708,0.357221,0.599372,0.429024,0.531088,0.446324,0.714859,1.03053,2.91989,0.990859,3.85899
