rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014
0.114118,0.086526,0.123364,0.162448,0.164352,0.138974,0.100391,0.101195,0.0797495,0.191974,0.112031,0.126159,0.0858342,0.165741,0.145334,0.506376,0.261539,3.31775
0.230662,0.131742,0.282573,0.453704,0.29889,0.330303,0.287247,0.193728,0.167211,0.266283,0.269783,0.355431,0.251861,0.223134,0.315976,0.40987,0.178857,2.50071
0.147934,0.115185,0.197279,0.149633,0.184296,0.169078,0.14271,0.105137,0.109279,0.163841,0.102074,0.132259,0.0889619,0.155027,0.163581,0.467583,0.158786,0.425367
0.233612,0.221831,0.292433,0.428625,0.298581,0.337986,0.388152,0.310157,0.289374,0.31061,0.295534,0.412581,0.595078,0.478163,0.472777,1.80271,0.956956,5.40718
0.171982,0.13064,0.224019,0.231127,0.200375,0.183808,0.241237,0.130302,0.165213,0.229402,0.140844,0.283888,0.164554,0.272888,0.28617,1.02392,0.227266,0.957259
0.289228,0.359452,0.425654,0.536455,0.638297,0.464156,0.518367,0.351374,0.376971,0.476944,0.473456,0.613491,0.493819,0.817224,0.656248,2.0266,0.763681,2.25519
0.25308,0.177799,0.337097,0.333757,0.325337,0.243131,0.229061,0.211136,0.185741,0.309592,0.143096,0.214984,0.222915,0.30979,0.327945,0.577996,0.257322,4.0001
0.108722,0.0884345,0.147474,0.159807,0.21289,0.137406,0.160688,0.132436,0.0996454,0.148242,0.104803,0.116852,0.11136,0.132301,0.176001,0.257583,0.125564,0.556169
0.092016,0.0843234,0.117252,0.155539,0.176828,0.125837,0.105579,0.114601,0.0673412,0.125987,0.084747,0.136564,0.072184,0.263702,0.161016,0.670276,0.241316,1.3481
0.0938558,0.0619793,0.130498,0.139436,0.112269,0.104659,0.118752,0.0894148,0.0778879,0.124617,0.0861138,0.174425,0.118681,0.130972,0.234825,0.553845,0.145896,0.987965
0.115645,0.096519,0.193159,0.160841,0.190939,0.171643,0.156847,0.0994077,0.106208,0.221697,0.0904964,0.140873,0.110868,0.278714,0.164827,0.518883,0.125066,0.919236
0.576483,0.423325,0.751082,0.918598,1.07947,0.643058,0.758294,0.579577,0.511423,0.955704,0.763709,0.967756,0.715941,1.36208,1.22847,3.39046,0.642649,5.06852
0.175596,0.192776,0.287815,0.295275,0.31753,0.239319,0.191871,0.202414,0.21247,0.220173,0.164946,0.309267,0.176987,0.305899,0.528149,1.49066,0.377578,2.15147
0.11729,0.127224,0.187846,0.21866,0.22066,0.160589,0.2068,0.14837,0.141687,0.20168,0.162426,0.19416,0.193676,0.272843,0.397377,0.905859,0.231936,3.00777
0.216229,0.207004,0.240782,0.471419,0.307756,0.237846,0.494437,0.219821,0.238571,0.385379,0.22211,0.300476,0.395966,0.485991,0.468239,1.14663,0.453615,1.63146
0.24188,0.131439,0.269821,0.339819,0.296324,0.327369,0.27936,0.305679,0.166054,0.261955,0.24894,0.458968,0.266766,0.352073,0.325217,0.606319,0.193576,0.699452
0.651209,0.558036,0.630834,0.836403,0.739593,0.895854,0.65101,0.612677,0.425588,0.766667,0.462746,0.801041,0.786964,0.946341,0.978631,3.30314,0.495678,7.93744
0.178291,0.153496,0.206425,0.228765,0.203785,0.202793,0.220133,0.11646,0.125087,0.177,0.148381,0.186699,0.159332,0.261071,0.316834,0.538343,0.156809,1.36105
0.335591,0.190035,0.326372,0.41412,0.433697,0.287106,0.345462,0.395185,0.274324,0.334698,0.334731,0.366841,0.484008,0.661927,0.362937,1.2865,0.50806,2.21551
0.0882162,0.0669881,0.174303,0.169963,0.175369,0.17845,0.166474,0.118257,0.119824,0.153024,0.126531,0.249047,0.166867,0.214661,0.1814,0.505117,0.110011,2.02781
0.143568,0.11253,0.225487,0.199296,0.195958,0.161528,0.152905,0.138127,0.125174,0.160784,0.0909593,0.163913,0.137947,0.209398,0.151347,0.456524,0.0723714,0.442323
0.46289,0.381371,0.677342,0.862577,0.765629,0.727044,0.780946,0.612387,0.435869,0.38872,0.532796,0.774022,0.802624,0.968442,0.743372,2.09785,0.510006,5.08247
0.276663,0.282625,0.419613,0.519,0.447913,0.349474,0.432441,0.249399,0.300198,0.347457,0.336043,0.351328,0.379057,0.619344,0.514893,1.90823,0.333631,1.09788
0.124846,0.0895735,0.122602,0.180776,0.161826,0.140691,0.145539,0.135243,0.107846,0.16707,0.147527,0.247293,0.145839,0.36388,0.341773,0.529852,0.19538,2.23369
0.279845,0.241947,0.547487,0.50534,0.37281,0.316174,0.288952,0.199996,0.209699,0.364492,0.327506,0.440881,0.249151,0.473344,0.280047,1.83742,0.385375,4.02663
0.213829,0.189082,0.379099,0.467518,0.41511,0.386163,0.336367,0.271437,0.236208,0.353788,0.279955,0.351083,0.363704,0.345005,0.854439,1.50368,0.586236,3.41943
0.107677,0.10648,0.230363,0.19675,0.192345,0.173914,0.173572,0.145249,0.117073,0.155576,0.129149,0.235776,0.127756,0.291163,0.264471,0.761168,0.236735,1.0309
0.488163,0.384569,0.563826,0.652521,0.758527,0.524613,0.600906,0.710272,0.478684,0.907324,0.531607,0.775366,0.691169,1.16308,1.25217,2.91241,0.54724,3.02115
0.231057,0.161972,0.305326,0.302938,0.279395,0.243943,0.311047,0.216505,0.188444,0.22071,0.202638,0.241058,0.298083,0.259306,0.4491,1.55149,0.350978,1.20062
0.130706,0.105463,0.179984,0.214574,0.208355,0.184566,0.178523,0.143148,0.108889,0.158626,0.128454,0.142316,0.125307,0.304429,0.343974,0.400194,0.157551,2.28671
0.32096,0.353557,0.511603,0.516324,0.3878,0.440995,0.523213,0.442175,0.304263,0.44894,0.310711,0.509636,0.276111,0.500441,0.745154,1.33141,0.302123,1.78373
0.234052,0.137561,0.263055,0.385352,0.245362,0.246207,0.275908,0.21154,0.224967,0.223115,0.159732,0.389751,0.187861,0.328303,0.402561,0.55223,0.0989466,1.73826
0.251615,0.20204,0.290587,0.317638,0.358787,0.218235,0.193312,0.181513,0.165964,0.18605,0.201268,0.295628,0.295475,0.324208,0.255803,0.749525,0.160848,1.39584
0.234428,0.206111,0.504786,0.407726,0.41829,0.375363,0.577192,0.402947,0.195434,0.435985,0.254641,0.446442,0.369112,0.692464,0.811175,1.87001,0.571747,1.65756
0.321367,0.261195,0.488366,0.485574,0.469845,0.640455,0.522621,0.318839,0.236336,0.607955,0.322297,0.718955,0.324027,0.711384,0.670109,1.07358,0.650843,4.61168
0.479954,0.396202,0.676208,0.665018,0.785809,0.716228,0.575253,0.424338,0.31077,0.621038,0.708164,0.567831,0.910869,0.924784,0.776819,2.07761,1.10719,1.54753
0.500087,0.278227,0.499348,0.636128,0.635647,0.411217,0.469653,0.315626,0.342765,0.426308,0.406614,0.536195,0.460155,0.712266,0.681382,1.12639,0.497737,6.97423
0.279696,0.244023,0.323299,0.387629,0.432439,0.398475,0.318301,0.231695,0.174433,0.353848,0.254622,0.359189,0.34114,0.590707,0.479732,1.81188,0.352445,3.57833
0.483105,0.43945,0.53018,1.01697,0.576722,0.763089,0.820676,0.421182,0.390127,0.651725,0.473792,0.720585,0.580811,0.850908,0.887622,2.07018,0.718447,3.43686
0.294655,0.227969,0.340279,0.451191,0.352547,0.340165,0.36966,0.30745,0.259171,0.318208,0.324713,0.415276,0.377525,0.395922,0.592907,1.07079,0.230396,5.02317
0.296296,0.341771,0.635637,0.55911,0.604842,0.421879,0.459966,0.404684,0.362985,0.355624,0.271857,0.395397,0.287357,0.563759,0.559618,0.621988,0.428733,1.29808
0.616401,0.780474,1.17395,1.00638,1.3122,0.978875,0.897975,0.533629,0.751625,0.789762,0.766555,0.668154,0.700845,0.897922,1.048,1.96499,0.774162,3.78896
0.234659,0.167772,0.285248,0.363631,0.270536,0.279142,0.247274,0.329484,0.207138,0.239379,0.317974,0.378931,0.436333,0.851668,0.480565,0.853861,0.24784,2.26131
0.39195,0.386893,0.561083,0.675452,0.605921,0.714743,0.518016,0.487674,0.498742,0.410605,0.408965,0.71106,0.564992,0.719483,0.996665,2.03549,0.541137,6.38149
0.224599,0.14428,0.278193,0.348494,0.294508,0.270001,0.246103,0.248734,0.134878,0.283266,0.185649,0.279389,0.283898,0.469012,0.382463,1.33172,0.332231,6.32396
0.345093,0.212739,0.388649,0.518295,0.36734,0.436142,0.399553,0.320083,0.272004,0.302097,0.263725,0.266664,0.411758,0.537743,0.331687,1.10422,0.318403,2.03679
0.217473,0.110064,0.190865,0.24313,0.180978,0.176612,0.242345,0.152209,0.151881,0.238995,0.182318,0.137004,0.258148,0.269053,0.35941,0.654907,0.144281,3.35023
0.436234,0.263086,0.349779,0.519941,0.596626,0.573409,0.530103,0.235863,0.396327,0.460325,0.434961,0.468702,0.533112,0.641112,0.624017,1.82186,0.401225,3.85186
0.338342,0.207209,0.364767,0.398263,0.321502,0.369503,0.417384,0.228576,0.203768,0.265935,0.197776,0.281003,0.254758,0.316383,0.383261,1.21415,0.462051,0.854469
0.294989,0.193007,0.33579,0.506697,0.475594,0.43468,0.426029,0.376089,0.35246,0.434323,0.427735,0.490139,0.458421,0.591723,0.627026,1.53349,0.431647,6.88756
0.176597,0.124041,0.248628,0.300463,0.240055,0.226495,0.227595,0.146581,0.210272,0.172424,0.147228,0.304013,0.205948,0.255055,0.183088,1.08632,0.451943,3.37444
0.446997,0.235376,0.57874,0.522657,0.479038,0.467218,0.514325,0.404404,0.446628,0.712189,0.356445,0.589236,0.441155,0.68889,1.0047,2.08059,0.880298,3.32284
0.157313,0.111533,0.203492,0.316559,0.17882,0.237761,0.239189,0.2574,0.124309,0.16685,0.172721,0.265711,0.261243,0.322383,0.3691,1.22492,0.399528,1.92252
0.0998688,0.0788933,0.108835,0.156686,0.149157,0.15546,0.128179,0.12034,0.115833,0.173523,0.11876,0.215717,0.12907,0.353531,0.248803,0.65533,0.227345,2.57112
0.114839,0.0873966,0.142305,0.160111,0.171712,0.120699,0.170633,0.0883373,0.11433,0.185798,0.135677,0.139007,0.167337,0.188509,0.205277,0.369949,0.236514,0.431256
0.261137,0.243848,0.321767,0.493056,0.377108,0.455739,0.343083,0.323082,0.183227,0.26501,0.359994,0.504779,0.317891,0.352908,0.31853,1.93192,0.384256,2.44501
0.346088,0.336897,0.567622,0.740042,0.41131,0.548308,0.484996,0.376613,0.360963,0.480418,0.511629,0.401319,0.528595,0.408222,0.697253,1.69793,0.388731,1.57985
0.18337,0.168643,0.257284,0.351448,0.256233,0.241902,0.251304,0.154793,0.269308,0.212323,0.183873,0.26851,0.20388,0.299913,0.254917,0.664901,0.466783,1.59958
0.57856,0.744221,0.995312,1.12388,1.06935,0.972907,0.721106,1.06977,0.599648,0.705308,0.878322,1.13051,0.864121,1.53957,1.18386,4.72346,1.27462,32.1146
0.320809,0.339803,0.617466,0.785733,0.536203,0.537887,0.516766,0.369499,0.33466,0.674847,0.394717,0.568694,0.683539,0.667222,0.461237,1.64321,1.1279,4.98448
0.234331,0.175819,0.291968,0.353958,0.334956,0.253001,0.364573,0.21598,0.180594,0.230045,0.235032,0.273371,0.332166,0.377437,0.595102,0.804184,0.22439,1.28419
0.271397,0.269565,0.452879,0.452976,0.421677,0.426526,0.395538,0.33773,0.242329,0.264823,0.258337,0.457934,0.425225,0.501422,0.578901,0.857675,0.75505,1.90858
0.325961,0.285873,0.365364,0.546332,0.492415,0.434656,0.343821,0.391825,0.365309,0.444693,0.270599,0.312523,0.345867,0.913508,0.563375,0.995365,0.868489,10.0301
0.223677,0.262035,0.336381,0.481751,0.439311,0.297457,0.400994,0.277773,0.230723,0.303949,0.209008,0.35087,0.220602,0.637992,0.406249,1.34064,0.291029,2.13018
0.327482,0.225831,0.406999,0.446637,0.581589,0.42727,0.378889,0.277238,0.270341,0.327263,0.22203,0.371596,0.343053,0.443544,0.424534,1.47262,0.401647,4.98512
0.144283,0.0956447,0.163264,0.223103,0.205187,0.139154,0.201235,0.153009,0.110485,0.145317,0.171595,0.27353,0.123887,0.228212,0.230898,0.687636,0.116051,0.881616
0.120523,0.0845245,0.167751,0.220387,0.188877,0.16344,0.191051,0.143686,0.105135,0.228213,0.122165,0.140922,0.16266,0.287293,0.201048,0.594591,0.182777,1.37988
0.237796,0.179584,0.357456,0.538729,0.382645,0.366632,0.411917,0.285021,0.171214,0.375876,0.285382,0.372563,0.330664,0.819602,0.481488,1.27016,0.590244,5.25473
0.5354,0.585787,0.905578,0.833948,0.970708,1.02712,0.811453,0.863427,0.503849,1.04172,0.577374,0.926795,0.879447,1.1624,0.60306,1.93374,0.61402,3.03883
0.178469,0.205091,0.349124,0.396458,0.372078,0.265122,0.296341,0.302166,0.283362,0.311341,0.306869,0.478488,0.257597,0.417828,0.382865,1.1332,0.323808,2.67084
0.17137,0.176417,0.255148,0.326056,0.286521,0.207356,0.22739,0.286573,0.153412,0.175916,0.222832,0.25208,0.211185,0.360267,0.323067,0.909449,0.2501,0.740563
0.112386,0.0746962,0.125111,0.140971,0.144,0.170818,0.16001,0.118411,0.0836857,0.137632,0.0955905,0.0915353,0.101486,0.191243,0.129626,0.474178,0.138566,1.26669
0.132776,0.134298,0.220663,0.200741,0.221069,0.211492,0.166998,0.224324,0.0836324,0.155041,0.0909176,0.175338,0.154295,0.138085,0.250846,0.612173,0.224671,1.1828
0.122496,0.0946826,0.199713,0.167345,0.168332,0.243194,0.213605,0.160839,0.131221,0.184972,0.162228,0.200942,0.231526,0.290943,0.181717,0.691758,0.262514,2.06544
0.231502,0.257733,0.371214,0.509379,0.545479,0.390433,0.381439,0.335186,0.273222,0.26676,0.187572,0.304219,0.370062,0.418346,0.583267,0.521469,0.355515,4.41298
0.34416,0.205627,0.274105,0.327068,0.340939,0.327351,0.390059,0.296011,0.288109,0.368988,0.330635,0.34827,0.389729,0.375167,0.531654,1.52494,0.350611,3.29609
0.0975535,0.0950716,0.136846,0.156298,0.154481,0.176463,0.121574,0.111269,0.0716562,0.115483,0.0874339,0.123987,0.107661,0.150842,0.117213,0.438839,0.110946,0.730731
0.156912,0.119666,0.27412,0.27032,0.222141,0.242775,0.286975,0.153915,0.158487,0.262635,0.191829,0.284343,0.252048,0.286594,0.320883,0.697467,0.346384,3.70206
0.273831,0.1502,0.308476,0.431303,0.414023,0.33117,0.340785,0.273695,0.147867,0.257064,0.259492,0.355765,0.274946,0.403712,0.372232,0.548082,0.280401,1.41634
0.177293,0.176789,0.238406,0.356739,0.3979,0.324436,0.2297,0.226409,0.201598,0.351692,0.233702,0.337282,0.309003,0.434338,0.637386,1.12561,0.254125,2.21071
0.131807,0.188479,0.212125,0.244507,0.208197,0.280517,0.261121,0.27145,0.149646,0.24177,0.145528,0.235089,0.206867,0.359002,0.38526,0.759088,0.218405,0.49509
0.179662,0.147925,0.242117,0.254061,0.265558,0.283651,0.307747,0.231649,0.178897,0.268322,0.213543,0.289622,0.169785,0.335673,0.339763,0.626388,0.222649,0.982302
0.562158,0.58489,0.858935,1.03172,1.24156,0.985978,0.906251,0.84974,0.480184,0.960023,0.706466,1.01184,1.02897,1.04843,1.82339,3.6749,1.28657,5.44995
0.280062,0.336636,0.456754,0.411662,0.376276,0.432239,0.344765,0.457601,0.263373,0.405046,0.319787,0.457718,0.359217,0.723416,0.585779,2.46332,0.490433,3.62331
0.110725,0.101231,0.124165,0.132972,0.17095,0.137939,0.161547,0.0951477,0.098217,0.120444,0.0723893,0.16535,0.140959,0.187387,0.0922532,0.679064,0.159985,1.98057
0.0899022,0.0784789,0.152005,0.160875,0.160816,0.124159,0.134432,0.128265,0.0702907,0.169788,0.0619863,0.133735,0.0795051,0.137854,0.164383,0.420618,0.110559,1.49019
0.120037,0.0811632,0.183175,0.190728,0.205114,0.135771,0.167466,0.125612,0.121708,0.178327,0.111716,0.209296,0.21238,0.213818,0.492494,0.95331,0.181093,1.08791
0.235347,0.253113,0.332983,0.518556,0.391422,0.319663,0.33068,0.203278,0.211198,0.260666,0.288217,0.321618,0.179849,0.264116,0.290915,0.680306,0.333756,1.45989
0.261604,0.224695,0.295157,0.444287,0.360423,0.353038,0.365884,0.385877,0.211801,0.294778,0.310427,0.443562,0.392157,0.456137,0.622081,0.991067,0.289637,13.7047
0.238118,0.180138,0.414386,0.378668,0.466344,0.374537,0.387699,0.255782,0.208627,0.335131,0.283075,0.517238,0.423103,0.670269,0.519525,2.18338,0.320555,4.43136
0.187291,0.199498,0.290589,0.308829,0.27303,0.360232,0.317525,0.283661,0.196613,0.330377,0.304968,0.350472,0.366519,0.245193,0.356895,2.30649,0.484546,1.0518
0.137127,0.127752,0.215179,0.226389,0.254166,0.244102,0.200161,0.156074,0.120968,0.200987,0.132063,0.220834,0.183853,0.38869,0.287476,0.78576,0.142943,0.92494
0.263463,0.216774,0.324077,0.35574,0.410483,0.412536,0.278876,0.191992,0.199602,0.228386,0.17941,0.314373,0.341279,0.354025,0.426948,0.868743,0.327267,2.01555
0.110112,0.0774958,0.175833,0.194708,0.134737,0.176175,0.129416,0.102167,0.108439,0.159124,0.0926694,0.17716,0.148564,0.159733,0.144275,0.689164,0.139777,2.03386
0.101521,0.0839125,0.117889,0.130801,0.131481,0.121211,0.107396,0.115414,0.104437,0.083084,0.0754419,0.123012,0.11133,0.123947,0.233758,1.11358,0.150687,0.487468
0.151934,0.085792,0.164511,0.192673,0.21151,0.147,0.199625,0.115016,0.10089,0.0938392,0.0967478,0.172617,0.25232,0.205801,0.188201,0.653138,0.245677,1.95014
0.194188,0.245108,0.287935,0.388547,0.384779,0.343799,0.323459,0.421225,0.270963,0.306257,0.380028,0.316865,0.289038,0.50059,0.417553,1.36978,0.431378,6.42347
0.164679,0.134352,0.189139,0.272447,0.248916,0.179625,0.233177,0.153095,0.187509,0.1784,0.13759,0.184465,0.175757,0.256469,0.270654,0.48365,0.210169,2.18617
0.193862,0.155059,0.297254,0.375628,0.293707,0.290744,0.271008,0.174286,0.197164,0.207462,0.221622,0.223351,0.176458,0.477736,0.240071,1.41979,0.231963,1.75186
0.320841,0.234599,0.432097,0.400276,0.418562,0.47419,0.478518,0.226891,0.19126,0.309453,0.314979,0.363319,0.427311,0.496559,0.666017,1.92971,0.696508,2.0208
0.335034,0.205311,0.324365,0.484005,0.435563,0.313497,0.234019,0.380441,0.262277,0.295315,0.190509,0.365386,0.293042,0.459798,0.395523,0.575957,0.526745,1.1821
0.422648,0.307652,0.643321,0.617418,0.547071,0.557529,0.585119,0.588494,0.458283,0.73427,0.583071,0.601276,0.661052,1.19202,0.87821,2.3871,0.419307,5.62782
0.201435,0.11769,0.174253,0.248602,0.17685,0.190438,0.164362,0.140845,0.130734,0.101915,0.119698,0.214618,0.123314,0.127401,0.145515,0.528027,0.100875,1.52525
0.517991,0.470469,0.563419,0.678721,0.556555,0.68161,0.720155,0.706621,0.62539,0.626431,0.571358,0.933307,0.746205,0.928624,0.817664,2.60386,0.929129,11.2403
0.133197,0.08025,0.140856,0.178832,0.159166,0.148412,0.130551,0.131321,0.0762571,0.154377,0.105888,0.232017,0.12703,0.171622,0.205161,0.503971,0.0958978,0.89353
0.862935,0.793288,1.10185,1.10858,1.72754,1.45976,1.95593,1.20822,0.781266,1.28532,1.16315,0.754659,1.07048,0.872412,1.00435,3.61765,1.83783,10.9606
0.697168,0.680808,1.21456,1.1016,0.963886,0.974312,1.00144,0.952015,0.612581,0.935831,0.563684,1.06267,1.02096,1.19934,2.07431,4.70824,1.73605,4.49157
0.62426,0.465073,0.692918,1.11825,0.830479,0.697361,0.774826,0.550456,0.757154,0.756377,0.585127,1.30212,0.550381,1.25163,1.1001,3.29162,0.711777,3.93291
0.213658,0.179176,0.23705,0.302473,0.342606,0.250356,0.212237,0.257453,0.176752,0.235536,0.206351,0.259943,0.209234,0.423426,0.223327,1.05664,0.321117,1.44976
0.257807,0.251178,0.417305,0.428245,0.423962,0.315799,0.413985,0.349689,0.213156,0.288629,0.281613,0.27092,0.287955,0.398772,0.487618,1.37143,0.228696,1.41752
0.266925,0.204806,0.561357,0.383271,0.612777,0.471265,0.397395,0.329928,0.237505,0.272596,0.271308,0.453177,0.392733,0.797385,0.569545,2.1415,0.289413,2.38532
1.10035,0.632433,1.1696,1.55362,1.16887,1.26742,1.17646,0.764679,0.894829,1.10049,1.04397,1.29235,1.23804,1.67662,2.12542,4.51717,0.858609,8.0847
0.233196,0.169124,0.272572,0.237306,0.235258,0.242422,0.254633,0.231143,0.15323,0.214869,0.203118,0.259113,0.321472,0.299365,0.366398,0.795173,0.539886,2.37296
0.335238,0.280392,0.534277,0.418095,0.426981,0.409549,0.42047,0.248672,0.256046,0.284186,0.34502,0.33104,0.227313,0.593526,0.543098,1.64544,0.324871,2.08111
0.495643,0.330928,0.442488,0.482818,0.635955,0.412271,0.353287,0.499518,0.390483,0.649527,0.384889,0.426426,0.364889,0.915221,0.646495,1.05781,0.523015,5.13431
0.124689,0.106883,0.206389,0.261712,0.214568,0.209146,0.19653,0.136863,0.164366,0.177792,0.201117,0.26287,0.162405,0.218009,0.42462,0.608524,0.213728,1.84111
0.196553,0.214226,0.288375,0.320735,0.255534,0.295791,0.279398,0.177378,0.15402,0.285684,0.168417,0.320026,0.241905,0.483193,0.292984,1.01171,0.200975,1.95639
0.980079,0.791832,1.97294,1.619,2.13186,1.44999,1.68862,1.2813,1.26294,1.4646,0.830143,1.21207,1.38386,1.49039,2.09204,5.18763,1.54609,43.9984
0.261269,0.252241,0.442497,0.474475,0.461184,0.338697,0.337173,0.31799,0.228739,0.353597,0.331445,0.49044,0.46285,0.99851,0.456228,1.35288,0.298382,5.16187
0.757413,0.665858,1.10483,1.52545,1.02443,1.03232,0.914552,0.744796,0.94907,1.08507,0.88303,1.0962,0.884192,1.17898,1.4038,2.73465,0.858662,14.296
0.541603,0.388593,0.749711,0.844215,0.77849,0.942204,0.830969,0.799775,0.432506,0.728256,0.614052,1.0072,1.04734,1.71835,1.60791,2.60493,1.67163,6.27418
0.515704,0.511363,0.669946,1.11178,1.02415,0.854402,0.885559,0.641972,0.51745,0.765546,0.668151,0.718396,0.598805,1.76199,0.984065,6.1301,1.54026,4.0276
0.619608,0.429622,0.794635,0.806752,0.75846,0.842921,1.11803,0.666037,0.567728,0.663472,0.604682,0.783201,0.5769,0.768676,1.09688,2.8124,0.587472,5.64744
0.35158,0.419539,0.549038,0.588739,0.570773,0.462658,0.487066,0.419785,0.322007,0.714601,0.300456,0.517084,0.601881,0.981485,0.379039,2.13174,0.696228,10.1986
0.183164,0.157367,0.351899,0.408442,0.253949,0.28181,0.253378,0.23463,0.175483,0.39497,0.204506,0.291803,0.284189,0.198922,0.487445,1.23195,0.287211,3.15105
0.238539,0.252186,0.373638,0.412017,0.408283,0.361265,0.316383,0.366083,0.212239,0.27355,0.406058,0.477991,0.339053,0.456684,0.507592,1.67031,0.597983,4.79119
1.54364,0.730783,1.9938,1.61568,2.03442,1.60438,1.46162,1.11196,1.13879,2.10206,0.860513,2.25551,1.56806,2.38913,1.90674,7.56606,1.26209,8.32911
0.299829,0.261656,0.37381,0.557641,0.320146,0.548378,0.375847,0.340616,0.222875,0.326001,0.472017,0.45466,0.31254,0.308779,0.56343,1.52304,0.308668,1.22349
0.382064,0.189118,0.319522,0.421274,0.385803,0.420695,0.30566,0.326754,0.253922,0.324988,0.321442,0.35303,0.340263,0.397711,0.38776,1.85171,0.389983,3.81772
0.206454,0.235967,0.393643,0.307995,0.432157,0.41842,0.336893,0.329151,0.254612,0.295211,0.207643,0.33226,0.30495,0.433842,0.303441,1.05952,0.35387,1.64127
0.518497,0.449614,0.912556,1.01158,0.889884,0.967366,0.795569,0.768721,0.543265,0.758319,0.440656,0.707604,0.607149,1.04684,0.861415,1.78588,0.69814,2.32361
0.201146,0.118342,0.177153,0.218508,0.261002,0.200593,0.245957,0.156163,0.142238,0.213535,0.130791,0.241021,0.220694,0.351035,0.352686,0.891889,0.585003,2.994
0.700067,0.610571,1.17713,1.21389,1.32296,1.27153,0.944284,1.01881,0.90301,1.33633,0.903869,1.08685,1.0887,1.04004,2.10639,4.6345,0.653353,8.26506
0.197887,0.14459,0.249984,0.362918,0.255943,0.257453,0.24078,0.150877,0.225744,0.291484,0.119267,0.216008,0.196462,0.335783,0.210385,0.723218,0.236349,2.05212
0.726962,0.572756,1.00473,1.15282,1.05819,1.05569,0.783438,0.821412,0.541377,0.773333,0.775835,0.880413,1.02454,1.5103,0.666517,3.54779,1.03084,5.60161
0.162543,0.0961904,0.152274,0.264712,0.212137,0.201142,0.207051,0.192009,0.166005,0.105387,0.149234,0.197606,0.201284,0.255939,0.402661,0.51213,0.11976,0.749797
0.478082,0.327629,0.498588,0.698207,0.515745,0.522268,0.632641,0.546103,0.356251,0.745817,0.464155,0.603725,0.444161,0.918191,0.770296,4.26344,0.383631,6.1764
0.378792,0.40713,0.54423,0.756931,0.642713,0.563041,0.453086,0.431457,0.335874,0.508675,0.375091,0.415119,0.358777,0.576785,0.612262,1.66163,0.725546,2.11665
0.319731,0.209767,0.444631,0.535355,0.415795,0.415126,0.301721,0.243466,0.199373,0.228449,0.191474,0.343702,0.407738,0.359941,0.430128,0.889337,0.283216,1.28176
0.22873,0.138168,0.23793,0.321644,0.249442,0.197484,0.231599,0.221903,0.136653,0.231131,0.187608,0.225452,0.264396,0.254624,0.278529,1.92965,0.491944,1.95015
0.259929,0.241509,0.448932,0.356004,0.429842,0.508526,0.365929,0.380274,0.209335,0.45702,0.267842,0.386709,0.301787,0.437217,0.448959,1.23143,0.359566,0.714997
0.829937,0.666197,1.12976,1.24366,0.967514,1.25562,0.938004,0.64752,0.708998,0.515248,1.10606,1.05372,1.01096,1.29391,1.11336,6.93872,1.1814,8.31034
0.171331,0.204769,0.321991,0.314547,0.370771,0.275592,0.203239,0.233435,0.119189,0.279909,0.217035,0.298648,0.322145,0.303525,0.405832,0.431936,0.243974,0.88476
0.207948,0.177379,0.246285,0.340232,0.254806,0.232128,0.260248,0.229712,0.196936,0.231405,0.218766,0.254686,0.163094,0.490447,0.35639,0.847387,0.196259,1.55855
0.286908,0.216304,0.465395,0.495225,0.67789,0.569312,0.469736,0.450044,0.259552,0.413103,0.403085,0.291317,0.547757,0.422817,0.440139,1.80516,0.227545,3.44195
0.313619,0.245684,0.338123,0.497067,0.412394,0.50581,0.411156,0.277554,0.381634,0.483877,0.245897,0.422216,0.297982,0.46713,0.301336,1.36495,0.284401,2.41144
0.245368,0.176292,0.290143,0.382176,0.409251,0.445776,0.331435,0.256225,0.160919,0.248095,0.272156,0.421123,0.218355,0.33015,0.538392,0.995542,0.307773,3.19453
0.170038,0.147855,0.233176,0.309378,0.274323,0.212837,0.23359,0.181883,0.155939,0.273443,0.138032,0.205298,0.272259,0.261732,0.259657,1.21225,0.397095,2.66143
0.195773,0.263105,0.235195,0.278886,0.334337,0.362802,0.206464,0.287251,0.191012,0.260117,0.237509,0.252972,0.321875,0.323003,0.374874,0.859861,0.416531,1.87002
0.120348,0.118352,0.162533,0.231641,0.172536,0.149253,0.170032,0.157172,0.121771,0.20365,0.108552,0.158173,0.141185,0.185383,0.275094,0.5109,0.130792,1.36872
0.25329,0.312301,0.400875,0.583208,0.540118,0.599926,0.640459,0.404206,0.417929,0.329596,0.45621,0.712065,0.604497,0.60523,0.746291,2.09642,1.16921,18.1009
0.254208,0.197051,0.329785,0.414333,0.422421,0.375662,0.411056,0.204892,0.334603,0.355077,0.402535,0.331742,0.406413,0.702452,0.372503,3.17883,0.443208,4.44785
0.29812,0.172575,0.344316,0.383027,0.406656,0.332236,0.349297,0.255819,0.223661,0.30781,0.346212,0.357233,0.468508,0.664752,0.635512,2.27949,0.282702,3.80861
