vbt1_gear1_1996,vbt1_gear1_1997,vbt1_gear1_1998,vbt1_gear1_1999,vbt1_gear1_2000,vbt1_gear1_2001,vbt1_gear1_2002,vbt1_gear1_2003,vbt1_gear1_2004,vbt1_gear1_2005,vbt1_gear1_2006,vbt1_gear1_2007,vbt1_gear1_2008,vbt1_gear1_2009,vbt1_gear1_2010,vbt1_gear1_2011,vbt1_gear1_2012,vbt1_gear1_2013,vbt1_gear1_2014,vbt1_gear1_2015,vbt1_gear2_1996,vbt1_gear2_1997,vbt1_gear2_1998,vbt1_gear2_1999,vbt1_gear2_2000,vbt1_gear2_2001,vbt1_gear2_2002,vbt1_gear2_2003,vbt1_gear2_2004,vbt1_gear2_2005,vbt1_gear2_2006,vbt1_gear2_2007,vbt1_gear2_2008,vbt1_gear2_2009,vbt1_gear2_2010,vbt1_gear2_2011,vbt1_gear2_2012,vbt1_gear2_2013,vbt1_gear2_2014,vbt1_gear2_2015,vbt1_gear3_1996,vbt1_gear3_1997,vbt1_gear3_1998,vbt1_gear3_1999,vbt1_gear3_2000,vbt1_gear3_2001,vbt1_gear3_2002,vbt1_gear3_2003,vbt1_gear3_2004,vbt1_gear3_2005,vbt1_gear3_2006,vbt1_gear3_2007,vbt1_gear3_2008,vbt1_gear3_2009,vbt1_gear3_2010,vbt1_gear3_2011,vbt1_gear3_2012,vbt1_gear3_2013,vbt1_gear3_2014,vbt1_gear3_2015,vbt1_gear4_1996,vbt1_gear4_1997,vbt1_gear4_1998,vbt1_gear4_1999,vbt1_gear4_2000,vbt1_gear4_2001,vbt1_gear4_2002,vbt1_gear4_2003,vbt1_gear4_2004,vbt1_gear4_2005,vbt1_gear4_2006,vbt1_gear4_2007,vbt1_gear4_2008,vbt1_gear4_2009,vbt1_gear4_2010,vbt1_gear4_2011,vbt1_gear4_2012,vbt1_gear4_2013,vbt1_gear4_2014,vbt1_gear4_2015,vbt1_gear5_1996,vbt1_gear5_1997,vbt1_gear5_1998,vbt1_gear5_1999,vbt1_gear5_2000,vbt1_gear5_2001,vbt1_gear5_2002,vbt1_gear5_2003,vbt1_gear5_2004,vbt1_gear5_2005,vbt1_gear5_2006,vbt1_gear5_2007,vbt1_gear5_2008,vbt1_gear5_2009,vbt1_gear5_2010,vbt1_gear5_2011,vbt1_gear5_2012,vbt1_gear5_2013,vbt1_gear5_2014,vbt1_gear5_2015
81.5808,87.6883,91.8925,91.671,87.929,82.8919,76.3135,73.809,73.125,73.3882,69.7714,77.7565,87.8752,97.7847,105.829,111.027,110.064,107.048,103.108,69.9725,71.1383,72.4831,72.4496,71.2919,69.6707,66.8287,66.8171,68.0343,69.5089,67.3427,71.9681,76.688,81.2576,85.7618,89.9128,91.5312,93.2942,95.5734,87.6846,95.8607,100.912,99.8275,93.7519,87.2616,80.131,76.922,75.6378,75.6257,70.1991,79.5567,93.6126,106.143,114.883,120.261,117.83,112.078,106.966,104.476,107.472,108.926,107.063,103.136,98.8353,93.4752,92.7494,94.4413,97.3997,96.2751,105.543,114.68,122.349,128.281,132.236,131.561,130.773,130.766,90.3704,95.2616,98.3252,97.3396,93.4549,88.6508,82.4322,80.4791,80.6072,81.8662,79.3417,88.1033,97.9983,107.046,114.214,118.791,117.731,115.372,112.643
51.3584,53.6843,54.9053,54.0331,51.63,49.443,45.4959,44.8594,44.8666,44.135,39.0311,43.5283,49.4724,55.6361,61.5692,66.424,66.0155,64.1464,60.9705,35.7325,35.9709,36.7987,37.0545,36.4354,35.6127,33.3914,33.3075,33.9257,34.1217,31.1131,33.1507,35.5012,38.1004,41.1364,44.3803,45.5659,46.7945,48.2105,52.567,55.8461,56.432,54.7556,51.5893,49.1308,45.3672,45.0226,44.5667,42.943,36.6138,41.4873,48.9642,56.1356,63.027,68.5658,67.236,63.7139,60.3881,56.0654,56.9623,57.9008,57.4671,55.6956,53.9,50.2336,49.9006,50.6771,51.0812,47.0912,51.4628,56.3538,61.1725,65.9197,70.1684,70.3647,69.9573,68.9584,52.237,53.8303,55.0253,54.4909,52.478,50.4847,46.6304,46.0496,46.3747,46.184,41.6707,46.0032,51.3033,56.7371,62.0528,66.6022,66.574,65.4242,63.0404
83.0904,85.8275,89.0788,90.1662,88.6113,85.2103,80.2282,79.9759,80.9677,82.495,80.1917,92.5768,108.68,122.656,132.087,136.256,131.826,124.053,115.221,61.4173,61.3744,62.2699,62.6059,62.527,62.4105,61.5743,63.3677,66.0552,68.9842,68.3248,73.4747,78.4319,82.6699,86.5617,89.7323,90.2261,90.387,91.2371,84.674,87.5646,91.4218,93.3159,91.4977,86.4553,80.5496,80.6994,81.3672,81.5851,76.2188,89.6645,110.791,127.727,137.525,142.414,137.119,126.444,115.269,75.0021,76.0359,77.9275,78.5262,77.9272,76.6467,73.995,74.8477,77.127,80.3154,79.6785,88.113,97.1083,104.996,111.401,115.335,114.063,111.396,108.104,88.5644,90.6949,93.3143,93.8045,92.2397,89.5504,85.4391,85.7738,87.7481,90.9917,90.7351,103.239,117.177,128.64,136.404,139.576,135.321,129.096,122.482
66.1628,70.6299,75.5835,77.2744,76.229,74.3464,70.0591,68.6604,68.6519,69.0321,65.1755,71.4229,79.5076,88.9565,98.4609,105.27,104.667,100.009,92.9544,128.927,130.04,131.503,130.698,128.511,127.066,124.872,127.876,133.963,140.878,141.916,151.815,159.497,164.349,167.073,168.003,165.366,165.224,169.883,91.9326,99.8065,102.587,102.222,99.1739,96.126,90.2175,87.3533,86.8103,88.4804,84.045,93.1479,108.022,124.712,138.849,144.051,135.167,122.568,112.695,127.809,130.075,131.837,130.61,127.481,124.64,120.434,121.465,125.941,132.172,133.785,146.864,158.63,166.758,170.498,169.88,163.665,158.716,156.942,82.8793,86.9979,90.9787,91.7372,90.0276,87.7848,83.342,82.3808,83.3917,85.2175,82.7333,91.0468,100.697,110.442,118.748,123.367,120.613,115.234,109.143
106.657,109.704,113.197,112.068,107.374,102.008,94.7679,90.5907,88.7136,89.0118,86.8383,97.3602,108.524,117.803,124.451,127.64,124.772,122.047,119.061,57.6807,55.1643,54.2497,53.2629,52.1965,51.1888,49.3744,49.0449,49.4886,49.9221,47.4957,49.7802,52.3213,54.9026,57.7215,60.5507,61.6834,62.9473,63.8334,102.417,107.237,115.032,113.778,106.739,101.205,93.9485,88.5652,84.6344,82.4447,78.6307,92.0318,105.196,117.095,125.3,128.156,123.369,118.087,116.188,120.921,121.024,121.464,119.181,115.048,110.602,104.913,103.204,104.476,107.518,106.461,115.292,123.599,130.071,134.975,138.194,137.055,136.567,136.017,112.044,114.225,116.573,114.961,110.44,105.228,98.2347,94.6822,93.8258,95.2244,93.6771,103.854,114.203,122.552,128.511,131.609,129.24,127.174,124.636
53.11,56.8962,61.7068,63.8729,63.2437,61.2776,57.9353,57.4998,57.8211,58.4037,53.8544,61.2536,69.3645,76.1494,81.2913,84.8735,82.6085,78.8672,74.2681,32.789,32.8207,33.9035,34.7026,35.1133,35.1399,34.4025,35.1734,36.1957,36.8529,33.9169,36.139,38.4212,40.7533,43.3227,45.9624,46.3695,46.6713,46.8463,51.6552,56.9167,63.673,66.0819,63.97,61.5703,58.4175,57.2461,56.9165,56.6438,50.711,59.766,70.4356,78.3675,83.274,87.0599,85.0966,79.4467,73.3026,68.3465,70.501,73.3862,74.4921,74.0087,72.6366,70.1892,71.2625,73.5905,76.158,72.7654,79.4465,85.4,90.0447,93.7525,96.5189,94.4835,92.5471,91.0381,65.545,68.819,72.5235,73.7315,72.8755,70.983,67.7824,68.0369,69.5751,71.6965,68.3296,76.2821,83.6393,89.2468,93.4176,96.1733,93.3046,90.0091,86.8222
49.6579,53.7642,58.3781,60.3996,58.5481,55.1039,49.2506,46.647,45.3053,44.615,41.2728,46.9704,53.9275,60.5959,66.1441,70.0201,68.5863,65.703,60.8668,44.1658,44.666,45.6744,45.9464,45.1752,44.4166,42.4466,42.5995,43.3939,44.0642,42.0034,44.7668,47.2428,49.5235,52.1307,54.9383,55.4733,55.8847,55.4935,64.2722,71.2499,78.7804,78.7292,72.5295,67.0626,59.655,55.9665,54.4251,53.634,49.5266,60.1858,73.3304,81.0953,85.4908,89.1848,85.4768,78.9759,72.0108,85.7124,88.5719,90.2039,88.4484,83.7972,79.2747,73.4667,72.4987,74.022,77.0401,76.9359,85.8996,93.1795,97.8868,101.011,102.75,99.6223,97.0572,94.7466,60.6733,64.6419,68.471,69.2141,66.2937,62.3963,56.4401,54.2092,53.6272,53.9937,51.6911,58.7164,66.0873,72.2255,76.9899,80.1494,78.0018,74.9456,70.6681
88.5124,95.4343,97.8032,94.2518,87.3092,79.1267,69.8055,67.1113,67.1985,69.0251,65.5029,71.8886,79.1547,86.5576,92.7497,96.6732,95.4102,92.989,91.5319,77.7711,77.7389,77.5853,76.0568,73.5482,70.5543,66.3223,65.9519,66.5076,67.8359,65.3321,69.251,72.8062,76.4175,80.1559,83.7,85.094,86.6262,89.8832,92.7266,105.351,106.536,100.682,91.847,81.3132,69.8381,65.8903,67.5454,70.6605,64.7335,71.2518,81.1518,90.9788,98.3397,102.363,98.7199,93.8334,92.3187,88.2704,91.6085,92.8599,90.1995,84.9575,78.7077,71.2347,69.3999,69.5077,71.1641,68.3204,74.2027,80.058,85.8274,91.0004,94.9147,94.8712,93.9838,93.7595,77.4006,82.5644,85.6173,83.9877,78.9818,72.3558,64.0939,61.3214,60.6659,61.7865,58.5196,63.8746,69.7035,75.9338,81.7039,85.9806,85.809,84.2151,82.8558
101.14,110.546,114.641,112.78,106.22,98.5781,90.1341,85.1266,82.1765,79.915,74.7175,83.0074,95.5679,108.532,119.382,125.516,123.217,117.441,111.049,88.3041,90.1058,91.1482,90.2515,87.3678,83.9893,79.7878,78.3823,79.148,80.4298,78.3198,83.3989,88.7832,93.7547,98.6523,102.731,103.872,104.903,106.917,112.215,123.588,126.842,123.471,113.388,103.557,95.5483,89.8603,85.6036,81.6367,72.5534,82.1909,100.665,118.433,131.62,139.017,133.501,122.339,114.014,153.416,156.364,154.541,148.294,139.484,131.185,122.566,118.603,118.809,121.994,123.372,137.785,151.992,162.308,168.448,169.954,165.443,161.596,160.211,120.553,127.406,129.154,125.492,118.006,110.164,101.622,96.7906,94.742,94.252,91.5492,102.547,116.124,128.267,137.335,141.49,137.966,132.673,127.992
69.4924,75.4467,79.6996,79.5025,76.8335,74.4273,70.9156,70.6255,70.8295,69.8191,63.6664,69.2327,76.4813,83.9512,90.8486,95.3482,93.9768,91.159,88.5188,48.9865,49.6982,51.1217,51.8349,51.8872,51.6824,50.0897,50.2835,51.2003,51.5024,48.1007,50.4735,53.0211,55.7864,59.3428,63.3194,66.0306,69.6617,73.8984,65.2995,74.5882,80.6292,79.4276,75.0244,71.5218,68.3721,68.984,68.616,66.579,58.608,64.2159,72.2974,81.7358,90.1744,95.2845,93.6705,87.6906,81.2939,74.6336,77.1936,79.6765,80.0743,79.0404,77.7854,74.7934,74.7393,75.8981,76.43,71.9803,76.876,82.0917,87.0275,92.0996,96.5947,98.0298,100.445,104.163,68.5666,72.7914,76.369,76.8155,75.1732,73.312,69.8568,69.4511,69.9818,69.6165,64.2377,69.2919,75.4349,81.6225,87.6333,92.0951,91.9088,91.2178,90.793
