rdev1_1996,rdev1_1997,rdev1_1998,rdev1_1999,rdev1_2000,rdev1_2001,rdev1_2002,rdev1_2003,rdev1_2004,rdev1_2005,rdev1_2006,rdev1_2007,rdev1_2008,rdev1_2009,rdev1_2010,rdev1_2011,rdev1_2012,rdev1_2013,rdev1_2014
-0.472848,-0.493701,-0.678921,0.0762862,-0.13239,0.129053,-0.163569,-0.222666,-0.00498354,-0.333769,-0.209944,-0.323738,-0.12612,-0.304582,0.0790244,0.267273,1.04156,-0.166215,2.02647
-0.750909,-0.741418,-0.635571,-0.195802,0.343345,0.229731,-0.121626,-0.127171,-0.187195,-0.468893,-0.242879,-0.0382788,0.0211844,-0.0760269,0.232457,0.712918,0.772639,-0.252737,1.48346
-0.440964,-0.495715,-0.601273,0.260228,0.313978,-0.0638512,-0.177447,0.0630267,-0.217289,-0.46307,-0.175217,-0.266982,0.159876,-0.319785,0.116035,0.165703,0.994174,-0.466763,1.62079
-0.136779,-0.260429,-0.48421,-0.182078,0.285741,0.332219,-0.275975,-0.182737,-0.346173,-0.55169,-0.3688,-0.608344,-0.0313765,-0.192862,-0.121473,-0.0690361,0.786999,-0.192555,2.62366
-0.441467,-0.402794,-0.548238,0.0836527,-0.145348,-0.0854192,-0.300392,0.0116993,-0.45159,-0.506373,-0.16692,-0.732708,-0.305687,-0.117149,0.0717876,0.750905,1.46856,0.103385,1.74269
-0.71333,-0.383176,-0.774499,-0.533778,-0.191845,0.11198,-0.175065,-0.335622,-0.433757,-0.638225,-0.321045,-0.547296,-0.0371133,-0.150989,0.0609522,0.0189724,1.69564,0.694244,2.58739
-0.477967,-0.331702,-0.395102,0.0168109,0.366983,-0.0193975,0.0976807,-0.308736,-0.146869,-0.66651,-0.185094,-0.487293,0.311533,-0.343272,-0.280035,-0.145122,1.49453,-0.0699029,1.58548
-0.631035,-0.591787,-0.554619,-0.171322,0.191452,-0.0329338,-0.0179166,-0.295616,-0.258068,-0.501613,0.0259331,-0.371129,0.223626,-0.284576,0.279075,-0.0796827,1.41313,-0.368748,2.01647
-0.443794,-0.287618,-0.461892,0.0605619,0.269911,0.0463627,0.0930373,-0.182216,-0.250228,-0.741763,-0.0210544,-0.700669,0.112212,0.0332122,0.381353,-0.158121,1.29523,-0.0323048,1.03668
-0.55286,-0.235419,-0.448448,-0.0215135,0.137057,0.0562568,-0.137997,-0.0146267,-0.127638,-0.423048,-0.407355,-0.352218,0.169226,-0.277606,0.331932,0.0458754,1.00463,-0.333623,1.68241
-0.759394,-0.296228,-0.621431,-0.18786,0.131783,-0.0308428,-0.0885058,-0.100652,-0.530358,-0.489712,0.0918962,-0.540477,-0.0299155,0.0266344,0.627054,-0.0175861,1.8284,-0.899804,1.86525
-0.597147,-0.621133,-0.713427,0.384305,0.433309,0.178516,-0.103354,0.0215793,-0.569403,-0.407954,-0.296267,-0.735687,0.320982,-0.554779,0.126813,0.18191,1.52667,-0.178227,1.63582
-0.612304,-0.779995,-0.709499,-0.344834,-0.0615947,-0.0327021,-0.276716,-0.326922,-0.411354,-0.544428,-0.0820991,-0.232997,0.0623441,-0.13239,0.285851,-0.0405715,1.47282,0.620842,2.18724
-0.333628,-0.499964,-0.722705,-0.00349629,-0.264596,0.0120562,-0.0606613,-0.243422,-0.655202,-0.472739,-0.186276,-0.274511,0.20722,-0.0347997,0.149773,-0.0149611,1.30958,-0.20083,2.30118
-0.425487,-0.45946,-0.337386,0.226525,0.0813078,0.0528934,0.00175604,-0.208544,-0.047658,-0.10129,-0.440946,-0.530704,0.209622,-0.113855,0.213199,-0.162576,1.12196,-0.516794,1.44527
-0.398753,-0.530493,-0.536407,-0.342069,0.0731746,-0.0557768,0.00818952,-0.109572,-0.495342,-0.420208,-0.41947,-0.336207,-0.0700032,-0.279854,0.152531,-0.49586,1.5381,0.89047,1.78008
-0.478189,-0.193092,-0.632688,-0.133641,0.173205,-0.0278698,-0.29525,-0.110814,-0.123039,-0.405217,-0.234787,-0.46211,0.0231178,-0.150138,-0.0921872,-0.120967,1.16756,-0.393922,2.53635
-0.50028,-0.644411,-0.760187,-0.124821,0.201444,0.0503354,-0.313492,-0.277414,-0.471125,-0.579387,-0.226697,-0.508053,-0.0915424,0.315607,0.247098,0.229837,1.32606,0.629225,1.46152
-0.148664,-0.403371,-0.496595,-0.126928,0.26939,0.0745052,0.0854533,-0.21194,-0.183895,-0.437038,-0.0901965,-0.236757,0.0675938,-0.347659,-0.213255,-0.263656,1.28753,-0.325591,1.72896
-0.423747,-0.558523,-0.709307,-0.255989,-0.18199,-0.207627,-0.270825,-0.243575,-0.313281,-0.498451,-0.243686,0.0419665,-0.231844,-0.0114611,0.643662,0.542309,0.840439,0.432944,1.64038
-0.404959,-0.469386,-0.523999,0.181603,-0.0579643,0.0160822,-0.105253,-0.269584,-0.528712,-0.667174,-0.0737493,-0.821943,-0.0400661,-0.0706542,-0.183033,0.469032,1.75361,-0.379977,2.17567
-0.432079,0.0650601,-0.413782,-0.0427863,0.212807,0.187707,0.198195,0.0992687,-0.249967,-0.406488,-0.305649,-0.479643,0.148834,-0.238785,0.0232922,0.0895721,1.17471,-0.792641,1.17323
-0.191479,-0.207092,-0.376771,-0.0268602,-0.309202,0.0331462,0.084343,0.0147098,-0.12111,-0.52639,0.171099,-0.345644,-0.153686,-0.326183,0.0500575,0.345443,0.926466,-0.575022,1.52429
-0.838169,-0.490976,-0.599205,-0.233126,0.0651094,-0.119174,-0.12697,-0.157998,-0.425827,-0.638384,-0.0266694,-0.505943,-0.152857,-0.0791368,0.511868,0.211246,1.04778,0.245683,2.36337
-0.422526,-0.425554,-0.535874,0.092726,-0.0319497,0.0271349,-0.153334,-0.0460074,-0.623633,-0.473305,-0.15126,-0.4088,-0.211493,0.014289,0.423471,0.145493,1.09449,0.362154,1.30429
-0.783721,-0.248431,-0.614404,-0.163615,0.0636894,-0.216046,-0.314131,-0.120823,-0.510204,-0.371398,-0.811119,-0.42133,0.148107,-0.0209493,0.0766303,0.420167,0.984333,-0.00712636,2.889
-0.669243,-0.392791,-0.716226,-0.139636,0.0191181,0.0460712,-0.0599969,-0.336355,-0.191172,-0.684642,-0.39033,-0.321563,-0.278014,-0.305084,0.403257,0.185974,1.21542,0.081695,2.48158
-0.576274,-0.340362,-0.530464,0.103698,0.154677,0.12606,0.0545427,0.139739,-0.532698,-0.567693,-0.243787,-0.269008,-0.00355371,-0.0648206,-0.357546,0.6004,0.633231,-0.202079,1.8371
-0.49846,-0.476292,-0.917428,-0.064679,0.221265,-0.304348,0.063555,-0.37226,-0.187482,-0.745251,-0.248213,-0.558891,0.0875436,-0.181927,-0.155855,0.162093,1.78977,-0.189123,2.56988
-0.508168,-0.613069,-0.667223,-0.157892,0.135927,0.130347,0.237403,-0.197769,-0.236473,-0.518576,-0.223209,-0.441168,-0.173881,-0.259588,0.679799,0.0425003,1.38588,-0.13346,1.54466
-0.47494,-0.436425,-0.819452,0.00115748,0.00957441,-0.144384,-0.200325,-0.109361,-0.688149,-0.578433,-0.17891,-0.249867,0.140376,-0.388077,0.475622,-0.0220195,1.23092,0.0737334,2.34961
-0.316338,-0.585232,-0.552359,0.204541,-0.203946,-0.171896,-0.014995,-0.0379104,-0.143856,-0.626277,-0.618366,-0.398073,-0.130458,-0.000173106,0.158563,0.466742,1.63695,-0.00126365,1.31114
-0.225492,-0.0314688,-0.421606,0.228659,0.16871,0.363173,0.20081,-0.0255836,-0.0370584,-0.524985,-0.123668,0.041219,-0.393012,-0.823677,-0.169177,-0.154344,0.54047,-0.556023,1.98664
-0.353979,-0.353961,-0.63075,-0.276053,-0.00083784,0.0108137,-0.156907,-0.482121,-0.474145,-0.712304,0.166168,-0.37242,-0.253648,-0.638777,0.0192311,-0.112158,1.13609,0.475391,3.01585
-0.394694,-0.227548,-0.787656,-0.024565,0.448943,0.0315726,0.131507,-0.00816078,-0.402049,-0.549243,-0.0839418,-0.0708834,0.20483,-0.139624,-0.26073,0.0871634,0.347337,-0.481914,2.15583
-0.31689,-0.0525391,-0.302773,0.23531,-0.0411252,0.167237,0.0810491,-0.0884956,-0.394045,-0.355403,0.0495887,-0.423613,-0.164546,-0.5611,-0.00571023,0.047999,1.09827,0.0182504,1.00364
-0.673993,-0.651304,-0.70305,-0.426727,-0.0443823,-0.405922,-0.28196,-0.143568,-0.367885,-0.437244,-0.366427,-0.416179,-0.0825311,0.283728,0.064988,0.0536588,1.39208,0.758793,2.49052
-0.547483,-0.290398,-0.565342,-0.0260547,0.00517875,-0.137594,-0.223897,0.0479952,-0.567932,-0.330553,-0.0023092,-0.490131,0.210792,-0.334549,0.171274,0.218798,1.49361,-0.0116655,1.42629
-0.800775,-0.657578,-0.440215,-0.271169,-0.039812,0.134009,-0.184575,-0.0741118,-0.462943,-0.392628,-0.157397,-0.164736,0.0943702,-0.122627,0.381118,0.161743,1.28932,0.313355,1.39619
-0.717348,-0.143273,-0.496325,0.143393,0.133435,0.107883,-0.183379,-0.24299,-0.324473,-0.452626,0.0582776,-0.71346,-0.306416,-0.270188,0.058917,0.115867,0.682588,-0.12665,2.6171
-0.208103,-0.297837,-0.504371,0.0070176,0.0873353,0.374141,-0.0636953,0.0928328,-0.100531,-0.385016,0.0122104,-0.334553,-0.225725,-0.273865,-0.101555,0.183857,0.56471,-0.153819,1.33444
-0.687381,-0.481823,-0.569125,-0.239458,0.0431143,0.171393,-0.168801,-0.34433,-0.262326,-0.794012,-0.167603,-0.564115,-0.0869914,-0.724567,0.571035,0.0777159,1.5039,0.482321,2.20266
-0.533534,-0.382426,-0.797386,-0.0528271,0.013419,-0.203284,-0.273481,-0.147152,-0.4309,-0.568915,-0.0989379,-0.468517,0.237307,-0.147747,-0.049205,0.534653,1.3927,0.0587096,1.97146
0.0458783,-0.396791,-0.577579,0.116195,-0.0668996,0.104633,-0.00190424,-0.0920493,-0.548089,-0.481922,0.253994,-0.642008,-0.199459,-0.438974,0.482866,-0.0424205,1.10436,-0.318475,1.67622
-0.437335,-0.449553,-0.75836,-0.184985,0.0163499,0.177728,-0.340264,-0.175428,-0.444201,-0.569301,0.0559493,-0.168312,0.0684808,-0.232901,0.410271,0.307028,1.32222,-0.340901,1.7243
-0.336618,-0.548606,-0.455264,-0.0544738,-0.0288837,0.0437805,-0.238997,-0.459967,-0.406476,-0.357992,-0.322378,-0.611174,0.0174126,-0.540715,0.00646209,0.552587,1.59018,0.216986,1.95711
-0.422981,-0.700216,-0.61892,-0.229249,-0.077351,-0.0682471,-0.38602,-0.133116,-0.465163,-0.511249,-0.158187,-0.374648,-0.196188,-0.198681,0.144029,0.520017,1.34401,-0.0184076,2.54408
-0.677516,-0.507492,-0.551091,-0.399939,0.271918,-0.154521,-0.412205,0.319589,-0.491016,-0.409164,0.0703965,-0.480656,-0.178461,0.0974996,0.30236,0.265148,1.16075,0.233419,1.5134
-0.203668,-0.193882,-0.803777,-0.0845624,0.146091,0.009131,0.108765,-0.0498216,0.0402114,-0.57001,-0.114152,-0.165112,0.446658,-0.0959522,0.181517,0.102169,0.725083,-0.416655,0.867975
-0.586639,-0.23897,-0.393376,-0.270758,0.0113102,-0.1117,0.0799776,-0.239276,-0.299963,-0.664329,-0.075748,-0.580623,-0.0318888,-0.0496172,0.134803,0.168354,1.38483,-0.511875,2.26155
-0.371121,-0.178341,-0.328087,-0.0318249,0.0709347,-0.0446939,-0.0495764,0.0324696,-0.604212,-0.532752,-0.185609,-0.361979,-0.132262,-0.29077,0.203032,0.396616,0.926736,-0.30673,1.85425
-0.278482,-0.241289,-0.809975,-0.269145,-0.0310267,0.0151625,-0.397331,-0.212301,-0.0778287,-0.442874,-0.243955,-0.243856,-0.152255,0.124918,0.437973,-0.162952,1.1025,0.173417,1.64605
-0.702883,-0.681195,-0.95647,-0.000192082,-0.0254038,0.00590823,0.0233205,-0.0461455,-0.388124,-0.374961,-0.130392,-0.320495,0.356655,-0.0437894,0.208074,0.0397195,1.0638,-0.460405,2.45373
-0.274719,-0.134022,-0.377605,0.317434,0.193964,0.177073,-0.0161529,-0.071013,-0.172659,-0.271121,-0.0207688,-0.590417,-0.00149352,-0.17396,0.24341,-0.0812571,1.02281,-0.819019,0.991211
-0.447101,-0.464786,-0.658503,-0.0840983,0.15765,0.0384226,-0.013288,0.0582308,-0.18491,-0.524933,-0.639415,-0.324136,0.049326,0.0856123,0.273414,0.00892188,1.04639,-0.367852,1.93128
-0.551402,-0.419561,-0.39824,-0.00302981,0.209541,0.0622375,-0.185932,0.0270835,-0.523307,-0.337918,-0.191722,-0.225122,-0.180641,-0.104675,0.386299,0.201598,1.51157,-0.232325,0.958774
-0.268269,-0.462802,-0.794827,-0.480943,-0.0926264,-0.203363,-0.34332,-0.309439,-0.382814,-0.60918,-0.171473,-0.295877,0.220686,-0.307385,0.606937,0.544262,0.982712,-0.0149395,2.42152
-0.481327,-0.365418,-0.510934,0.305685,0.225577,-0.0785843,-0.243359,-0.333394,-0.701356,-0.653982,-0.101148,-0.208148,0.0891223,-0.481596,0.160168,-0.364697,1.51646,-0.0454368,2.30103
-0.618746,-0.670104,-0.793101,-0.0974853,0.112156,-0.00673928,-0.0790215,-0.217079,-0.431552,-0.570569,-0.166583,-0.400652,-0.17426,-0.138942,-0.191722,0.715164,1.28039,0.338441,2.10195
-0.623948,-0.616345,-0.627524,0.144177,-0.0135454,-0.0361876,-0.136916,-0.138885,-0.317029,-0.532683,-0.24834,-0.434508,0.167406,-0.445357,0.378405,0.282255,1.33938,0.171462,1.64271
-0.680854,-0.425661,-0.664187,-0.281565,-0.135467,0.0150677,-0.35365,-0.217872,-0.0506625,-0.445271,0.194189,-0.340406,0.0370245,-0.0779259,0.442517,0.516326,1.36043,-0.311424,1.39708
-0.579419,-0.26614,-0.621378,0.0125756,0.00472252,-0.0761768,-0.211872,0.0311412,-0.331189,-0.470002,-0.311954,-0.397381,-0.223768,-0.0114317,-0.150797,0.398442,1.63817,0.151918,1.38179
-0.500318,-0.404218,-0.618815,-0.0843031,0.0914854,0.0620712,-0.0591651,-0.0924536,-0.313295,-0.586845,-0.21062,-0.421598,-0.319119,-0.446401,0.441267,0.563395,0.714778,-0.217423,2.4577
-0.655822,-0.366174,-0.269443,0.10006,0.109245,-0.177,-0.0484546,0.122499,-0.0457837,-0.419598,-0.0306004,-0.398626,0.0962077,-0.516686,0.0780008,0.476102,1.0565,-0.426654,1.34898
-0.135085,-0.156833,-0.688312,-0.0400159,0.341779,-0.109644,-0.106206,0.00768933,-0.257961,-0.196425,-0.20469,-0.538879,0.35313,-0.376673,0.181561,0.38547,0.701586,-1.0178,1.84826
-0.499196,-0.0708376,-0.290271,0.0731667,0.162178,0.283993,-0.213164,-0.334431,-0.397411,-0.486966,-0.37272,-0.294098,0.0903655,0.0898483,0.182648,-0.0543293,1.0207,-0.518275,1.64251
-0.434255,-0.673235,-0.801967,0.0937521,-0.119788,-0.0942082,-0.202488,0.227793,-0.131579,-0.85516,-0.0527755,-0.590527,-0.0290744,-0.219281,0.409873,0.568101,1.40332,0.218313,1.28272
-0.681003,-0.481218,-0.688533,-0.062737,-0.0684688,-0.101399,0.208377,0.00505415,-0.489115,-0.788546,0.1563,-0.478327,0.323998,-0.472975,0.313411,0.253638,0.724952,0.224466,2.18255
-0.546121,-0.363877,-0.555643,-0.0210677,-0.0377543,0.129146,0.0364306,-0.182758,-0.487039,-0.798514,-0.106176,0.0251078,-0.195745,0.276831,0.291993,0.11764,1.10141,0.472016,0.806848
-0.617978,-0.104637,-0.690981,-0.106115,0.135981,0.135225,-0.300298,-0.167425,-0.564862,-0.482373,-0.264257,-0.311554,-0.0349216,-0.187855,0.249033,0.204704,0.707351,-0.109348,2.53056
-0.588653,-0.357803,-0.494242,-0.212928,-0.0314579,0.0779347,-0.00386085,-0.22851,-0.546083,-0.829968,-0.12264,-0.451728,-0.107657,-0.159215,0.389814,0.18172,1.51061,-0.126612,2.19114
-0.669915,-0.374198,-0.468909,-0.281215,0.370148,-0.197072,0.082943,0.155696,-0.511366,-0.58796,-0.074809,-0.393664,0.0256315,-0.190007,0.191872,0.234114,1.08096,0.0226602,1.58788
-0.67961,-0.320013,-0.576609,-0.176053,0.106072,-0.140634,-0.176387,-0.0932357,-0.277506,-0.448331,-0.243113,-0.222878,0.023124,-0.072183,-0.0246009,0.379218,0.970331,-0.566019,2.516
-0.0302805,-0.428922,-0.286139,0.334348,0.206066,0.284687,-0.0755622,0.0108721,-0.117174,-0.225917,-0.246407,-0.515005,-0.140389,-0.459554,0.214347,0.206975,0.312641,-0.0594461,1.04836
-0.422188,-0.407958,-0.171954,0.236273,0.0822576,0.347608,0.0545484,-0.031713,-0.552155,-0.209617,-0.160124,-0.18995,-0.327337,-0.279569,-0.0317723,0.122785,0.751384,-0.180075,1.40799
-0.681019,-0.402172,-0.737698,-0.206949,0.0358337,-0.259902,-0.228585,-0.349809,-0.0627792,-0.526919,-0.382258,-0.0983374,0.0770478,0.218099,0.88689,0.314656,0.889462,-0.347521,1.86339
-0.569788,-0.524973,-0.537959,-0.166238,0.0192755,-0.0893575,0.0758163,-0.2461,-0.306459,-0.284017,-0.478475,-0.482477,0.0706504,-0.159295,0.0824264,0.408308,1.12238,-0.202435,2.26505
-0.784875,-0.376518,-0.819082,-0.162521,0.0627841,-0.105531,-0.192409,-0.285085,-0.274451,-0.886466,-0.14445,-0.566979,-0.158231,-0.142221,0.359792,0.155796,1.40339,0.0149943,2.96126
-0.486132,-0.136656,-0.620401,-0.0177913,0.270075,-0.0741826,0.0974989,0.00987782,-0.211889,-0.374654,-0.269723,-0.405563,-0.394478,0.0399669,0.306912,-0.176278,1.02642,-0.21715,1.63866
-0.486562,-0.089269,-0.77028,-0.219779,0.0222495,-0.272973,-0.297389,0.0190173,-0.446094,-0.448251,0.00509685,-0.265594,-0.551333,0.0821885,0.123565,0.41312,1.01315,-0.499581,2.64544
-0.586001,-0.193782,-0.69948,-0.414659,-0.018245,0.119329,0.0796381,0.00111047,-0.808709,-0.289721,-0.140028,-0.196703,-0.121994,0.0067715,0.191243,0.164216,1.23565,-0.277439,1.98435
-0.527016,0.00914895,-0.481179,0.084351,0.172206,-0.0419027,0.0972524,0.219098,-0.38304,-0.497928,-0.231655,-0.52777,-0.176542,-0.274592,-0.0579525,0.133809,1.28689,0.320767,0.935572
-0.88498,-0.516419,-0.940632,-0.386873,0.0245543,-0.0387925,-0.128747,-0.148852,-0.273532,-0.338422,-0.129569,-0.144853,-0.00866974,-0.0755709,0.179681,0.23763,1.13194,-0.13575,2.63411
-0.603922,-0.406813,-0.760073,-0.0647278,0.124638,-0.0998183,-0.157964,-0.153118,-0.593105,-0.232285,-0.430727,-0.588706,0.136386,-0.253063,-0.039205,-0.370719,1.40986,0.532871,2.5433
-0.731274,-0.288539,-0.929906,-0.0302357,-0.132165,-0.21931,-0.244294,-0.148235,-0.388674,-0.289364,0.177254,-0.514908,-0.0122635,-0.301694,0.143993,0.521351,1.24932,0.389172,1.71749
-0.736022,-0.518623,-0.862539,-0.261229,0.180651,-0.390479,-0.105592,-0.0996023,-0.0262253,-0.754088,-0.459761,-0.42518,0.00555141,-0.0114048,0.198882,0.334209,1.53377,0.413427,1.98454
-0.700045,-0.604483,-0.840243,-0.518511,-0.154095,-0.203338,-0.161953,-0.35491,-0.418015,-0.456194,-0.0520304,-0.431234,0.165626,-0.347984,0.659632,0.308324,1.2768,0.218127,2.64376
-0.272101,-0.334428,-0.607504,-0.119989,-0.00209229,0.0678596,-0.284659,0.0615526,-0.596797,-0.338869,0.146698,-0.167682,-0.143434,0.0420492,0.161184,0.246402,0.835406,0.388048,0.988743
-0.480684,-0.425684,-0.494181,-0.2169,0.209895,-0.0581969,0.131192,-0.152755,-0.212822,-0.780003,-0.41096,-0.10464,0.233392,-0.229021,-0.124521,-0.227012,1.57554,-0.0394187,1.81108
-0.708856,-0.387869,-0.414786,0.106892,0.372144,-0.215216,0.0722735,-0.0504219,-0.303344,-0.345788,-0.0599065,0.00303676,-0.239806,0.0356585,-0.222752,0.312586,1.2026,-0.271675,1.13052
-0.296002,-0.418908,-0.502629,-0.0802355,0.231647,-0.0843277,-0.141884,-0.103751,-0.588328,-0.0345599,-0.272306,-0.41617,-0.0375262,-0.312882,0.0730768,-0.0894786,0.869223,0.515451,1.74708
-0.819612,-0.719343,-0.467547,-0.176829,-0.0553402,-0.105083,-0.199597,-0.499099,-0.104683,-0.683543,-0.521251,-0.301872,-0.0494604,-0.318172,0.259371,-0.00335073,1.38041,0.0705141,3.29718
-0.315604,-0.669985,-0.612464,-0.0152067,0.225787,-0.156318,-0.153182,-0.19324,-0.528683,-0.627716,0.0736561,-0.46266,-0.0974883,0.0864532,0.0622925,-0.306918,0.963578,0.587279,2.07325
-0.453487,-0.28722,-0.574501,-0.0673103,0.125224,0.0700463,-0.210559,0.154772,-0.36877,-0.547705,-0.305679,-0.28423,-0.133123,0.0616807,0.189448,0.644778,0.945874,-0.330569,1.41393
-0.350016,-0.468503,-0.475275,0.0435401,0.043753,-0.0278456,-0.0164131,-0.0918388,-0.249839,-0.581788,-0.493025,-0.517821,0.0546396,-0.0194673,0.145363,0.289046,0.68214,0.554699,1.48203
-0.639148,-0.450155,-0.581383,-0.336038,0.0662944,-0.0376098,-0.162377,-0.39681,-0.266117,-0.336187,-0.139547,-0.636293,-0.492256,-0.390878,0.58036,0.0970138,0.666178,0.529823,2.97641
-0.261015,-0.526817,-0.368543,-0.118776,0.240407,0.148186,-0.24175,0.0569245,-0.310218,-0.495802,-0.22016,-0.594648,-0.0766065,-0.540663,0.521305,0.0699442,1.26388,-0.2636,1.72694
-0.623368,-0.274239,-0.645886,-0.0568596,0.0360744,0.300092,-0.00825578,-0.128427,-0.440793,-0.465987,-0.274909,-0.662858,-0.147864,-0.227786,0.0291251,-0.014678,1.22913,-0.0700988,2.44854
-0.331373,-0.279783,-0.69092,-0.156192,0.156075,0.0723614,-0.315979,0.0529117,-0.221065,-0.54668,-0.27264,-0.106421,0.359851,-0.432191,0.178714,0.190415,1.2817,-0.497533,1.5302
-0.329008,-0.46982,-0.824619,-0.139181,0.133723,-0.0205626,-0.165213,-0.0091192,-0.294032,-0.606411,0.168621,-0.456291,-0.313451,-0.17,0.398841,0.0418821,1.12621,-0.0533939,1.96809
-0.372058,-0.60549,-0.886263,-0.197892,0.212309,-0.129798,-0.172546,-0.0560831,-0.42434,-0.933992,-0.147644,-0.423074,-0.156497,-0.275802,0.631915,0.0999772,1.06999,0.303633,2.48998
-0.279963,-0.481257,-0.391315,0.0443032,-0.0380988,0.113756,0.170247,-0.065444,-0.00336102,-0.541994,0.18436,-0.40578,0.0674618,0.0150228,0.293972,-0.362254,0.802938,-0.344242,1.25496
-0.578638,-0.717735,-0.578701,-0.0467269,0.0804161,0.0169513,-0.321963,-0.210641,-0.191176,-0.255426,-0.161266,-0.175731,0.268479,-0.350755,0.132917,0.0455293,1.13065,-0.122003,1.988
-0.669502,-0.42234,-0.393314,-0.0243212,0.220904,0.0916465,-0.23173,-0.139499,0.0918289,-0.533039,-0.396158,-0.15975,-0.0364214,-0.213433,0.32068,0.211693,1.24667,-0.0443037,1.04125
-0.153906,-0.277803,-0.686315,-0.170546,-0.0511927,-0.0299336,0.140852,0.0754938,-0.225584,-0.572676,-0.0751601,-0.439671,-0.48302,-0.379821,0.253799,-0.135089,1.16184,-0.0683945,2.14442
-0.334053,-0.386253,-0.37485,0.121721,0.0270999,0.123562,0.0792733,-0.156935,0.138175,-0.848483,-0.231227,-0.764961,-0.108201,-0.236046,-0.347043,0.249925,1.1421,0.139724,1.80072
-0.562206,-0.572165,-0.82971,-0.0833581,-0.260182,-0.254301,0.11362,-0.0161132,-0.299837,-0.503354,-0.160033,-0.291234,-0.0772223,0.0644528,0.292887,-0.177787,1.159,0.190066,2.25286
-0.54153,-0.533453,-0.426119,-0.0612625,0.255151,0.323624,-0.0107847,-0.0340904,-0.163354,-0.367756,-0.391691,-0.743881,-0.260295,-0.0643714,0.0582671,0.390603,0.278608,-0.104473,2.41426
-0.713384,-0.148218,-0.663261,-0.375814,-0.199155,-0.157619,-0.198292,-0.0230259,-0.298929,-0.325984,-0.0785609,-0.188309,-0.136347,-0.0238711,-0.0619539,0.286669,1.34039,-0.129647,2.11117
-0.442794,-0.339275,-0.365046,-0.000822337,0.132088,0.120393,0.253434,-0.119149,-0.207727,-0.647796,-0.170557,-0.448793,-0.0994988,-0.240685,0.0965565,-0.155685,1.16446,-0.21063,1.67437
-0.478927,-0.571258,-0.842241,-0.0133766,-0.0273361,-0.223629,-0.13481,0.0324538,-0.590541,-0.561268,-0.0561764,-0.37034,0.0232389,-0.0973228,0.0311246,0.144133,0.920512,0.220604,2.5897
-0.644834,-0.152668,-0.753212,-0.0335333,0.301634,0.260743,0.0374539,0.0660762,-0.153164,-0.768863,-0.215852,-0.206451,0.109095,-0.148602,0.235524,0.154339,0.541247,-0.128955,1.49066
-0.613878,-0.638245,-0.641092,-0.342074,0.0609542,0.170149,-0.033963,-0.379277,-0.393708,-0.509775,0.0467062,-0.362005,0.00486768,-0.0826985,0.257773,0.641324,1.21003,-0.278223,1.88502
-0.300055,-0.626477,-0.268834,-0.150644,-0.00857573,-0.169336,0.128815,0.0571665,0.095961,-0.499545,-0.0198327,-0.527448,-0.0478554,-0.175742,0.375509,0.446101,1.1243,-0.121468,0.69692
-0.312156,-0.401155,-0.595528,-0.102811,-0.0546585,-0.0103987,0.0555135,0.137045,-0.14701,-0.405422,-4.63402e-005,-0.228396,0.0763434,-0.457698,0.223906,0.236015,0.847737,-0.186636,1.29767
-0.814498,-0.621614,-0.581972,-0.197703,-0.0144104,0.170726,-0.0597624,-0.14408,-0.208466,-0.779226,-0.0864391,-0.393121,-0.0338678,-0.0170865,0.00164844,0.555056,1.25589,0.20634,1.64996
-0.606899,-0.557964,-0.373972,-0.06883,-0.172771,-0.262653,-0.123997,-0.350112,-0.0669769,-0.619403,-0.188974,-0.42532,-0.0667206,-0.309047,0.39101,0.179968,1.61629,0.00231406,2.00217
-0.393197,-0.348,-0.437643,-0.233438,-0.164909,0.0863178,-0.128238,0.0297459,-0.49962,-0.467871,-0.263869,-0.772992,0.0530136,-0.106581,0.178124,-0.530513,1.46567,0.0200286,2.53609
-0.26853,-0.461399,-0.597291,0.0637956,0.120507,0.120138,-0.13856,-0.0590634,-0.106019,-0.707481,0.174427,-0.833206,-0.0642584,-0.584299,-0.033924,0.142078,1.08161,-0.254576,2.34654
-0.441652,-0.513735,-0.905073,-0.0910915,-0.0506839,0.0220322,-0.390565,-0.180752,-0.468337,-0.49991,-0.117916,-0.585574,0.0422138,0.0568412,0.0635921,0.897949,1.55841,-0.102525,1.69048
0.00176576,-0.338671,-0.265899,0.00835893,0.451314,0.170053,-0.0324669,0.00141663,-0.48516,-0.44694,-0.236492,-0.136021,-0.02637,-0.607618,-0.223345,-0.126704,0.72281,0.0106764,1.48638
-0.648424,-0.502877,-0.654964,-0.382198,0.0267648,-0.182429,-0.203131,-0.167392,-0.114188,-0.714062,-0.383486,-0.331759,0.0251296,-0.0980454,0.0530851,0.363363,0.829075,-0.401079,3.45579
-0.561418,-0.60308,-0.882121,-0.0490465,-0.139185,0.069079,-0.150156,-0.115616,-0.531521,-0.735296,-0.261323,-0.430133,0.172657,-0.0282309,0.431833,0.177069,1.61278,-0.305791,2.32062
-0.651041,-0.60557,-0.542425,-0.166322,-0.105443,-0.228649,0.0485177,-0.0776766,-0.19045,-0.556992,-0.0379969,-0.118023,0.0210485,0.0658186,-0.336185,0.0392099,1.90525,0.344981,1.12003
