ft1_gear1_1996,ft1_gear1_1997,ft1_gear1_1998,ft1_gear1_1999,ft1_gear1_2000,ft1_gear1_2001,ft1_gear1_2002,ft1_gear1_2003,ft1_gear1_2004,ft1_gear1_2005,ft1_gear1_2006,ft1_gear1_2007,ft1_gear1_2008,ft1_gear1_2009,ft1_gear1_2010,ft1_gear1_2011,ft1_gear1_2012,ft1_gear1_2013,ft1_gear1_2014,ft1_gear2_1996,ft1_gear2_1997,ft1_gear2_1998,ft1_gear2_1999,ft1_gear2_2000,ft1_gear2_2001,ft1_gear2_2002,ft1_gear2_2003,ft1_gear2_2004,ft1_gear2_2005,ft1_gear2_2006,ft1_gear2_2007,ft1_gear2_2008,ft1_gear2_2009,ft1_gear2_2010,ft1_gear2_2011,ft1_gear2_2012,ft1_gear2_2013,ft1_gear2_2014,ft1_gear3_1996,ft1_gear3_1997,ft1_gear3_1998,ft1_gear3_1999,ft1_gear3_2000,ft1_gear3_2001,ft1_gear3_2002,ft1_gear3_2003,ft1_gear3_2004,ft1_gear3_2005,ft1_gear3_2006,ft1_gear3_2007,ft1_gear3_2008,ft1_gear3_2009,ft1_gear3_2010,ft1_gear3_2011,ft1_gear3_2012,ft1_gear3_2013,ft1_gear3_2014,ft1_gear4_1996,ft1_gear4_1997,ft1_gear4_1998,ft1_gear4_1999,ft1_gear4_2000,ft1_gear4_2001,ft1_gear4_2002,ft1_gear4_2003,ft1_gear4_2004,ft1_gear4_2005,ft1_gear4_2006,ft1_gear4_2007,ft1_gear4_2008,ft1_gear4_2009,ft1_gear4_2010,ft1_gear4_2011,ft1_gear4_2012,ft1_gear4_2013,ft1_gear4_2014,ft1_gear5_1996,ft1_gear5_1997,ft1_gear5_1998,ft1_gear5_1999,ft1_gear5_2000,ft1_gear5_2001,ft1_gear5_2002,ft1_gear5_2003,ft1_gear5_2004,ft1_gear5_2005,ft1_gear5_2006,ft1_gear5_2007,ft1_gear5_2008,ft1_gear5_2009,ft1_gear5_2010,ft1_gear5_2011,ft1_gear5_2012,ft1_gear5_2013,ft1_gear5_2014
0.0547784,0.0363522,0.0399806,0.0451125,0.0449689,0.0705884,0.0541823,0.0427524,0.0570901,0.129539,0.0355589,0.0316243,0.0241214,0.013207,0.00851758,0.024197,0.0302041,0.0360801,0.053788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107681,0.0711441,0.0895795,0.0902357,0.104873,0.162326,0.123876,0.107414,0.135001,0.352632,0.117299,0.0938128,0.0768163,0.0469805,0.0255454,0.0773637,0.0913258,0.131409,0.17857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.116766,0.0824913,0.0878446,0.100937,0.115603,0.172464,0.130738,0.125206,0.161719,0.416178,0.135321,0.125061,0.0940672,0.0533535,0.0320966,0.0831797,0.108894,0.144471,0.203152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.102224,0.0628594,0.0654219,0.0708132,0.0840834,0.129039,0.0889468,0.0901088,0.124979,0.293995,0.104592,0.0844045,0.065055,0.0361179,0.0196431,0.0629596,0.0653391,0.0931952,0.130071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0926876,0.0604932,0.0563797,0.0761979,0.0875484,0.129733,0.103133,0.112083,0.146012,0.331174,0.106827,0.0878656,0.0813017,0.0444476,0.0248974,0.0719196,0.0792945,0.110579,0.139371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.117299,0.075006,0.075978,0.10018,0.0997941,0.154169,0.104165,0.101852,0.124461,0.314671,0.0898478,0.0727299,0.0567112,0.0343502,0.0177067,0.0517759,0.057783,0.0843002,0.102249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0867293,0.0617042,0.0673868,0.0776004,0.0875254,0.133389,0.0934142,0.0996885,0.114684,0.285614,0.0986083,0.074649,0.0638909,0.0343226,0.0196699,0.0595291,0.0659474,0.0848795,0.116535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0438733,0.0253471,0.0280082,0.0359777,0.0383062,0.0615051,0.0413445,0.0403234,0.0475106,0.109205,0.0335102,0.028443,0.0225393,0.0136752,0.00794708,0.0230792,0.0244677,0.0364866,0.0489243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146493,0.0974463,0.107412,0.115391,0.129455,0.192435,0.12724,0.137451,0.180445,0.41232,0.134103,0.137169,0.0903911,0.0583978,0.0335939,0.0918074,0.103344,0.140635,0.191292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148416,0.102715,0.0974409,0.111345,0.113575,0.18501,0.117108,0.112813,0.147461,0.313867,0.101976,0.0779812,0.0621536,0.0366283,0.0210698,0.0607684,0.0752321,0.0896068,0.124804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.129122,0.0861492,0.0952527,0.0990084,0.117754,0.172774,0.139006,0.115329,0.138803,0.293334,0.0986987,0.0833952,0.0683953,0.0407098,0.0220646,0.0647209,0.0698426,0.101861,0.136989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.140982,0.0953977,0.101082,0.115059,0.118285,0.195845,0.133289,0.130252,0.159939,0.409053,0.122053,0.105385,0.0760743,0.0487809,0.0279436,0.090552,0.090762,0.133942,0.190118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0989065,0.0646601,0.0763914,0.0919769,0.0943685,0.150404,0.0959042,0.106388,0.135734,0.367613,0.125916,0.105206,0.0818441,0.0472702,0.0271584,0.0856689,0.0881993,0.129672,0.171048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.102057,0.0765101,0.0771226,0.0873957,0.0916161,0.12599,0.101375,0.102187,0.117192,0.276009,0.0820689,0.0779659,0.0579891,0.0327997,0.0197288,0.0588806,0.061282,0.0786899,0.120417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.177219,0.119133,0.128028,0.152288,0.138728,0.21364,0.150953,0.142811,0.16075,0.4302,0.14321,0.124115,0.102856,0.0580605,0.0295909,0.0895505,0.098587,0.13567,0.181614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.165925,0.118027,0.121438,0.140043,0.13808,0.199259,0.152056,0.158125,0.195634,0.459089,0.169093,0.126211,0.101457,0.0602951,0.0353262,0.098926,0.112403,0.165528,0.230345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1101,0.0713578,0.0716905,0.0874442,0.090408,0.144909,0.105191,0.100297,0.126151,0.289145,0.0925022,0.0789001,0.0580652,0.03295,0.0180446,0.0554639,0.0602428,0.0861537,0.114482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126093,0.0804511,0.0919407,0.0982326,0.110203,0.182028,0.108061,0.118127,0.141418,0.309536,0.100413,0.0885326,0.0609493,0.033935,0.0204448,0.0574814,0.0667884,0.0873742,0.119584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.109512,0.0747825,0.0759448,0.0836421,0.0791999,0.134899,0.0993655,0.0972731,0.131186,0.355602,0.108339,0.0957077,0.0690871,0.0418771,0.0262695,0.0673828,0.0857814,0.0997602,0.140677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.079632,0.0471039,0.0517906,0.0599908,0.0660915,0.100383,0.0632334,0.0619944,0.0777529,0.180069,0.0579387,0.0501819,0.0394715,0.0225674,0.0132032,0.0391472,0.0428271,0.0586683,0.0797438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107517,0.0615043,0.0733562,0.0766806,0.0814537,0.133322,0.0937692,0.0903999,0.12096,0.296773,0.0875582,0.0756211,0.0594443,0.0345767,0.0189937,0.0557741,0.0611355,0.087934,0.123476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0969531,0.0614048,0.0661584,0.0751676,0.0804309,0.122022,0.090877,0.0918529,0.103946,0.268062,0.0882555,0.0973895,0.0722885,0.0389461,0.0244277,0.0665098,0.0732091,0.110456,0.150773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148826,0.100089,0.118038,0.119551,0.151302,0.201157,0.14724,0.132538,0.162143,0.410121,0.138401,0.116211,0.0920369,0.0497116,0.0249547,0.0727164,0.0866791,0.119108,0.161176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.146414,0.0887792,0.101203,0.104468,0.110409,0.172717,0.116855,0.110824,0.141586,0.352834,0.0983813,0.0983583,0.080963,0.0450603,0.0257481,0.0698685,0.0820085,0.120902,0.152216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.159711,0.113621,0.118492,0.138306,0.13711,0.23126,0.159098,0.165667,0.188788,0.482204,0.158571,0.141021,0.127102,0.0677491,0.0428317,0.114912,0.138176,0.191592,0.266492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.176157,0.118804,0.114411,0.117799,0.120742,0.190391,0.1311,0.118139,0.147102,0.353943,0.110482,0.0992981,0.0770587,0.0463599,0.0226261,0.0691734,0.062489,0.0907028,0.112247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0751565,0.0501402,0.049707,0.0579844,0.0684375,0.1109,0.0699576,0.0749274,0.104808,0.243535,0.0788947,0.0639466,0.0496426,0.0338667,0.016722,0.0504061,0.061998,0.0974066,0.107965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0885544,0.0582289,0.0606432,0.0691412,0.0727149,0.123396,0.0930376,0.0846018,0.106586,0.255589,0.0864432,0.0811486,0.0646372,0.0359214,0.0199346,0.0673721,0.075285,0.0972277,0.126899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0655959,0.0443601,0.0466344,0.0609581,0.0667593,0.11314,0.0740226,0.0711636,0.0872961,0.180897,0.0564701,0.0506591,0.0369477,0.0217638,0.0122806,0.0423584,0.0451258,0.0629445,0.0794575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108864,0.0749451,0.074717,0.09006,0.0986925,0.137037,0.0972273,0.0938204,0.104157,0.243464,0.0696092,0.061336,0.0422208,0.0259218,0.0142311,0.0416718,0.0465724,0.0608573,0.0753341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.106034,0.0649907,0.0807318,0.0869173,0.0942069,0.150637,0.108026,0.106464,0.147967,0.313211,0.113658,0.0940914,0.0668203,0.0412628,0.0225012,0.0629151,0.0745874,0.106308,0.146834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0735138,0.0464076,0.0512945,0.0598741,0.065706,0.10986,0.0822111,0.0917616,0.113372,0.276026,0.0830086,0.0727194,0.0595825,0.0292853,0.017356,0.0512178,0.0613573,0.0879508,0.125985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.101088,0.0601213,0.0629016,0.0676272,0.075326,0.12448,0.08539,0.082429,0.0883215,0.21036,0.0632019,0.0560205,0.0395721,0.0245144,0.0144893,0.0438019,0.0464719,0.0733307,0.0922977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.140397,0.0905085,0.104703,0.122675,0.126317,0.20474,0.139736,0.135271,0.184165,0.434662,0.155016,0.127495,0.0907029,0.0515752,0.0317107,0.0915504,0.103914,0.139431,0.204717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.121845,0.0775498,0.0889465,0.104843,0.102069,0.164508,0.124639,0.104837,0.146344,0.358658,0.114942,0.103753,0.081344,0.0534118,0.0255225,0.0824812,0.0859195,0.117734,0.191486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118898,0.0764122,0.0869138,0.0962536,0.0986478,0.166375,0.0988966,0.0959082,0.13166,0.339313,0.0883207,0.0764199,0.0521876,0.0312114,0.0161396,0.0479303,0.0564363,0.0762814,0.092897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.089297,0.0562852,0.0591865,0.0814475,0.0786126,0.126805,0.0854344,0.0868472,0.101509,0.230916,0.0692922,0.0604456,0.0470572,0.0262666,0.0139405,0.0433506,0.0503851,0.0777134,0.0985106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157065,0.101443,0.119492,0.123098,0.126093,0.200106,0.125594,0.113736,0.149537,0.355956,0.120895,0.10748,0.0822934,0.0427004,0.0214353,0.0681991,0.0714733,0.0998159,0.13412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142896,0.104276,0.104577,0.114203,0.133937,0.201287,0.14344,0.143378,0.19764,0.527696,0.184301,0.150602,0.114861,0.0653538,0.0359908,0.107259,0.121269,0.209211,0.268313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0584554,0.0375025,0.04564,0.052587,0.0557206,0.0896651,0.0665946,0.066565,0.082897,0.215273,0.0654508,0.0580066,0.0448887,0.030601,0.014297,0.0462952,0.0547123,0.0771098,0.105184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.116679,0.0717395,0.0820992,0.0886421,0.0983634,0.141277,0.102722,0.109635,0.12436,0.319517,0.101925,0.0967843,0.078315,0.038832,0.0252158,0.070069,0.0819376,0.115313,0.153817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.187285,0.113439,0.115818,0.138452,0.134902,0.223869,0.167228,0.14717,0.200297,0.500593,0.168084,0.153397,0.114658,0.0698872,0.0368148,0.106372,0.120763,0.165853,0.221342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125898,0.0925822,0.0979974,0.124595,0.127487,0.203317,0.153716,0.149745,0.211078,0.549491,0.191083,0.174538,0.124752,0.0767449,0.0372558,0.119412,0.130447,0.199662,0.296874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0817105,0.0556189,0.0648729,0.082583,0.0821241,0.131684,0.079919,0.0884933,0.111303,0.239129,0.0833433,0.0718484,0.0470348,0.0317127,0.0146212,0.048072,0.0489789,0.0708662,0.10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.122411,0.0749593,0.0792823,0.0879092,0.101038,0.151737,0.105164,0.107693,0.149789,0.324322,0.117115,0.0974053,0.0705031,0.0399102,0.0227704,0.0701567,0.0735068,0.108518,0.130034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.121391,0.0804335,0.0849311,0.0998891,0.115058,0.179016,0.14021,0.124805,0.165118,0.431425,0.145495,0.138668,0.101775,0.0550713,0.0323653,0.0881489,0.102696,0.171018,0.217046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.140933,0.096907,0.0885092,0.106015,0.113105,0.164706,0.128358,0.109528,0.152983,0.343722,0.112514,0.0982988,0.0776043,0.0488823,0.0251316,0.0730244,0.0795761,0.120744,0.161033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0877157,0.0608959,0.0639486,0.071678,0.0745465,0.140517,0.098643,0.0914948,0.114344,0.239245,0.0840043,0.0623978,0.0466946,0.0269539,0.0173798,0.0491423,0.0525578,0.0775709,0.0926206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.091698,0.0611775,0.0729735,0.0792646,0.0962598,0.139261,0.108144,0.100216,0.131362,0.309481,0.108835,0.0801287,0.0632094,0.0338273,0.0206021,0.0596637,0.0655458,0.0872636,0.115694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0925954,0.0694732,0.0733788,0.0837622,0.0906902,0.137249,0.105024,0.0947003,0.120113,0.269689,0.080236,0.0680114,0.0524667,0.0282325,0.0178489,0.0480051,0.0581755,0.0751465,0.109149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
