ft1_gear1_1996,ft1_gear1_1997,ft1_gear1_1998,ft1_gear1_1999,ft1_gear1_2000,ft1_gear1_2001,ft1_gear1_2002,ft1_gear1_2003,ft1_gear1_2004,ft1_gear1_2005,ft1_gear1_2006,ft1_gear1_2007,ft1_gear1_2008,ft1_gear1_2009,ft1_gear1_2010,ft1_gear1_2011,ft1_gear1_2012,ft1_gear1_2013,ft1_gear1_2014,ft1_gear2_1996,ft1_gear2_1997,ft1_gear2_1998,ft1_gear2_1999,ft1_gear2_2000,ft1_gear2_2001,ft1_gear2_2002,ft1_gear2_2003,ft1_gear2_2004,ft1_gear2_2005,ft1_gear2_2006,ft1_gear2_2007,ft1_gear2_2008,ft1_gear2_2009,ft1_gear2_2010,ft1_gear2_2011,ft1_gear2_2012,ft1_gear2_2013,ft1_gear2_2014,ft1_gear3_1996,ft1_gear3_1997,ft1_gear3_1998,ft1_gear3_1999,ft1_gear3_2000,ft1_gear3_2001,ft1_gear3_2002,ft1_gear3_2003,ft1_gear3_2004,ft1_gear3_2005,ft1_gear3_2006,ft1_gear3_2007,ft1_gear3_2008,ft1_gear3_2009,ft1_gear3_2010,ft1_gear3_2011,ft1_gear3_2012,ft1_gear3_2013,ft1_gear3_2014,ft1_gear4_1996,ft1_gear4_1997,ft1_gear4_1998,ft1_gear4_1999,ft1_gear4_2000,ft1_gear4_2001,ft1_gear4_2002,ft1_gear4_2003,ft1_gear4_2004,ft1_gear4_2005,ft1_gear4_2006,ft1_gear4_2007,ft1_gear4_2008,ft1_gear4_2009,ft1_gear4_2010,ft1_gear4_2011,ft1_gear4_2012,ft1_gear4_2013,ft1_gear4_2014,ft1_gear5_1996,ft1_gear5_1997,ft1_gear5_1998,ft1_gear5_1999,ft1_gear5_2000,ft1_gear5_2001,ft1_gear5_2002,ft1_gear5_2003,ft1_gear5_2004,ft1_gear5_2005,ft1_gear5_2006,ft1_gear5_2007,ft1_gear5_2008,ft1_gear5_2009,ft1_gear5_2010,ft1_gear5_2011,ft1_gear5_2012,ft1_gear5_2013,ft1_gear5_2014
0.0985674,0.0667993,0.0723808,0.0806857,0.0825287,0.140124,0.094455,0.0866633,0.114921,0.233855,0.0774741,0.0663649,0.0497518,0.0311589,0.0168936,0.0473997,0.0526099,0.077158,0.0902332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.127604,0.0835889,0.0904309,0.111056,0.112234,0.171977,0.125982,0.128419,0.134079,0.334848,0.109882,0.0905146,0.07113,0.0428931,0.0230988,0.0626456,0.0771441,0.114777,0.144284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.121432,0.089716,0.0992981,0.10871,0.126617,0.169954,0.113465,0.106145,0.126582,0.327189,0.109891,0.0976348,0.0765017,0.0413039,0.0219992,0.0598731,0.0658509,0.0921738,0.120846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157527,0.0994943,0.105044,0.112359,0.12422,0.204332,0.134713,0.143209,0.161841,0.365964,0.121871,0.113079,0.0869701,0.0454527,0.0250758,0.0725647,0.0777868,0.115057,0.142932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.170661,0.102372,0.12289,0.132722,0.135026,0.228244,0.145213,0.134104,0.154147,0.41828,0.145279,0.121933,0.0784041,0.0448724,0.0236861,0.0724868,0.0869168,0.112949,0.135035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.171524,0.119752,0.133702,0.150062,0.151828,0.226682,0.176462,0.155335,0.214465,0.504384,0.173068,0.159007,0.104637,0.0686327,0.0367907,0.105796,0.128015,0.177636,0.222811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.174322,0.121146,0.12317,0.135039,0.150802,0.202774,0.143951,0.131169,0.163038,0.411873,0.141779,0.107707,0.0817661,0.0471064,0.0231493,0.0717175,0.0871993,0.120967,0.144786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.128292,0.0915772,0.0938384,0.126138,0.12278,0.206578,0.133889,0.127914,0.152332,0.391595,0.130986,0.114142,0.0849835,0.0462338,0.0244966,0.0715484,0.0845971,0.119585,0.162139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.113517,0.0769705,0.0859739,0.0878936,0.099731,0.156208,0.107979,0.0983918,0.13883,0.362896,0.120934,0.0954725,0.0749991,0.0405739,0.0238702,0.0675346,0.0813466,0.113279,0.150032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.130694,0.0727599,0.0805929,0.0845772,0.0979246,0.155972,0.0982935,0.0981449,0.138577,0.312957,0.10806,0.0963406,0.0730336,0.0402104,0.0217455,0.0655372,0.0726369,0.102546,0.130221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.179417,0.11547,0.124389,0.125264,0.13543,0.237706,0.164957,0.152826,0.214831,0.556787,0.170315,0.154531,0.125306,0.0618926,0.0393212,0.1007,0.110847,0.15586,0.186842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0825351,0.0523565,0.0555153,0.0596567,0.0718654,0.114832,0.0955341,0.0836934,0.102358,0.230911,0.0732433,0.0578395,0.042924,0.0242866,0.0164384,0.045908,0.0565598,0.0704489,0.0965738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.121069,0.0852251,0.0999777,0.102996,0.11494,0.189009,0.113037,0.116426,0.145728,0.441823,0.130573,0.114592,0.0813683,0.0494884,0.0293134,0.0808723,0.088242,0.132163,0.180781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0871496,0.0670854,0.0703829,0.0779129,0.0852282,0.133671,0.0980446,0.0893211,0.113136,0.292135,0.0887943,0.072168,0.0542674,0.0312911,0.0185313,0.0587192,0.0635335,0.0969052,0.129586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118993,0.0807009,0.0790411,0.10333,0.113805,0.162716,0.118771,0.105198,0.131544,0.324046,0.0955447,0.081565,0.0623797,0.0403342,0.0213931,0.0668965,0.0748211,0.110335,0.128312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0895582,0.0683864,0.0765798,0.0802347,0.0913759,0.141155,0.0993991,0.105762,0.128064,0.27134,0.092536,0.0727406,0.0636415,0.0373172,0.0205218,0.0670822,0.0723531,0.112285,0.136688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118222,0.0713859,0.0795061,0.0886872,0.0982243,0.134521,0.0932861,0.104247,0.122501,0.274571,0.0893716,0.0843926,0.0574371,0.036672,0.0214105,0.0650916,0.0707558,0.109365,0.143383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.128541,0.0825094,0.0906728,0.101739,0.116535,0.164824,0.113459,0.111277,0.147066,0.351066,0.107308,0.101357,0.0844993,0.0449982,0.0253489,0.0723911,0.0734928,0.104096,0.153498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0956239,0.0633284,0.072086,0.0738692,0.0854999,0.130452,0.0934293,0.100115,0.114117,0.264894,0.0887697,0.0756761,0.0602358,0.0347035,0.0184555,0.0605886,0.0651481,0.0978782,0.134534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
