ut1_gear1_1996,ut1_gear1_1997,ut1_gear1_1998,ut1_gear1_1999,ut1_gear1_2000,ut1_gear1_2001,ut1_gear1_2002,ut1_gear1_2003,ut1_gear1_2004,ut1_gear1_2005,ut1_gear1_2006,ut1_gear1_2007,ut1_gear1_2008,ut1_gear1_2009,ut1_gear1_2010,ut1_gear1_2011,ut1_gear1_2012,ut1_gear1_2013,ut1_gear1_2014,ut1_gear2_1996,ut1_gear2_1997,ut1_gear2_1998,ut1_gear2_1999,ut1_gear2_2000,ut1_gear2_2001,ut1_gear2_2002,ut1_gear2_2003,ut1_gear2_2004,ut1_gear2_2005,ut1_gear2_2006,ut1_gear2_2007,ut1_gear2_2008,ut1_gear2_2009,ut1_gear2_2010,ut1_gear2_2011,ut1_gear2_2012,ut1_gear2_2013,ut1_gear2_2014,ut1_gear3_1996,ut1_gear3_1997,ut1_gear3_1998,ut1_gear3_1999,ut1_gear3_2000,ut1_gear3_2001,ut1_gear3_2002,ut1_gear3_2003,ut1_gear3_2004,ut1_gear3_2005,ut1_gear3_2006,ut1_gear3_2007,ut1_gear3_2008,ut1_gear3_2009,ut1_gear3_2010,ut1_gear3_2011,ut1_gear3_2012,ut1_gear3_2013,ut1_gear3_2014,ut1_gear4_1996,ut1_gear4_1997,ut1_gear4_1998,ut1_gear4_1999,ut1_gear4_2000,ut1_gear4_2001,ut1_gear4_2002,ut1_gear4_2003,ut1_gear4_2004,ut1_gear4_2005,ut1_gear4_2006,ut1_gear4_2007,ut1_gear4_2008,ut1_gear4_2009,ut1_gear4_2010,ut1_gear4_2011,ut1_gear4_2012,ut1_gear4_2013,ut1_gear4_2014,ut1_gear5_1996,ut1_gear5_1997,ut1_gear5_1998,ut1_gear5_1999,ut1_gear5_2000,ut1_gear5_2001,ut1_gear5_2002,ut1_gear5_2003,ut1_gear5_2004,ut1_gear5_2005,ut1_gear5_2006,ut1_gear5_2007,ut1_gear5_2008,ut1_gear5_2009,ut1_gear5_2010,ut1_gear5_2011,ut1_gear5_2012,ut1_gear5_2013,ut1_gear5_2014
0.120653,0.0803624,0.0758995,0.079101,0.0956339,0.155176,0.0964597,0.0953754,0.121023,0.238626,0.0928115,0.0778845,0.0589056,0.0350627,0.020287,0.0535151,0.060496,0.0789558,0.101371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.119721,0.0846384,0.0948888,0.119632,0.128515,0.196339,0.128639,0.122956,0.146177,0.316118,0.103215,0.103347,0.0762493,0.0443376,0.0238886,0.0746446,0.0821434,0.10984,0.141255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0568245,0.0391139,0.040542,0.0463707,0.0532005,0.0805814,0.0570929,0.0609356,0.0718985,0.145706,0.0475116,0.0397121,0.0323224,0.0193962,0.0107631,0.0294054,0.0308527,0.0505403,0.067181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0938654,0.0646171,0.0698234,0.0775164,0.079215,0.130749,0.0901313,0.0830142,0.108563,0.208524,0.074549,0.0642106,0.0485344,0.0306785,0.0167517,0.0462939,0.0512499,0.0742564,0.0862819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.119798,0.0801907,0.0864626,0.105111,0.106165,0.158001,0.118369,0.120515,0.125479,0.284553,0.10406,0.086539,0.0686592,0.0419862,0.0228341,0.0607237,0.0742436,0.108435,0.134358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.114349,0.0858093,0.0945272,0.10301,0.118929,0.156297,0.107265,0.100705,0.118898,0.279052,0.104068,0.0930199,0.0736487,0.0404625,0.021759,0.0581159,0.0637295,0.0880534,0.11383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.145747,0.0947049,0.0997149,0.106277,0.116814,0.184808,0.126033,0.133427,0.149424,0.306472,0.114738,0.10692,0.0832955,0.0444352,0.024764,0.0699944,0.0748384,0.108685,0.133187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156893,0.097306,0.115639,0.124292,0.126307,0.20407,0.135162,0.1255,0.142854,0.341822,0.135219,0.114793,0.0754093,0.0438806,0.0234078,0.069922,0.0832467,0.106804,0.126315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15762,0.112859,0.125149,0.139346,0.140864,0.202826,0.161769,0.143872,0.193027,0.396122,0.15892,0.147009,0.0993483,0.0663305,0.0361221,0.100392,0.12016,0.162753,0.199734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.159973,0.114096,0.115886,0.126318,0.139982,0.183537,0.13407,0.12293,0.150441,0.337592,0.132187,0.102109,0.0785125,0.0460142,0.0228834,0.0692062,0.0835056,0.113936,0.134793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.120404,0.0875091,0.0895701,0.118507,0.115542,0.186637,0.125313,0.120071,0.141297,0.324022,0.12277,0.107868,0.0814726,0.0451813,0.024199,0.0690488,0.0811176,0.112711,0.149677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107311,0.0740828,0.0823818,0.0841417,0.0949192,0.144619,0.102353,0.0937062,0.129624,0.304341,0.113908,0.0910566,0.0722556,0.0397618,0.0235876,0.0653046,0.0781259,0.107099,0.13932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.122514,0.070176,0.0774308,0.0810993,0.0932827,0.144417,0.0936172,0.0934825,0.129404,0.268718,0.102426,0.0918453,0.0704304,0.0394126,0.0215108,0.0634358,0.0700616,0.0974638,0.122099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.164243,0.109053,0.116964,0.117736,0.126659,0.211566,0.15207,0.141721,0.193322,0.426953,0.156601,0.143183,0.117773,0.0600162,0.0385582,0.0957954,0.104925,0.144321,0.170426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0792209,0.0510095,0.0540025,0.0579121,0.0693438,0.108484,0.0911127,0.0802868,0.097294,0.20619,0.0706253,0.0561986,0.0420158,0.023994,0.016304,0.0448702,0.05499,0.0680246,0.0920571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.114027,0.0816944,0.0951424,0.0978695,0.10858,0.172221,0.106882,0.109904,0.135607,0.357137,0.122408,0.10827,0.0781459,0.0482838,0.028888,0.0776885,0.0844607,0.123802,0.165382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08346,0.0648847,0.0679631,0.074955,0.0816973,0.125122,0.0933916,0.0854481,0.10697,0.253333,0.0849662,0.0696254,0.0528212,0.0308066,0.0183607,0.0570285,0.0615574,0.092358,0.121541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.112186,0.0775304,0.0759981,0.0981705,0.107568,0.150167,0.111989,0.0998534,0.123259,0.276783,0.0911223,0.0783272,0.0604739,0.0395316,0.0211659,0.064708,0.0720905,0.104466,0.120421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.085665,0.0661005,0.073721,0.0771003,0.0873254,0.131645,0.0946187,0.100362,0.120203,0.237642,0.0883836,0.070158,0.0616587,0.0366295,0.0203127,0.0648817,0.0697976,0.10621,0.127758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.111501,0.0688975,0.0764276,0.0848682,0.0935545,0.125866,0.0890671,0.0989975,0.115295,0.240102,0.0854944,0.0809296,0.0558187,0.0360078,0.0211829,0.0630183,0.0683106,0.103597,0.133578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.120623,0.0791972,0.0866835,0.0967352,0.110001,0.151957,0.107259,0.105309,0.136763,0.296063,0.101751,0.0963893,0.0810277,0.0440008,0.0250303,0.069833,0.0708571,0.0988611,0.142298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0911942,0.0613648,0.0695491,0.0712068,0.0819468,0.122302,0.0891976,0.0952669,0.107846,0.232712,0.0849437,0.0728835,0.0584575,0.0341082,0.0182862,0.0587896,0.0630713,0.0932406,0.125877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
