ut1_gear1_1996,ut1_gear1_1997,ut1_gear1_1998,ut1_gear1_1999,ut1_gear1_2000,ut1_gear1_2001,ut1_gear1_2002,ut1_gear1_2003,ut1_gear1_2004,ut1_gear1_2005,ut1_gear1_2006,ut1_gear1_2007,ut1_gear1_2008,ut1_gear1_2009,ut1_gear1_2010,ut1_gear1_2011,ut1_gear1_2012,ut1_gear1_2013,ut1_gear1_2014,ut1_gear2_1996,ut1_gear2_1997,ut1_gear2_1998,ut1_gear2_1999,ut1_gear2_2000,ut1_gear2_2001,ut1_gear2_2002,ut1_gear2_2003,ut1_gear2_2004,ut1_gear2_2005,ut1_gear2_2006,ut1_gear2_2007,ut1_gear2_2008,ut1_gear2_2009,ut1_gear2_2010,ut1_gear2_2011,ut1_gear2_2012,ut1_gear2_2013,ut1_gear2_2014,ut1_gear3_1996,ut1_gear3_1997,ut1_gear3_1998,ut1_gear3_1999,ut1_gear3_2000,ut1_gear3_2001,ut1_gear3_2002,ut1_gear3_2003,ut1_gear3_2004,ut1_gear3_2005,ut1_gear3_2006,ut1_gear3_2007,ut1_gear3_2008,ut1_gear3_2009,ut1_gear3_2010,ut1_gear3_2011,ut1_gear3_2012,ut1_gear3_2013,ut1_gear3_2014,ut1_gear4_1996,ut1_gear4_1997,ut1_gear4_1998,ut1_gear4_1999,ut1_gear4_2000,ut1_gear4_2001,ut1_gear4_2002,ut1_gear4_2003,ut1_gear4_2004,ut1_gear4_2005,ut1_gear4_2006,ut1_gear4_2007,ut1_gear4_2008,ut1_gear4_2009,ut1_gear4_2010,ut1_gear4_2011,ut1_gear4_2012,ut1_gear4_2013,ut1_gear4_2014,ut1_gear5_1996,ut1_gear5_1997,ut1_gear5_1998,ut1_gear5_1999,ut1_gear5_2000,ut1_gear5_2001,ut1_gear5_2002,ut1_gear5_2003,ut1_gear5_2004,ut1_gear5_2005,ut1_gear5_2006,ut1_gear5_2007,ut1_gear5_2008,ut1_gear5_2009,ut1_gear5_2010,ut1_gear5_2011,ut1_gear5_2012,ut1_gear5_2013,ut1_gear5_2014
0.110152,0.0668763,0.0806866,0.0870601,0.100428,0.13875,0.0961809,0.0924845,0.121219,0.255067,0.0945144,0.0810663,0.0597391,0.0329837,0.0180631,0.0536712,0.0571707,0.080826,0.100905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156827,0.110732,0.104174,0.117825,0.125415,0.180366,0.135367,0.124312,0.159235,0.384419,0.153822,0.12531,0.0926683,0.0540267,0.0286209,0.0834195,0.0969273,0.142337,0.20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.112986,0.0700761,0.0741409,0.0935393,0.0968532,0.146249,0.118433,0.119597,0.140743,0.296673,0.111237,0.0985724,0.0705509,0.0448137,0.0272694,0.0722793,0.0877169,0.11131,0.168303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0878308,0.0716866,0.0763337,0.0820469,0.080067,0.111855,0.0776972,0.0694832,0.086921,0.190269,0.0658093,0.0559957,0.04202,0.0218526,0.0137819,0.0435603,0.0436066,0.0576437,0.0760971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.120863,0.0857027,0.0907237,0.109215,0.110018,0.161316,0.114379,0.110611,0.129831,0.2742,0.0901579,0.0817188,0.0682199,0.0426411,0.0230619,0.070192,0.0809129,0.105608,0.149782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.116974,0.0728488,0.0767638,0.0813488,0.0925317,0.137763,0.0987228,0.0925185,0.102309,0.221828,0.0874686,0.0659918,0.0600568,0.0320289,0.0185313,0.0548416,0.0648727,0.0888624,0.115586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13795,0.0942828,0.107222,0.109894,0.117868,0.170953,0.128322,0.127062,0.140841,0.32131,0.107244,0.103911,0.0764206,0.0437157,0.0272988,0.0691075,0.0813989,0.108259,0.133153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0831982,0.0603615,0.0665418,0.0676768,0.0842269,0.119789,0.093367,0.0927262,0.120515,0.282896,0.0970149,0.0778911,0.0586618,0.038887,0.0201352,0.0631116,0.0753396,0.0961314,0.124665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0691788,0.0489858,0.0563902,0.0619348,0.0747976,0.115581,0.0839511,0.0798359,0.0993191,0.214225,0.0791203,0.0726403,0.0525467,0.0333436,0.018156,0.057964,0.0695977,0.0960793,0.127505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.121438,0.0765067,0.0752021,0.0948329,0.108382,0.1635,0.104731,0.0917648,0.121957,0.247234,0.084715,0.0716436,0.0669272,0.0396686,0.0203813,0.0591377,0.0655634,0.08182,0.1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0845563,0.0584533,0.0620465,0.0660236,0.0682165,0.0925846,0.0662662,0.0646677,0.0755962,0.181124,0.0512047,0.0484291,0.0384008,0.0216866,0.0134676,0.0383087,0.0431313,0.0629332,0.0804165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0930915,0.0652182,0.0720763,0.0858333,0.0905571,0.16503,0.10329,0.106935,0.131635,0.313925,0.110777,0.0926291,0.0782395,0.0428249,0.0269312,0.0693278,0.0800615,0.116712,0.153724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11497,0.0741792,0.0808926,0.0931785,0.113972,0.161938,0.114074,0.117873,0.148031,0.315316,0.11901,0.0987529,0.0795106,0.0451279,0.0263399,0.0765956,0.0863555,0.127285,0.163434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.168506,0.104222,0.119594,0.131488,0.148177,0.221314,0.159076,0.165318,0.170677,0.35455,0.127186,0.115287,0.093004,0.053169,0.0274337,0.0748573,0.0837474,0.128568,0.151212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0921916,0.0570881,0.0676579,0.0725538,0.0712342,0.113952,0.0802121,0.0752515,0.0927838,0.193477,0.0589793,0.0523159,0.0390483,0.026021,0.0138301,0.0383283,0.0435538,0.0663996,0.0822842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105955,0.0681641,0.0663477,0.0780294,0.0857275,0.135046,0.0924634,0.0812696,0.105217,0.238208,0.0779825,0.0682272,0.054257,0.0329941,0.0202024,0.0542279,0.0630909,0.0891777,0.109738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0909501,0.0587212,0.0692787,0.0709774,0.0825982,0.129472,0.0885401,0.0946782,0.110209,0.261581,0.103546,0.0901409,0.0730885,0.0442054,0.0239878,0.0661662,0.0779747,0.0934965,0.132811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100602,0.0789629,0.0827489,0.0946362,0.0946273,0.142162,0.110404,0.111367,0.146712,0.318493,0.120001,0.103129,0.0865053,0.0479455,0.026039,0.0754849,0.085836,0.12227,0.15072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.124216,0.0824714,0.0890739,0.0919106,0.107137,0.159035,0.108918,0.0976717,0.129426,0.275512,0.105645,0.0863913,0.0631725,0.0434889,0.0211993,0.0593419,0.0661582,0.0974664,0.109288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.144733,0.0988853,0.109465,0.119303,0.126194,0.187812,0.137717,0.131845,0.173034,0.37186,0.155557,0.134684,0.101864,0.0588162,0.0355026,0.0861089,0.105126,0.132674,0.166911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0881844,0.0661991,0.0733417,0.0806709,0.0871933,0.121966,0.0845527,0.0853843,0.0915636,0.226902,0.0772016,0.0681576,0.0520818,0.0300707,0.017308,0.0473338,0.0579,0.0835101,0.102825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0768463,0.0563547,0.057906,0.0705521,0.0760338,0.117059,0.0785097,0.0849902,0.0972681,0.20653,0.0778431,0.0649818,0.0566547,0.0331441,0.0217532,0.058844,0.07864,0.105938,0.145255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.128995,0.0801081,0.0940715,0.101422,0.106128,0.145645,0.0966957,0.111482,0.141326,0.294631,0.104682,0.0861113,0.0622621,0.0425239,0.0216168,0.0676011,0.0768977,0.105644,0.147558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.103863,0.060501,0.068149,0.0699633,0.0882464,0.128382,0.0914459,0.0948414,0.107884,0.236253,0.0880244,0.0731581,0.0549357,0.0351796,0.0196293,0.0516162,0.0599331,0.0782216,0.113139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0617996,0.0434011,0.0464384,0.056734,0.0619079,0.096823,0.0656944,0.0673124,0.0749797,0.164415,0.0519387,0.0433435,0.0361975,0.0186965,0.0124883,0.0347117,0.0356856,0.0496316,0.0693662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153917,0.11164,0.131699,0.127587,0.141484,0.21181,0.165074,0.155925,0.189706,0.438504,0.165604,0.167558,0.122523,0.0769603,0.0441339,0.124476,0.162175,0.245763,0.297046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.113168,0.0768178,0.0868946,0.0942752,0.105273,0.150655,0.110331,0.10247,0.143406,0.265132,0.104754,0.0956126,0.0797395,0.0459797,0.0269692,0.081782,0.0906989,0.121297,0.146689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.133943,0.0948994,0.10311,0.112736,0.128244,0.174985,0.131185,0.128264,0.165096,0.340516,0.133204,0.124359,0.0915042,0.0504866,0.0330324,0.0895386,0.0954994,0.134473,0.184597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0781801,0.0550189,0.0576009,0.0686337,0.0745445,0.107986,0.0762531,0.0733899,0.0991384,0.200701,0.0815416,0.0745094,0.0609294,0.0416237,0.0204372,0.059009,0.0663982,0.085388,0.109859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.102251,0.0701296,0.0817856,0.0829139,0.0863266,0.133505,0.0949804,0.093444,0.103672,0.247308,0.0906851,0.0708927,0.0592667,0.0340032,0.0200667,0.0556515,0.0608746,0.083614,0.106401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0772188,0.053234,0.0612909,0.065229,0.0731981,0.12084,0.0732456,0.0775693,0.104504,0.206668,0.0773448,0.0647963,0.0510626,0.0306053,0.0172207,0.0503472,0.0557687,0.0826882,0.104036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.139355,0.0955299,0.102308,0.102769,0.11265,0.183101,0.126303,0.115123,0.125228,0.287433,0.102854,0.0864653,0.0673876,0.0417664,0.0217247,0.0674667,0.0825997,0.115094,0.128316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107228,0.080576,0.0784295,0.0969595,0.0956488,0.141341,0.104382,0.0990023,0.117955,0.275941,0.0937513,0.0785988,0.058593,0.0393251,0.0204053,0.0670054,0.0746367,0.0941725,0.113154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.142468,0.105092,0.102802,0.116418,0.112496,0.186061,0.13316,0.143847,0.185017,0.382861,0.168215,0.14409,0.118221,0.0632628,0.0371321,0.100123,0.1136,0.156494,0.186381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0807145,0.0546,0.0614825,0.072563,0.0823705,0.128003,0.08762,0.0814775,0.106431,0.247178,0.0912442,0.0870249,0.0657178,0.0369854,0.0211503,0.0615155,0.0711122,0.0964185,0.134934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0846561,0.0552966,0.062715,0.0629605,0.0785467,0.122762,0.0793017,0.0756472,0.106229,0.216009,0.0731011,0.0646211,0.0513209,0.0314524,0.0189267,0.0508398,0.066925,0.0965741,0.117801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0888202,0.0545942,0.0588959,0.0658809,0.0707085,0.106307,0.0765214,0.0758037,0.0897776,0.178511,0.0672657,0.0537942,0.0428324,0.0247719,0.015762,0.0455229,0.0520239,0.0711189,0.0955924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.117405,0.0726177,0.0910329,0.111672,0.105152,0.17085,0.121642,0.111029,0.148782,0.330311,0.125615,0.104647,0.0823352,0.0532564,0.0296003,0.0813912,0.0904786,0.128494,0.162511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0994942,0.0656626,0.0699784,0.0821709,0.0985056,0.151993,0.110823,0.106465,0.129053,0.286755,0.0984564,0.080618,0.0603493,0.0364327,0.0216018,0.0630067,0.0673896,0.0987635,0.123984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.116311,0.0867707,0.0947851,0.117722,0.109647,0.155251,0.116735,0.104396,0.142154,0.316,0.118756,0.114785,0.0850563,0.050014,0.0284915,0.0798805,0.0903078,0.131523,0.174506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0648375,0.0455462,0.0480963,0.0547832,0.0607361,0.095923,0.0715092,0.067276,0.0819772,0.154271,0.0486121,0.0457521,0.0369203,0.0213571,0.0112315,0.03562,0.0441385,0.0577031,0.0793452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.110756,0.0710415,0.0862297,0.0925163,0.104671,0.155801,0.120704,0.11409,0.140953,0.298043,0.119749,0.0995059,0.0683879,0.0414663,0.0242727,0.0688955,0.0776053,0.112066,0.139482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0978885,0.0660795,0.0857312,0.0816658,0.0896517,0.146689,0.0993511,0.102008,0.120793,0.239576,0.0859071,0.080121,0.0619235,0.0367182,0.0211168,0.0657741,0.0676353,0.0847936,0.122889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.145364,0.0911586,0.0911091,0.108071,0.108354,0.163405,0.121498,0.107399,0.135544,0.287983,0.0942386,0.0924043,0.0636455,0.0368124,0.022244,0.0696882,0.0725847,0.108559,0.137377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.115219,0.0754822,0.0943994,0.104337,0.103955,0.148644,0.114115,0.100445,0.134694,0.276875,0.0898612,0.0841556,0.064404,0.0399538,0.0227546,0.0669791,0.0728207,0.0973634,0.125778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0984927,0.06783,0.0657599,0.0695863,0.0775182,0.111184,0.0781796,0.0757281,0.0956919,0.217514,0.0664222,0.0612622,0.0502179,0.0287329,0.0149114,0.0493904,0.052177,0.0799162,0.0943731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.138791,0.10219,0.111948,0.11114,0.137467,0.19233,0.132798,0.14115,0.16218,0.379093,0.146262,0.141198,0.0884164,0.0606188,0.0344287,0.0969957,0.106125,0.165698,0.211577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108837,0.0781562,0.0804669,0.0871551,0.0983023,0.140689,0.102732,0.0974603,0.119007,0.266065,0.099807,0.0815722,0.0559836,0.0331363,0.0207606,0.0642389,0.0681297,0.0892141,0.111662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0719103,0.0493007,0.058816,0.0650465,0.0728344,0.122591,0.0831505,0.0757995,0.101356,0.204031,0.0684724,0.0596277,0.0451443,0.027885,0.0143407,0.0405204,0.0577471,0.0772014,0.103257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.110715,0.0697392,0.0863914,0.0855898,0.084122,0.137455,0.09156,0.092076,0.115612,0.238662,0.0824968,0.0679289,0.0565849,0.0329805,0.0214677,0.0605415,0.0650975,0.0957051,0.114744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
