sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015
131.586,128.787,126.932,124.836,123.38,122.415,120.416,125.755,134.017,141.886,139.868,144.915,146.504,146.472,147.824,152.176,157.166,166.608,180.298,200.666
231.648,231.312,230.562,228.815,227.936,229.241,232.553,243.321,259.123,276.165,286.068,308.582,331.05,353.349,376.215,399.602,419.697,445.2,482.704,543.592
148.09,145.926,145.185,144.114,142.78,143.126,143.909,154.973,171.983,190.954,199.162,213.776,221.172,223.336,224.414,225.691,222.814,221.408,222.997,235.364
185.964,179.411,174.69,170.892,169.25,170.934,173.505,184.38,199.424,215.166,221.65,234.784,244.48,251.311,258.597,268.698,279.461,297.323,324.439,365.761
132.75,129.45,126.192,121.9,117.54,114.859,111.499,114.228,121.108,129.314,129.175,136.954,140.212,140.105,139.649,141.428,141.44,143.703,146.843,153.285
228.583,219.192,208.759,197.837,189.277,183.276,177.591,180.73,190.836,205.202,211.081,225.617,232.999,234.927,234.734,233.998,229.07,223.985,221.584,227.603
242.902,227.968,214.215,201.083,190.363,181.062,172.328,172.381,179.227,188.228,188.34,195.206,194.501,188.92,181.181,174.687,168.195,169.458,183.658,213.916
201.862,195.32,188.855,182.345,176.389,172.57,169.596,174.07,182.465,192.513,195.906,206.858,212.817,216.639,222.142,231.76,243.744,264.212,292.45,332.92
169.039,169.033,168.076,164.048,158.368,152.862,149.675,155.717,166.797,179.067,181.647,193.022,199.651,203.742,208.885,216.364,223.254,236.92,261.808,308.426
181.267,173.716,167.031,160.188,154.193,150.775,149.153,153.553,160.141,165.331,161.931,167.436,169.459,169.343,169.336,172.151,175.299,184.1,198.055,223.76
162.325,157.841,152.395,144.64,137.124,132.382,128.562,132.595,142.14,153.397,155.115,165.907,174.269,181.331,188.668,197.214,203.467,212.022,228.295,254.3
240.657,230.798,220.457,208.682,198.123,191.182,188.235,198.958,218.192,239.16,248.577,260.397,265.298,266.795,269.774,277.39,288.074,308.086,339.884,395.337
198.538,191.723,188.701,187.395,186.827,189.755,193.507,205.265,222.068,239.979,249.903,266.75,276.627,280.217,283.398,290.633,301.403,322.522,354.357,401.014
190.608,182.947,175.509,167.602,160.96,155.624,150.759,152.886,160.185,170.081,173.278,185.072,190.546,190.4,188.703,187.714,184.999,185.796,190.566,204.305
413.959,398.733,384.519,373.442,367.61,368.835,375.783,396.155,422.981,451.466,469.768,492.43,508.909,525.301,546.348,572.983,604.412,654.549,735.037,877.704
464.302,433.994,405.071,379.781,362.725,360.491,377.232,418.155,472.201,522.367,549.657,570.198,573.719,565.387,556.352,553.002,551.174,553.8,569.987,629.019
322.554,311.379,300.398,290.279,284.968,287.838,298.101,321.871,354.439,386.253,402.469,419.733,431.975,443.88,460.89,487.662,524.1,577.364,655.942,793.092
151.058,149.742,146.459,140.953,134.453,130.59,126.127,127.868,132.702,137.152,132.971,138.058,139.83,139.482,138.415,137.99,134.395,134.364,140.348,156.255
243.292,238.028,230.232,221.755,214.384,209.72,208.736,218.127,235.609,255.821,266.371,283.548,294.535,300.64,305.331,311.977,319.295,333.93,359.732,408.616
214.465,210.456,205.825,197.569,188.179,179.974,175.234,178.983,188.224,198.395,198.47,206.551,209.547,210.052,213.561,221.88,229.467,238.655,252.644,283.589
217.573,208.321,202.391,196.923,191.326,186.302,180.984,185.13,197.241,211.412,216.512,227.991,231.729,228.191,221.974,217.528,214.141,216.945,225.82,250.659
168.041,164.526,161.307,157.999,156.514,157.464,158.661,166.495,180.086,195.776,204.785,223.984,239.825,251.557,260.992,269.715,276.09,289.999,318.742,377.454
186.506,181.623,174.957,165.465,156.95,151.44,145.926,149.743,158.472,168.207,168.149,177.885,183.172,186.385,188.499,189.683,187.223,188.053,195.845,217.852
428.259,408.304,393.207,387.364,392.007,405.713,423.278,451.913,492.256,537.408,571.65,607.334,629.86,644.038,663.167,702.768,761.268,837.247,932.957,1082.69
163.851,161.442,160.839,159.69,159.699,160.726,159.123,163.383,170.707,180.329,184.804,201.144,214.835,223.635,228.026,228.929,223.035,216.582,213.303,218.126
201.219,195.871,193.104,188.81,183.634,179.369,174.708,178.566,186.592,196.056,197.758,208.611,215.743,219.849,222.868,226.407,228.772,237.477,260.331,308.812
187.488,178.594,169.283,159.23,150.009,143.573,139.084,144.515,157.178,170.457,172.878,180.045,182.397,183.137,185.792,192.467,199.564,213.421,235.101,267.918
261.217,253.641,247.601,242.761,240.627,241.928,245.288,258.957,279.946,303.559,317.838,335.886,345.565,347.989,349.192,352.206,355.895,367.627,390.738,439.883
201.782,193.413,184.88,173.743,162.767,154.407,148.716,150.369,157.801,166.839,168.4,178.215,183.046,182.783,179.742,176.611,172.746,176.051,189.29,215.795
223.27,219.65,215.551,209.434,202.656,199.452,198.389,207.641,226.1,249.119,263.874,283.242,293.214,294.745,292.639,291.203,289.067,291.777,304.649,343.651
122.175,118.273,116.842,115.556,113.76,111.873,108.869,112.72,120.814,129.794,131.104,139.965,144.565,145.745,145.403,145.327,142.497,142.509,146.72,158.665
152.129,148.35,147.12,146.777,146.905,148.945,151.074,159.836,171.864,185.469,189.351,201.321,208.218,212.427,217.029,222.536,225.656,230.841,238.188,253.347
200.973,196.294,190.668,183.543,179.239,180.689,186.352,203.55,229.316,257.156,273.546,293.068,302.305,301.316,295.406,289.763,286.58,295.061,319.166,361.132
216.597,207.684,199.446,192.085,187.334,186.499,188.889,201.741,220.544,238.597,243.782,256.376,262.247,262.98,263.706,268.35,274.191,288.621,320.331,381.338
262.924,247.78,233.089,218.504,206.275,199.867,197.646,207.846,225.915,247.422,255.732,267.556,271.372,269.681,267.123,266.831,268.018,279.487,303.695,348.677
185.274,180.518,178.565,178.139,179.384,181.255,181.38,187.684,199.455,212.984,218.998,231.884,239.465,242.882,244.224,245.995,245.18,247.76,257.401,281.878
155.957,152.95,151.407,150.007,149.398,151.177,152.872,160.559,173.287,186.628,191.042,202.528,210.524,216.046,221.41,228.544,234.283,244.405,261.673,292.554
329.897,315.792,297.108,276.524,259.103,251.488,256.012,275.379,301.864,324.921,331.704,341.021,339.066,331.717,327.73,331.196,340.252,357.147,382.433,421.331
166.073,160.738,158.407,157.129,157.05,160.568,164.615,175.066,191.193,208.937,218.472,232.806,239.534,239.456,236.86,235.301,234.626,240.807,255.317,282.841
201.958,196.437,190.645,183.708,177.159,172.055,167.938,173.185,184.97,198.828,203.397,216.204,224.123,228.28,232.126,237.882,242.411,251.577,269.486,305.387
296.377,287.738,281.396,276.838,276.668,282.585,294.154,320.306,358.484,398.008,420.11,436.402,436.709,427.257,417.65,413.458,413.903,425.856,453.01,507.294
209.955,201.677,196.291,191.121,186.85,184.689,183.49,191.339,204.457,219.159,226.148,243.006,256.752,267.187,275.327,283.681,292.487,312.026,349.865,415.054
198.959,200.11,200.715,201.84,204.76,210.079,215.84,231.254,253.03,276.08,288.733,307.542,318.853,323.288,322.163,319.496,316.947,323.891,344.192,392.015
298.331,285.64,274.767,266.65,263.06,264.147,265.853,277.841,299.112,325.683,341.927,359.061,361.386,353.479,344.526,340.993,340.268,345.332,357.711,392.727
210.833,205.253,201.655,199.496,200.039,204.639,211.831,230.521,258.89,292.356,316.097,346.158,366.3,375.79,379.681,384.433,388.886,401.249,428.811,486.872
318.079,308.53,297.399,282.376,269.423,264.685,267.812,286.076,311.308,336.47,346.329,359.763,365.612,363.284,354.801,343.503,332.496,331.925,344.395,369.714
139.323,138.039,136.549,133.598,128.678,124.349,119.402,121.637,129.34,136.622,132.153,135.988,135.598,133.226,131.4,131.573,130.612,133.545,142.479,161.313
220.953,222.914,220.56,214.905,211.218,212.344,216.839,232.77,255.589,282.658,302.907,329.907,347.859,359.132,368.047,379.168,391.617,411.473,444.676,511.335
271.739,262.042,249.831,237.061,226.692,221.85,222.575,237.639,263.508,294.931,316.459,343.227,360.516,371.557,382.353,393.436,400.247,408.932,428.185,476.569
301.15,288.73,276.043,263.337,253.208,250.214,254.028,270.636,294.439,316.529,324.095,335.555,339.839,339.663,340.555,348.226,359.878,381.004,414.614,470.432
168.082,162.688,159.249,154.795,149.677,143.977,137.237,138.312,145.836,156.529,158.059,168.771,174.59,176.972,178.789,182.111,182.654,181.87,179.101,179.954
180.39,171.57,163.947,157.468,153.682,152.815,151.836,158.651,167.259,174.838,172.233,176.923,178.454,177.44,176.553,176.835,175.843,180.569,191.973,216.303
153.461,148.782,144.168,139.554,135.236,132.077,128.314,131.332,139.094,147.817,149.33,159.047,164.308,165.074,164.083,163.616,160.926,160.907,165.587,180.22
189.145,185.831,181.629,176.771,172.529,169.872,167.029,173.144,185.384,200.106,206.507,221.423,231.754,237.459,241.279,243.775,241.418,239.587,243.113,259.359
228.363,227.238,226.871,225.224,224.966,229.891,239.661,261.77,292.032,324.587,346.301,373.394,390.256,396.806,399.208,402.741,404.708,411.56,426.98,463.094
138.054,135.382,132.634,130.648,128.871,128.241,126.96,131.913,140.136,147.865,146.124,153.496,158.918,162.433,165.919,170.361,173.037,178.508,187.302,207.278
246.356,234.341,222.064,211.005,202.793,199.936,200.901,212.175,227.491,242.761,246.955,258.303,264.002,265.303,263.25,260.916,257.513,262.371,283.84,338.254
299.663,289.518,278.033,268.012,264.061,267.411,273.898,289.784,312.6,337.415,349.592,365.812,367.938,361.471,355.431,358.716,373.138,405.223,452.726,515.646
207.307,200.374,195.524,191.787,190.548,193.229,197.668,209.335,223.833,238.914,243.351,254.063,256.513,254.929,253.949,257.981,265.642,281.843,303.3,333.676
135.599,133.26,130.736,126.209,119.957,113.302,106.572,106.077,110.353,116.057,114.248,122.012,126.577,128.657,129.248,129.773,127.642,128.545,133.334,149.024
147.411,145.219,144.613,144.296,144.84,144.401,142.353,145.021,151.301,160.435,162.316,174.764,183.412,190.783,199.73,210.434,217.714,226.606,240.172,263.735
164.733,158.576,153.474,148.149,144.875,143.588,142.189,148.542,159.071,170.665,171.615,182.157,188.115,190.808,192.446,196.248,199.832,208.168,221.332,240.643
261.284,248.43,239.284,232.193,228.332,226.972,225.718,230.877,242.145,255.812,261.058,273.543,276.787,273.258,270.543,274.073,283.597,305.01,336.182,385.277
305.208,294.148,283.712,273.701,266.015,262.562,263.885,278.676,301.744,326.162,338.056,355.082,365.146,369.614,373.224,380.715,392.385,420.371,479.856,599.235
149.451,143.334,139.321,135.083,131.92,128.032,122.7,122.932,127.764,133.916,133.021,141.314,144.79,145.621,145.931,146.247,142.923,140.016,139.774,144.741
179.591,169.028,159.188,148.866,140.062,134.639,130.927,134.313,140.396,146.915,143.963,149.366,152.203,153.489,154.797,157.934,159.187,162.493,168.567,184.6
174.004,170.743,166.077,159.806,153.122,148.881,145.386,151.048,161.28,171.222,173.717,183.833,189.414,191.558,191.965,192.231,190.709,193.493,203.758,226.587
229.319,220.211,212.13,204.083,197.047,193.448,191.796,198.285,209.56,222.991,227.215,239.237,244.688,242.138,233.75,224.506,214.677,211.135,212.793,220.83
172.7,176.365,177.639,175.86,172.299,171.058,171.617,182.334,199.304,218.203,230.245,247.834,259.005,264.28,265.714,264.888,260.758,261.949,275.319,312.615
202.073,198.248,194.024,186.432,178.158,171.804,166.731,170.914,180.391,192.826,196.202,208.43,214.107,213.176,209.234,205.128,199.267,199.701,207.179,224.946
125.616,123.824,121.799,118.587,115.117,112.632,109.391,112.912,121.525,132.397,135.966,148.014,155.443,158.408,160.266,162.125,161.335,162.388,166.57,179.124
142.381,137.875,133.251,128.201,123.144,120.124,116.518,118.22,122.778,127.321,123.985,129.084,131.762,133.058,134.954,138.215,139.825,145.08,156.416,179.784
158.633,157.567,156.606,154.981,152.203,150.087,150.365,157.571,169.889,184.434,191.304,207.692,217.374,219.958,217.215,212.878,205.712,202.787,206.066,218.025
158.002,155.233,153.708,150.516,146.199,142.874,140.976,145.899,154.045,162.562,161.671,173.506,183.21,190.657,197.491,207.056,219.079,241.36,276.237,330.115
217.546,213.536,209.163,203.113,197.295,194.883,195.925,208.466,230.276,253.337,265.084,279.999,286.863,287.48,287.619,290.719,294.649,304.34,324.787,368.704
308.552,300.632,290.272,279.856,273.869,275.929,282.885,297.304,314.462,330.673,335.556,345.706,346.866,342.91,339.568,338.575,335.753,336.667,346.097,372.223
256.123,252.614,250.755,248.234,244.038,239.897,237.194,246.414,265.04,287.803,302.294,321.991,331.319,332.505,330.57,329.642,325.532,323.661,325.877,341.105
157.48,153.21,149.924,146.707,145.226,145.004,145.239,151.119,160.389,171.518,175.083,185.872,191.236,192.26,192.114,193.576,194.045,197.446,203.817,216.005
333.113,334.247,336.57,339.154,343.527,353.365,370.208,403.805,451.959,508.531,552.168,593.141,614.945,619.015,609.521,594.824,581.976,588.91,625.526,706.297
174.046,167.222,162.015,156.787,151.766,148.36,141.806,139.513,140.352,142.038,136.314,141.036,142.414,140.941,138.448,137.015,134.353,133.785,134.821,143.197
220.432,213.482,205.216,197.026,191.882,191.658,194.853,208.574,229.162,252.619,265.188,282.646,291.605,294.667,297.233,301.926,305.654,314.221,334.617,396.2
177.197,172.923,168.174,159.956,151.891,145.259,138.628,140.782,148.874,158.206,161.629,172.156,178.492,181.287,181.496,181.823,182.395,190.255,204.336,229.859
167.389,166.36,166.844,165.971,164.567,164.248,164.091,173.109,186.712,200.583,205.565,219.42,229.207,234.98,238.904,244.72,252.919,274.104,311.709,371.33
166.062,160.816,156.915,151.778,145.739,140.435,134.364,134.921,140.672,148.975,150.823,162.46,168.246,168.861,166.706,163.88,158.221,154.683,152.759,156.353
241.216,229.226,218.27,207.696,198.906,192.345,186.886,191.423,204.559,219.95,226.136,238.851,243.979,242.032,236.163,231.774,230.899,243.844,274.859,329.09
142.517,138.262,133.152,127.35,122.809,120.416,118.195,122.362,129.611,137.781,138.678,147.672,153.476,157.459,162.912,170.433,175.076,181.812,193.175,211.242
207.119,204.65,204.267,204.587,205.683,209.231,214.87,230.88,252.883,275.039,285.188,301.189,307.632,307.29,307.029,313.165,326.713,354.442,393.296,446.453
194.119,188.408,183.88,178.436,173.587,169.184,164.903,169.9,182.356,198.006,205.194,217.696,222.355,221.947,221.591,222.648,219.988,219.423,223.607,236.783
185.677,179.585,173.273,168.345,165.828,166.613,167.33,174.432,185.035,198.696,203.159,216.489,222.331,222.234,219.692,216.861,210.989,208.858,214.063,234.894
155.405,154.355,152.298,148.347,143.423,138.631,133.44,134.655,140.016,147.358,146.349,154.914,159.116,159.912,160.257,161.424,160.489,161.375,164.486,173.64
199.194,192.874,186.158,177.693,169.454,162.358,156.145,158.625,168.028,178.915,181.653,190.857,194.123,193.532,190.975,188.845,184.387,182.379,185.761,200.157
154.089,151.512,149.686,147.389,146.763,148.631,150.642,159,171.231,184.682,189.318,203.221,211.257,215.573,219.564,225.98,232.377,245.297,265.476,303.572
228.58,222.454,215.549,207.346,201.862,201.496,204.974,215.865,230.207,244.644,248.62,258.883,261.95,257.674,250.362,244.711,241.475,248.361,268.306,304.832
234.526,222.568,213.403,208.63,210.35,221.647,240.469,275.85,320.074,362.014,384.367,399.753,400.66,394.981,390.772,392.88,398.859,414.109,438.539,478.356
155.064,152.543,150.533,148.191,146.789,145.888,145.196,152.661,163.854,176.14,182.217,196.367,206.279,210.586,211.4,210.964,208.493,213.045,228.614,261.977
153.661,147.97,142.383,136.342,131.691,129.884,129.941,136.395,146.343,157.268,160.088,169.426,176.058,181.523,189.126,200.124,210.464,225.908,252.654,299.121
244.584,239.322,235.016,229.626,224.32,222.212,221.583,231.817,250.09,270.929,278.129,288.592,287.631,278.463,266.419,256,246.424,241.036,240.615,252.99
271.937,262.015,252.491,247.78,249.442,257.449,267.635,287.248,311.72,334.448,344.499,357.401,362.462,364.748,372.315,385.886,400.267,421.952,458.028,520.366
437.652,414.863,390.557,368.111,350.598,341.698,341.328,355.917,378.941,400.345,404.326,406.432,399.46,390.948,388.094,394.921,409.972,440.215,498.21,610.414
131.87,129.029,127.058,123.218,118.123,113.815,109.996,113.921,122.044,131.331,131.643,142.612,151.628,159.382,166.919,175.447,181.542,188.436,195.942,206.265
225.24,216.89,209.925,202.87,197.662,194.768,192.02,196.601,205.97,215.663,216.647,224.117,225.283,221.323,216.821,216.19,219.523,234.201,265.593,319.245
337.112,330.726,326.927,324.11,323.687,331.057,344.234,371.742,407.909,447.275,475.601,506.937,521.445,520.285,512.574,505.031,499.642,512.365,557.598,652.803
288.512,278.706,267.535,253.977,243.41,239.652,242.645,259.531,286.399,314.444,329.035,345.847,353.569,354.727,353.663,356.212,362.667,380.701,417.831,491.398
314.08,301.556,289.068,279.374,274.625,276.69,284.915,306.476,337.694,370.985,389.329,406.29,409.38,402.897,395.601,395.044,401.81,422.939,461.862,528.496
138.161,137.565,136.451,133.473,129.159,125.442,120.836,125.263,133.581,142.48,140.207,146.424,149.355,149.114,149.155,151.521,152.711,158.066,168.713,189.794
177.05,172.678,168.716,163.926,158.615,155.226,151.527,155.6,164.979,176.437,180.828,194.15,202.48,206.06,208.539,212.341,214.412,220.086,229.25,249.526
183.246,181.383,178.213,172.692,165.655,159.627,154.205,156.894,165.885,177.464,180.355,191.992,200.335,206.978,214.491,224.258,231.933,242.244,260.244,294.818
294.395,284.588,274.536,264.385,256.94,253.972,254.427,270.494,297.292,324.702,336.599,348.591,350.421,345.124,337.458,331.969,327.917,331.876,347.765,388.533
174.826,170.232,166.492,160.167,152.882,146.904,143.423,149.948,162.041,175.5,178.031,188.562,192.178,193.015,196.629,205.995,217.169,233.574,257.043,292.211
288.779,285.509,284.749,284.313,283.898,285.595,287.772,298.719,316.527,336.913,346.062,362.782,368.756,365.243,361.592,364.396,371.214,382.089,395.055,419.073
199.87,189.978,179.117,166.626,155.064,146.635,141.064,143.727,150.915,158.522,157.339,167.889,175.455,179.641,182.594,188.006,194.847,207.193,226.796,271.27
152.135,150.194,147.945,143.828,139.888,139.006,138.397,144.663,153.712,162.896,163.7,172.796,176.538,177.867,179.745,181.655,178.046,173.305,170.084,171.331
167.345,166.819,166.115,163.415,159.79,156.026,150.465,151.304,155.656,161.426,159.214,167.005,171.148,172.995,173.512,173.839,171.89,172.228,176.619,188.2
194.304,191.118,190.236,190.812,192.58,197.07,201.21,214.055,234.427,258.546,275.068,299.646,313.852,316.321,314.2,313.424,313.44,318.574,331.331,362.927
194.292,187.658,181.808,174.334,165.846,157.868,151.531,155.204,165.791,180.279,186.068,198.52,204.475,205.92,207.158,211.003,215.285,224.823,244.664,288.17
168.686,159.399,150.589,140.443,130.165,121.436,113.783,114.502,119.338,125.568,124.641,132.03,135.999,137.269,137.706,139.216,138.297,140.126,147.109,164.538
130.856,130.675,130.537,127.819,124.128,120.328,115.802,118.742,127.246,137.497,138.63,147.456,153.346,157.627,161.735,166.386,170.436,182.72,213.067,275.38
507.354,476.194,443.364,416.526,402.367,401.091,410.262,435.923,470.56,504.384,523.756,545.359,550.4,540.531,528.749,524.419,525.557,535.474,554.318,598.365
189.128,183.799,179.38,173.657,168.113,162.209,156.445,159.224,168.632,180.364,184.518,199.329,208.12,210.785,212.768,217.494,223.026,235.795,257.238,292.114
418.279,389.464,360.783,335.767,317.945,309.869,306.539,312.39,323.792,339.582,346.405,363.744,373.798,374.481,371.41,371.306,377.243,399.174,441.805,510.986
217.236,206.914,197.901,189.92,182.783,176.436,169.526,169.339,172.917,176.141,171.569,177.056,180.05,181.076,182.781,186.418,188.472,192.748,200.633,221.681
154.348,151.61,150.553,150.1,149.34,150.362,150.835,158.204,171.366,188.154,196.304,212.397,222.622,228.274,231.64,235.632,237.844,245.856,262.277,293.739
130.271,126.552,123.102,119.072,116.052,114.088,111.952,115.476,123.222,130.752,128.747,137.262,141.446,141.314,139.485,137.774,134.58,134.684,135.266,140.294
437.202,429.354,421.228,418.51,426.545,446.164,475.555,517.78,568.795,625.802,674.896,724.297,755.433,769.475,773.291,775.829,783.037,817.522,911.958,1116.53
181.121,180.433,178.674,175.413,170.916,168.159,166.923,176.259,193.027,210.687,216.711,230.906,239.343,245.321,254.291,269.183,286.543,310.957,338.83,373.208
194.829,190.589,185.438,177.905,170.421,164.655,160.223,163.858,174.477,188.364,192.929,207.017,216.2,220.887,222.397,223.401,223.367,231.731,258.01,323.028
259.838,250.79,240.756,229.811,220.891,215.361,213.283,222.415,241.298,263.984,275.974,293.307,302.974,306.539,307.38,308.367,311.364,324.216,352.231,414.341
175.16,168.026,163.958,160.36,158.681,160.781,166.28,180.875,199.542,214.818,217.181,225.007,226.024,224.148,221.516,219.269,214.048,211.463,214.607,230.708
189.85,182.217,173.927,164.159,154.462,147.215,141.868,143.335,148.365,152.84,149.08,156.73,161.438,164.24,166.617,168.969,168.887,172.496,180.175,200.133
265.069,256.139,248.71,240.816,234.127,232.391,236.398,255.369,285.197,316.157,336.602,363.123,382.685,393.06,394.887,395.387,399.309,416.054,448.88,507.186
162.899,158.57,155.579,151.985,148.713,147.189,145.93,151.219,160.295,170.341,171.274,181.931,187.552,188.541,188.718,190.683,193.218,203.426,222.155,251.16
184.771,183.635,184.251,186.019,187.573,188.549,187.61,193.616,205.332,219.825,229.228,249.077,262.901,269.604,271.236,271.508,268.991,270.529,277.458,297.844
176.394,174.587,173.017,171.246,170.288,171.924,173.822,183.638,199.907,216.422,221.442,234.989,243.839,251.449,260.725,273.437,285.36,302.804,333.311,391.24
402.241,377.961,351.644,327.965,311.033,304.278,308.029,329.812,361.349,388.534,394.883,402.018,402.854,404.052,412.317,428.842,447.569,473.268,509.597,572.685
152.545,146.588,142.773,138.676,133.998,129.578,123.091,123.355,129.785,138.904,142.105,152.891,158.468,159.187,159.371,161.22,164.257,175.89,196.544,228.283
283.631,280.669,275.125,268.758,265.539,269.255,279.779,304.275,335.798,367.746,389.621,417.122,435.524,441.89,440.665,439.705,442.586,457.99,491.625,554.572
140.97,138.696,138.551,138.193,138.026,138.542,138.498,143.76,153.182,163.872,164.815,175.287,183.064,188.897,194.683,203.508,213.956,230.934,253.453,283.663
168.083,165.083,163.016,160.933,158.481,155.945,151.784,156.324,166.269,178.115,181.672,192.373,197.475,198.182,198.726,200.978,202.336,207.93,219.344,242.41
145.193,142.838,140.845,136.585,130.019,123.012,115.771,114.59,117.54,122.274,121.057,126.423,127.999,127.593,128.318,132.109,134.731,139.85,148.722,163.551
264.381,261.356,256.627,249.854,242.928,237.903,232.872,237.061,248.184,261.822,265.364,276.567,283.213,287.93,293.779,303.763,318.6,350.268,409.757,514.462
273.233,269.248,265.551,262.549,260.667,261.417,267.156,285.637,313.343,342.655,359.917,380.605,392.104,394.69,393.59,392.972,393.546,404.201,433.456,499.2
218.649,207.288,199.523,191.994,185.114,179.179,174.802,179.955,191.669,203.304,203.201,207.359,205.084,199.136,194.521,191.996,188.802,191.275,204.802,234.549
172.067,170.926,171.628,173.821,176.978,180.539,181.677,189.181,199.717,208.975,207.359,215.047,217.878,218.28,217.511,216.308,212.054,210.795,214.558,231.008
176.853,173.101,170.474,166.892,162.237,158.292,154.419,160.788,174.913,192.082,200.053,213.844,221.084,223.355,225.174,230.164,235.859,246.219,260.28,283.648
164.169,162.446,160.69,157.067,154.68,154.322,155.373,165.086,180.099,195.31,199.575,210.177,214.934,215.079,213.331,212.097,208.836,208.781,211.779,222.873
194.295,191.612,188.777,183.644,178.558,175.084,173.878,182.682,199.228,219.521,233.626,255.743,270.026,275.496,275.887,275.673,274.365,280.007,296.712,332.907
152.922,150.572,148.324,145.534,141.263,137.047,132.643,135.248,143.133,152.47,152.238,161.681,167.089,167.965,166,163.673,158.854,156.298,156.603,163.361
172.219,164.414,157.488,150.253,143.767,141.043,140.148,145.999,156.12,167.062,168.749,177.529,181.619,182.222,180.479,177.46,171.37,169.053,175.817,197.711
238.164,239.776,242.282,244.314,246.827,252.895,262.72,284.013,313.852,344.909,363.958,386.72,400.565,407.076,411.469,416.962,420.997,433.287,465.64,541.829
155.4,153.841,152.751,150.983,149.751,151.687,153.896,161.961,172.842,183.739,184.734,193.083,195.973,194.823,193.169,193.941,195.085,203.033,221.373,261.933
224.701,219.614,214.598,209.668,206.75,207.119,210.464,223.181,241.059,260.207,270.16,285.374,293.783,293.081,288.915,285.983,284.103,289.77,306.591,347.149
144.362,142.173,139.745,135.232,130.765,128.499,128.284,135.716,146.096,156.055,156.367,166.451,173.121,177.136,179.916,182.708,183.598,186.588,192.623,206.259
333.471,309.909,288.705,270.583,258.077,253.035,256.656,273.314,297.442,319.649,325.253,333.747,334.932,332.891,331.506,332.816,333.29,340.172,358.688,393.855
307.731,287.653,273.221,263.444,256.794,252.651,252.017,263.011,281.329,299.383,304.35,311.361,310.462,307.058,307.796,317.558,331.45,349.603,374.621,430.385
193.141,188.419,186.999,188.027,189.991,192.887,194.581,202.87,214.852,228.205,236.456,255.003,267.699,273.614,277.798,282.898,284.882,288.557,298.522,328.396
278.459,280.672,282.485,281.004,278.72,280.915,290.442,314.006,346.078,377.214,390.204,404.095,407.208,405.507,405.649,411.369,419.804,435.648,466.548,534.559
236.74,221.962,209.142,198.673,191.571,189.563,188.801,197.776,210.824,224.472,227.174,237.839,241.767,240.459,240.042,243.511,249.028,261.338,282.282,320.171
222.011,214.764,206.549,196.157,186.237,179.579,177.479,186.834,201.834,215.715,216.391,220.553,218.103,212.251,208.721,210.531,214.376,223.731,237.795,260.035
124.601,120.927,118.514,115.137,112.769,112.633,113.079,120.224,129.31,138.896,140.652,151.979,160.208,164.876,168.241,172.563,175.752,181.944,189.556,202.836
245.676,239.119,233.789,229.207,228.191,233.317,243.156,265.661,296.583,327.697,344.663,362.543,369.639,371.181,371.071,370.706,367.591,371.716,391.243,436.17
251.91,238.795,228.067,221.066,218.609,221.184,224.685,235.325,250.756,267.072,272.855,286.23,292.729,293.347,289.856,282.126,267.698,254.129,245.536,249.094
281.845,269.142,259.041,248.445,239.727,234.573,231.841,237.723,248.182,261.702,268.025,283.646,293.965,297.049,295.009,292.529,289.338,289.037,292.079,303.133
200.314,190.621,181.48,173.414,167.378,164.763,163.445,169.424,180.845,194.217,199.517,212.095,217.831,218.051,218.147,221.206,225.312,237.082,261.048,308.527
150.221,148.318,146.565,143.869,142.079,141.274,139.994,145.548,155.202,165.632,169.265,183.297,193.755,199.882,203.188,207.785,213.321,226.729,248.974,285.977
138.074,136.496,135.741,133.592,130.528,127.608,123.844,125.886,130.604,134.934,131.529,138.901,145.557,151.807,158.379,164.728,167.706,172.468,183.697,207.725
247.09,244.314,240.887,235.281,230.152,228.892,231.581,244.995,264.602,284.989,292.184,305.522,312.365,315.768,321.064,332.29,348.283,371.13,395.838,423.338
272.309,258.883,247.627,239.103,234.06,234.363,237.242,247.897,260.645,271.135,268.613,270.194,267.004,260.802,255.778,254.816,256.674,262.711,272.711,294.761
150.782,148.299,147.549,146.109,145.605,147.129,149.496,158.326,169.61,181.006,182.336,191.748,195.481,194.505,190.685,187.274,182.499,184.458,196.406,222.484
252.826,239.386,228.605,221.359,220.212,223.998,230.408,244.53,262.906,281.742,288.636,301.173,308.125,311.353,313.023,314.045,311.687,316.387,340.435,400.197
305.8,295.284,285.599,277.118,271.954,274.012,281.419,299.34,322.256,348.355,368.232,398.953,422.225,434.502,440.246,444.767,447.999,457.98,484.707,547.621
137.375,135.289,132.978,128.632,124.323,120.156,114.862,114.92,118.109,121.016,114.051,116.853,116.47,114.92,113.246,112.548,110.515,111.632,115.385,123.688
154.912,151.581,149.439,146.449,143.243,140.397,136.941,138.779,143.723,149.189,150.129,159.705,165.321,167.377,169.372,173.848,178.918,190.736,209.81,240.935
130.329,127.439,125.291,122.298,118.567,114.716,111.016,113.453,119.285,125.426,123.98,131.396,135.581,138.232,141.415,145.211,145.966,148.472,152.779,162.317
