sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015
163.46,160.758,157.218,153.34,151.412,153.634,155.278,163.949,175.848,187.589,186.772,194.91,199.576,201.78,204.024,206.694,206.668,212.727,229.5,267.179
134.054,131.173,129.614,126.321,122.978,120.688,118.965,125.374,135.086,145.614,147.277,155.109,159.209,158.792,157.481,158.994,161.2,170.105,189.305,227.354
173.494,167.428,161.042,153.209,147.033,142.833,139.466,142.354,148.552,155.402,155.409,166.695,174.122,178.036,180.646,183.276,182.49,183.676,193.039,218.847
229.862,221.066,211.383,200.74,190.667,185.852,184.917,195.913,212.567,228.431,231.944,242.681,247.779,248.554,247.032,244.398,237.344,233.68,239.065,265.394
184.107,176.806,171.39,167.352,164.18,164.635,166.124,174.548,185.663,196.482,198.855,210.378,216.836,219.194,220.43,221.615,219.101,219.914,228.888,252.812
311.379,302.529,293.16,284.153,278.612,279.351,284.362,297.915,316.356,332.719,336.763,344.733,343.676,335.818,325.293,316.147,307.456,308.51,327.427,375.062
139.157,135.727,133.568,131.185,129.12,127.53,123.446,124.391,128.136,131.986,127.699,133.238,137.527,139.455,140.946,142.171,139.829,138.248,136.843,138.447
240.999,230.823,218.959,205.682,194.133,186.432,183.072,193.177,211.691,231.433,238.851,250.734,254.953,254.93,255.252,259.098,265.587,281.807,309.051,350.259
184.814,182.743,179.303,174.627,170.513,168.46,168.215,176.279,187.766,198.46,197.142,202.723,204.163,202.431,199.233,195.421,188.408,184.423,184.851,192.411
142.544,139.961,138.88,136.566,133.403,131.417,129.865,134.219,140.685,145.832,140.751,145.687,148.376,150.276,152.647,156.092,157.69,162.925,173.317,193.808
139.244,133.282,128.333,122.872,117.592,114.34,111.979,116.706,125.006,132.776,133.324,142.162,148.44,152.773,157.968,166.809,176.078,192.097,216.118,255.455
222.348,216.856,211.057,204.734,200.001,199.325,201.56,212.54,227.934,244.307,251.165,263.97,266.917,260.652,250.487,243.113,239.003,246.252,263.82,292.851
237.193,234.597,234.568,235.851,238.344,242.866,248.986,266.942,291.408,315.651,329.043,346.967,356.439,360.034,363.134,370.23,380.462,401.674,437.71,495.178
147.428,143.657,139.327,133.335,128.329,124.809,121.086,126.135,135.221,144.989,146.396,154.966,159.233,160.435,161.651,164.891,166.536,170.731,178.236,191.803
234.701,226.916,220.732,216.82,217.927,225.19,237.366,259.454,289.703,320.267,338.371,358.914,369.161,373.357,380.224,396.279,420.346,458.185,511.832,596.24
261.66,247.463,232.192,217.766,206.628,200.024,196.642,203.273,216.127,229.804,231.287,238.165,236.976,232.071,226.995,223.824,218.67,216.372,221.854,240.337
147.373,144.175,141.303,138.094,136.018,137.048,138.184,146.951,159.436,174.385,183.264,200.808,214.961,223.083,229.217,235.697,242.115,252.386,265.322,287.308
165.478,161.27,158.544,154.709,149.755,146.589,144.11,148.626,156.783,164.849,164.498,171.784,174.976,175.58,177.212,182.045,186.221,193.505,206.454,233.153
183.218,182.406,182.153,180.532,179.024,179.898,181.888,191.619,206.048,223.962,235.327,255.376,270.422,280.166,287.286,292.732,293.786,296.951,306.922,333.69
263.97,254.003,244.744,237.891,236.746,240.994,248.954,266.215,288.267,308.064,313.201,323.173,324.278,320.649,317.453,316.188,314.635,322.174,351.324,426.851
235.446,227.018,221.273,216.282,212.242,209.941,207.194,213.437,226.376,242.7,251.641,269.14,280.122,284.86,288.196,293.461,298.557,310.826,334.73,379.659
327.694,317.429,309.109,302.327,295.885,291.832,291.183,299.645,314.535,331.489,339.228,351.48,353.131,346.505,337.543,330.964,324.166,322.793,328.316,347.888
621.323,594.575,571.497,554.05,546.851,553.426,576.7,625.156,691.123,755.672,793.763,818.073,820.356,810.229,798.154,792.346,794.887,819.025,874.495,980.402
211.076,206.061,198.605,187.863,176.623,167.925,164.972,173.341,188.399,203.847,207.864,218.678,222.357,220.79,218.761,221.122,226.187,235.805,250.882,272.897
149.354,145.422,143.021,139.463,135.869,132.094,129.328,132.774,139.771,147.795,146.482,154.426,157.656,158.029,157.108,156.35,152.827,153.832,161.425,180.248
213.751,204.969,196.277,187.854,181.584,178.853,177.599,184.843,198.14,213.222,218.445,232.184,238.836,238.91,236.423,234.283,231.19,232.658,238.324,251.167
175.454,172.515,170.374,167.423,164.364,163.44,164.108,174.829,191.856,210.132,216.928,229.194,234.132,233.997,233.253,233.996,234.496,244.685,270.153,323.376
140.296,140.204,139.49,136.153,133.883,133.245,132.104,137.846,147.741,157.806,157.42,165.834,170.277,172.877,175.789,179.46,180.362,182.396,186.912,194.993
236.221,223.743,214.028,207.876,205.922,207.915,211.135,221.292,234.955,249.912,257.345,274.158,285.876,291.64,294.149,295.649,296.609,306.417,326.546,364.192
320.652,307.039,294.055,285.561,283.955,289.558,298.544,317.051,342.257,369.447,383.962,403.483,413.859,416.175,413.906,412.841,413.047,425.738,462.69,538.06
159.433,158.918,156.557,152.19,147.534,143.691,140.455,144.874,155.622,169.112,176.017,191.813,200.875,203.732,202.713,200.836,197.628,201.205,215.862,250.456
245.206,237.145,227.257,215.797,206.814,202.297,201.475,210.802,226.216,240.779,244.994,255.415,259.811,259.867,259.998,262.534,266.741,279.705,307.555,367.994
251.405,246.911,241.999,237.925,238.537,244.755,257.223,281.983,314.684,349.46,370.65,393.63,406.109,411.699,414.983,417.833,417.844,423.298,442.41,490.907
187.362,187.311,188.458,189.124,188.841,186.771,182.441,187.155,199.8,215.996,223.326,235.453,240.99,243.076,243.364,244.4,245.249,254.336,274.525,312.195
148.302,148.216,147.949,146.728,147.712,150.464,153.487,163.525,177.419,192.28,198.948,213.798,224.16,230.357,233.732,234.669,230.647,229.062,235.971,255.755
159.057,156.904,153.657,148.948,143.787,140.051,136.721,140.26,147.434,155.347,154.702,162.755,167.994,169.105,168.534,168.086,165.296,166.583,174.229,193.166
116.469,118.179,119.401,118.237,116.205,114.373,111.652,114.829,120.804,128.444,128.72,139.51,146.85,150.807,152.362,153.045,150.829,153.026,163.782,189.452
261.467,247.085,236.023,228.545,224.893,225.548,230.003,247.851,271.912,293.793,303.292,318.013,326.012,328.112,327.802,328.324,327.636,336.372,364.732,429.908
297.86,283.752,271.96,263.095,256.768,255.903,259.417,273.294,293.179,314.371,323.928,336.586,336.185,327.668,319.22,316.004,313.166,315.626,327.079,361.417
330.231,316.685,303.228,290.62,280.219,274.55,274.168,286.729,307.303,329.935,342.534,362.084,371.365,370.741,366.506,365.235,366.556,378.522,403.874,453.119
292.832,284.821,276.56,266.308,257.191,249.835,245.303,251.64,266.036,286.249,301.806,328.957,348.929,356.436,354.537,349.466,343.352,345.436,356.094,380.77
172.679,164.735,157.333,150.217,145.488,143.93,143.9,149.688,157.827,165.691,164.323,171.174,172.669,168.444,162.024,155.856,148.181,145.758,149.218,161.167
115.985,114.089,113.377,111.716,109.577,108.785,107.209,111.83,119.237,125.826,123.579,130.888,136.035,138.757,142.267,148.328,153.755,163.004,180.757,217.224
308.428,287.469,268.579,250.729,238.195,232.297,233.086,244.668,265.136,286.905,296.104,308.236,311.65,310.553,312.08,324.011,347.169,386.015,441.112,527.339
431.164,409.629,384.967,364.074,353.352,355.532,363.35,382.574,407.141,430.867,440.429,453.859,459.37,459.637,455.51,448.449,438.988,440.633,460.442,518.797
240.389,231.067,222.662,213.471,205.957,202.31,202.862,213.86,230.501,248.212,254.139,266.672,272.367,271.996,268.07,262.32,253.89,250.974,257.372,275.57
217.077,212.476,207.158,200.863,194.954,191.009,188.758,196.467,211.301,228.224,234.613,245.71,248.587,245.07,239.264,235.338,232.31,235.708,248.111,274.971
131.638,130.052,127.784,123.816,119.138,114.646,109.24,108.274,111.159,114.26,109.42,115.94,119.931,121.849,123.887,127.233,128.954,134.811,143.954,161.183
276.433,261.781,249.873,241.375,236.482,236.434,238.594,247.281,261.355,276.756,282.111,292.946,297.69,298.649,296.821,293.417,289.04,294.067,313.284,361.632
192.844,193.869,193.238,189.233,185.61,184.92,187.602,201.515,223.682,246.957,262.3,284.559,302.293,313.575,320.912,328.427,337.952,359.774,399.275,473.033
254.245,243.211,232.643,222.58,217.112,216.199,220.019,234.708,255.18,274.406,279.271,286.774,287.349,285.907,288.792,300.105,316.728,343.823,380.199,432.702
237.122,230.092,220.967,211.232,202.965,197.391,192.619,193.25,195.61,198.145,192.73,198.042,201.125,201.142,200.539,201.709,202.183,205.821,212.766,232.265
264.265,247.933,234.492,222.998,214.818,212.273,215.368,230.183,253.73,281.03,297.914,316.428,322.487,320.189,317.624,321.129,330.215,354.324,398.816,466.745
322.312,311.823,300.533,290.092,283.314,280.252,279.25,289.6,309.956,334.133,346.565,364.908,377.027,387.79,400.492,414.95,425.576,436.645,454.752,491.962
127.075,126.001,124.642,121.919,119.07,117.066,114.013,118.828,127.425,134.962,134.293,143.368,150.466,155.167,157.85,159.698,158.361,158.641,162.157,173.231
190.859,184.336,179.598,175.422,172.376,171.542,172.801,180.566,191.521,200.026,198.512,206.478,210.028,209.269,207.528,207.8,208.931,217.325,235.129,266.318
179.016,170.283,162.766,154.531,146.988,139.204,131.989,131.913,136.269,143.443,144.664,153.996,158.137,157.033,154.248,151.86,147.541,146.684,150.516,163.554
373.309,355.299,335.247,314.261,295.419,280.915,271.593,275.603,290.619,309.376,318.456,334.832,341.429,339.433,334.798,333.835,336.946,348.693,366.406,397.428
140.83,138.411,137.075,135.831,135.657,137.393,140.598,151.508,166.193,182.118,185.942,197.067,202.735,205.872,210.518,217.548,223.468,234.461,250.949,279.21
439.706,422.322,404.511,388.865,383.601,395.262,424.853,474.153,533.934,591.268,623.784,644.73,643.387,628.898,615.362,613.566,628.048,667.975,735.635,831.668
195.936,189.224,182.674,175.555,169.589,166.095,163.551,168.814,179.941,193.446,198.87,213.267,220.074,217.399,209.362,199.111,186.633,179.148,178.621,187.124
197.33,192.914,188.666,183.185,177.654,175.362,174.339,182.563,194.159,204.483,204.172,214.165,221.692,227.409,231.155,233.557,233.563,238.948,250.437,273.99
210.23,201.809,195.441,188.659,181.693,173.437,166.225,167.208,173.39,180.678,175.48,178.964,177.257,172.303,167.527,165.004,161.795,160.951,164.362,178.601
339.586,322.149,303.45,283.989,267.469,258.761,260.969,281.141,312.521,343.709,358.237,368.837,366.559,358.265,351.433,348.013,343.96,344.672,352.197,376.363
129.908,128.05,126.707,124.837,122.842,120.864,117.884,121.905,130.101,139.184,138.987,148.275,155.535,160.769,164.315,166.583,164.598,164.532,170.206,188.922
163.715,157.46,151.79,145.212,139.066,135.924,134.221,138.124,143.525,148.276,142.857,149.127,153.413,155.82,158.55,162.599,163.579,165.804,170.597,181.708
149.25,147.299,145.326,140.943,136.607,132.612,128.818,131.111,137.067,144.072,142.31,151.164,156.088,157.964,159.893,164.169,168.251,176.546,189.531,216.715
360.581,344.91,332.931,322.251,313.527,311.984,320.701,345.096,378.38,413.349,432.764,454.803,466.528,472.052,477.768,487.319,499.138,522.615,567.112,650.237
255.343,245.615,234.317,221.949,211.669,205.413,200.954,204.837,214.343,224.56,224.798,234.325,239.844,242.008,241.735,240.953,238.64,242.586,253.505,278.081
168.776,166.702,164.174,160.49,156.955,154.719,151.393,155.404,164.314,173.591,171.274,174.917,174.734,173.135,172.725,174.31,174.331,179.361,189.988,210.315
220.083,209.617,200,190.27,181.403,175.555,172.163,178.756,191.613,206.827,213.258,223.865,227.026,225.234,222.136,218.977,212.942,209.581,213.118,229.702
161.349,156.393,151.203,143.845,135.93,129.984,125.271,129.097,137.931,148.954,150.162,161.605,167.923,169.311,168.453,166.653,161.437,158.742,160.768,175.065
251.669,246.605,239.391,229.911,222.546,217.034,215.83,225.243,239.403,252.039,251.947,260.429,263.278,262.429,260.378,260.487,262.237,274.958,306.212,377.051
226.154,217.373,207.439,196.7,186.659,179.017,173.295,178.614,191.089,206.721,214.909,231.129,239.93,241.685,239.066,235.574,230.078,230.251,237.984,262.243
185.386,180.649,176.277,171.926,168.488,167.404,167.168,176.533,191.91,209.186,215.972,231.461,240.99,246.649,250.927,255.809,259.79,267.673,282.085,303.244
159.397,152.565,145.193,136.852,129.01,123.615,120.526,122.728,129.792,136.261,133.115,138.086,138.131,136.631,136.573,138.896,139.953,143.649,149.033,161.233
210.605,204.278,198.45,190.909,183.865,179.583,177.481,183.81,192.895,201.403,200.773,209.497,214.769,217.67,220.569,224.714,226.927,231.013,236.891,248.775
226.68,214.573,202.753,190.276,178.256,166.665,155.062,151.847,153.205,157.074,153.563,160.377,162.643,161.587,159.736,158.797,155.314,153.675,157.114,172.491
213.593,204.921,197.832,190.474,183.49,178.548,175.98,181.744,190.91,199.775,201.225,214.425,224.64,231.516,237.119,243.52,248.912,260.845,281.114,311.928
403.457,379.604,357.625,339.624,326.721,320.602,321.768,341.265,373.869,409.097,430.296,449.904,456.64,456.986,459.663,466.947,478.037,506.617,566.402,667.445
188.351,180.499,173.689,166.833,160.701,156.501,153.669,160.897,174.072,189.082,192.776,201.517,204.546,205.381,207.486,212.268,216.249,226.133,249.495,296.122
217.562,212.59,206.615,199.445,193.277,189.913,189.482,199.693,217.107,236.578,247.799,264.708,275.381,281.964,287.017,290.144,287.099,285.077,292.258,324.053
197.527,191.822,186.29,180.648,175.891,173.398,172.4,181.037,194.563,206.985,207.666,213.34,214.601,212.581,209.57,208.194,205.943,209.888,221.671,245.914
287.301,282.47,273.311,261.159,249.728,240.813,236.824,244.169,257.653,271.77,274.492,282.979,285.047,284.195,284.813,290.124,297.842,310.862,329.491,365.555
262.014,248.483,235.218,222.434,212.825,206.836,202.973,207.291,215.176,224.808,226.284,238.105,247.371,253.701,257.739,262.473,267.873,284.143,317.913,392.118
194.275,192.887,191.961,189.873,188.921,190.811,194.318,207.095,224.773,241.285,248.042,262.392,270.303,273.554,275.527,280.804,289.279,307.968,339.544,386.013
124.444,120.966,118.608,115.812,113.193,112.35,111.823,118.285,127.702,136.763,135.503,142,145.199,147.281,152.637,161.894,169.473,178.092,188.089,203.518
238.516,230.448,221.925,214.833,209.401,207.718,209.652,225.665,251.839,280.813,299.001,324.43,342.81,354.29,361.885,370.053,379.115,401.996,447.307,529.802
198.144,198.03,197.757,194.678,190.238,186.896,185.848,193.485,209.367,229.889,240.263,256.99,264.875,268.095,276.54,296.328,324.765,363.698,417.243,511.54
428.198,410.618,391.235,375.253,365.655,365.744,376.415,405.728,448.194,493.769,524.313,552.896,560.984,548.264,525.508,504.787,491.783,497.557,527.192,593.202
171.462,166.243,162.686,159.262,157.546,156.943,156.084,162.132,172.187,182.117,184.896,195.031,200.699,202.188,202.296,202.426,199.078,197.596,198.131,206.508
271.602,264.098,258.042,251.019,245.092,244.29,249.052,265.706,288.56,308.432,313.9,324.063,328.475,329.672,330.846,333.2,334.768,346.674,377.894,441.631
226.372,222.847,217.375,209.909,202.431,197.252,192.918,198.204,209.568,225.928,233.96,249.202,256.052,256.866,257.322,260.176,262.636,271.159,286.098,310.439
225.37,215.317,207.651,200.655,193.829,187.771,182.812,187.065,197.901,212.402,218.394,229.863,233.391,230.755,225.37,220.526,215.196,218.068,235.839,276.457
202.932,197.09,193.036,189.043,185.406,182.413,178.956,184.801,198.178,215.825,224.999,240.244,248.032,250.904,251.86,253.406,253.654,261.842,283.399,325.572
133.14,129.654,128.872,127.679,128.653,130.713,132.227,138.014,146.13,154.006,154.632,165.88,173.73,179.215,183.906,188.926,192.823,200.158,211.652,235.875
215.998,213.184,207.424,199.04,189.005,180.88,174.711,178.39,189.909,203.946,209.418,221.174,226.055,225.335,222.65,220.259,217.005,221.263,237.142,275.265
382.269,362.559,347.257,332.746,318.254,306.158,297.959,304.66,324.29,350.609,369.469,391.05,399.815,398.878,393.017,386.818,378.734,381.743,408.784,474.444
200.797,197.195,194.254,189.176,186.223,185.335,185.857,192.701,203.394,215.591,219.174,230.905,236.746,237.71,236.155,233.212,227.845,228.082,238.94,271.633
129.423,128.336,127.788,126.571,125.688,125.499,125.195,130.386,138.363,146.523,145.607,155.669,162.587,166.995,170.434,175.021,177.727,185.351,199.645,224.006
194.714,185.256,177.205,169.78,164.333,160.982,159.204,164.834,174.276,183.853,183.193,192.031,195.331,193.686,190.407,188.339,185.813,189.693,202.871,231.29
214.454,209.357,205.069,200.083,195.621,193.373,192.492,200.882,218.622,240.373,252.957,268.063,275.148,276.101,276.002,276.448,274.979,278.133,287.259,308.543
143.265,139.422,137.676,135.589,134.384,131.851,127.728,128.426,130.933,133.632,129.348,134.982,139.162,141.772,143.883,145.519,144.139,144.51,147.053,155.206
185.224,176.629,170.03,164.928,161.58,161.235,161.92,171.004,184.285,198.869,201.651,211.274,214.962,214.673,213.659,214.624,214.44,218.98,228.727,248.005
256.303,239.81,224.514,210.402,198.185,190,184.872,189.907,204.063,221.433,228.444,240.425,242.09,236.254,228.04,221.704,216.826,220.924,234.438,259.987
188.159,178.8,171.049,164.732,159.685,156.601,155.087,161.949,172.905,183.212,182.079,187.626,189.153,189.948,192.063,194.556,193.745,194.98,200.779,217.933
141.944,138.864,135.092,130.841,126.661,123.948,121.011,124.463,131.434,139.763,139.532,147.687,151.928,153.541,155.081,158.166,159.056,161.913,166.549,178.101
218.643,218.128,215.973,210.605,204.486,199.273,194.697,199.536,209.929,223.083,229.253,245.929,256.129,258.069,253.842,246.398,233.938,222.723,217.778,221.901
179.706,172.201,163.852,154.052,145.901,140.517,135.677,138.701,144.733,151.65,149.87,160.011,167.124,171.446,175.436,179.26,179.191,181.044,188.757,210.791
171.349,168.287,165.582,161.31,157.699,156.29,155.044,160.664,169.694,180.317,183.117,191.782,195.224,193.833,191.668,189.602,184.876,184.344,189.311,202.239
161.693,158.396,156.242,154.01,150.421,148.102,143.779,146.203,152.627,161.291,164,175.356,182.265,184.963,186.627,190.459,193.373,200.143,212.691,238.772
172.787,172.62,171.874,169.542,166.404,164.681,162.917,169.524,180.827,193.516,197.32,209.846,215.974,216.845,215.578,214.126,210.455,211.507,220.646,245.146
257.665,253.168,247.989,242.053,237.23,236.357,240.824,257.096,280.073,302.072,313.447,330.252,337.977,336.603,330.858,325.833,321.847,323.904,330.461,351.834
173.896,173.057,169.421,163.719,158.359,156.677,158.159,170.318,188.765,209.251,219.751,236.863,248.293,254.499,259.544,267.163,276.889,294.892,326.767,388.093
172.064,169.521,166.055,161.449,156.287,152.739,149.352,151.31,156.236,161.205,157.297,167.146,175.246,180.397,183.586,185.579,184.177,186.905,194.231,210.904
295.352,279.353,262.612,247.559,237.271,234.604,237.749,250.549,267.521,280.752,282.047,290.459,291.18,286.262,278.698,270.347,258.515,249.81,249.272,264.403
332.031,323.534,311.657,296.965,283.529,275.513,273.442,285.082,304.835,325.073,333.975,350.329,359.268,361.877,362.941,366.1,370.286,383.654,410.841,459.415
386.211,365.629,345.04,325.654,309.205,300.212,300.649,319.874,355.581,399.297,433.399,469.102,485.957,482.908,469.537,458.328,456.888,482.942,552.813,692.02
179.002,175.143,170.937,166.938,164.857,165.948,168.714,180.085,196.747,212.755,218.072,231.041,239.164,241.8,240.183,236.881,229.275,222.911,220.601,232.864
186.563,182.653,180.092,177.78,174.662,171.826,170.748,179.702,196.568,216.182,225.055,237.743,240.154,235.549,228.773,223.95,219.313,220.237,228.479,254.886
338.574,329.817,322.043,315.707,314.293,318.913,326.702,344.657,371.742,402.596,423.156,448.232,463.442,470.196,470.207,468.484,466.938,471.954,485.458,516.983
211.233,200.026,189.743,179.847,171.025,163.721,157.562,160.523,169.273,179.475,180.144,188.378,192.942,193.409,192.726,193.751,193.623,197.17,203.47,217.209
161.919,157.573,153.789,148.955,143.469,139.366,134.58,134.919,139.156,144.221,142.066,151.645,159.341,163.8,165.961,167.38,167.089,175.794,198.523,245.522
191.959,185.276,177.652,167.967,157.47,147.662,139.193,138.9,145.051,153.673,153.762,163.034,166.926,166.354,164.722,164.562,164.728,170.629,177.879,187.229
164.948,160.791,155.036,148.211,140.633,134,127.921,128.534,135.612,144.512,144.289,152.931,157.488,159.344,162.153,167.33,171.56,180.813,195.119,217.237
233.531,232.197,227.524,218.913,210.048,203.901,202.557,214.714,237.603,262.721,278.693,300.482,313.599,317.734,317.007,318.458,324.982,348.336,390.32,460.681
210.027,207.898,204.553,201.199,201.729,208.215,219.226,240.969,268.436,295.425,307.723,324.831,334.623,340.894,349.391,361.485,373.779,395.491,436.287,517.863
204.471,196.039,186.05,174.311,164.07,156.88,151.818,155.511,163.614,172.052,171.978,179.931,184.29,186.472,186.873,186.624,184.223,186.409,194.458,210.576
640.439,608.851,569.26,526.667,490.415,468.49,460.919,475.975,508.042,546.41,572.877,595.417,597.113,582.92,565.21,558.77,569.326,604.251,665.386,760.905
216.401,213.204,210.839,207.229,203.326,201.666,203.367,217.684,240.013,263.455,275.979,294.619,305.878,312.453,319.295,329.695,338.683,349.221,368.542,419.855
270.011,257.224,245.706,233.477,221.512,211.267,199.443,194.981,197.433,204.701,205.855,216.048,220.005,218.884,218.556,220.111,220.88,226.041,235.444,255.453
258.205,246.056,233.655,220.872,209.178,201.275,195.944,200.834,210.849,221,220,226.214,226.356,223.738,222.315,223.731,221.93,223.27,229.994,252.387
144.091,140.013,137.482,134.486,132.549,131.951,130.882,138.058,148.403,159.569,162.322,174.021,183.042,188.944,192.688,196.268,197.688,204.472,220.192,253.286
189.454,187.348,187.562,188.35,189.815,192.63,198.505,213.057,233.588,255.434,266.641,285.806,299.258,305.791,307.9,310.567,316.78,339.466,388.146,472.574
180.92,176.455,171.829,166.16,160.189,156.122,152.723,157.932,168.829,180.46,181.392,188.29,187.493,180.998,174.359,170.305,166.307,166.076,170.229,181.565
203.775,197.606,191.624,185.567,182.068,182.17,183.738,193.023,206.175,218.573,220.516,229.907,234.051,233.1,230.591,230.043,230.735,235.945,245.492,265.307
176.354,171.066,165.027,157.234,149.315,143.215,136.228,135.952,140.765,147.167,146.13,151.907,152.422,150.382,148.187,147.696,146.651,150.411,158.76,178.578
148.374,144.574,142.115,139.941,140.048,142.434,145.12,153.783,165.042,176.078,177.982,188.465,193.39,195.02,196.298,198.964,200.511,206.171,217.472,237.068
281.122,272.281,264.782,257.482,251.962,249.539,251.647,269.42,299.729,333.433,353.011,367.915,367.927,360.765,355.095,356.282,364.753,391.523,442.849,531.114
356.403,341.08,325.629,313.193,304.44,300.425,299.711,312.396,336.893,366.373,386.407,410.843,424.723,432.045,438.718,447.956,456.865,472.701,499.719,547.251
271.758,258.602,244.738,231.336,221.492,216.073,213.48,221.016,236.657,254.931,263.107,276.143,281.841,281.255,278.54,276.25,272.616,277.31,297.35,348.114
221.942,212.092,203.114,196.065,192.1,193.194,196.652,210.211,228.425,247.395,257.647,274.267,282.738,283.184,279.201,274.844,267.291,264.338,273.452,311.37
195.657,193.801,192.165,190.114,190.016,195.098,203.066,222.098,249.368,280.206,303.816,335.068,356.545,368.105,374.91,382.99,392.183,411.304,452.848,540.136
237.212,236.098,236.004,234.923,234.572,236.151,240.369,253.737,273.683,293.852,302.639,317.482,324.35,321.386,312.487,303.852,298.706,305.821,328.278,375.371
313.269,298.746,283.265,266.845,250.265,236.826,225.834,228.131,240.716,256.614,262.183,274.227,277.272,272.558,266.34,261.727,255.869,257.492,271.038,303.527
172.709,171.605,172.302,173.565,174.464,177.419,181.283,193.95,213.761,235.189,246.488,263.419,272.642,275.694,276.284,277.159,277.614,283.069,296.202,325.742
306.251,294.647,286.979,281.051,278.599,280.294,285.297,305.33,337.639,372.756,394.357,416.121,424.72,423.484,418.078,415.65,415.623,422.01,429.119,444.781
326.571,313.788,299.334,284.466,273.629,269.825,272.057,285.122,302.577,319.501,324.185,333.684,337.018,336.338,333.99,331.925,330.208,343.816,385.324,469.741
333.267,319.563,305.895,289.922,274.549,263.982,260.24,270.937,291.047,311.847,316.359,325.463,325.079,320.564,317.251,317.49,318.76,328.247,353.085,407.29
175.244,171.172,166.192,158.992,151.032,144.707,137.843,138.092,142.122,147.566,145.553,153.267,159.102,162.487,164.984,167.235,167.489,174.659,194.152,236.844
179.109,177.314,174.678,170.843,167.812,167.903,169.234,178.568,192.251,205.161,206.71,217.346,223.479,226.44,229.075,233.62,237.212,246.558,265.068,302.152
328.221,311.228,293.525,278.438,267.502,258.173,248.434,250.943,261.712,277.419,283.898,294.954,296.556,293.001,292.125,299.293,309.31,323.232,343.615,384.362
134.65,132.014,129.577,125.702,120.265,115.566,109.6,109.747,112.309,113.302,106.893,110.31,111.843,112.283,113.889,117.736,120.393,125.178,134.167,154.798
173.42,174.111,176.83,179.216,181.696,183.991,185.186,194.408,207.404,219.255,219.757,231.35,240.881,247.347,253.198,260.758,269.038,284.874,311.137,353.633
255.538,248.416,241.617,236.79,234.384,235.74,239.826,255.565,281.509,311.917,333.494,359.345,374.379,381.027,385.559,394.887,409.381,432.739,460.247,490.794
419.85,403.596,389.262,378.52,374.289,375.148,379.548,396.89,426.386,462.084,487.206,514.528,527.917,531.466,532.72,536.861,540.619,549.619,563.519,587.109
356.402,347.229,336.54,325.093,315.499,311.637,318.103,344.484,386.038,430.171,454.984,468.857,465.563,454.001,444.819,444.876,452.438,473.018,510.464,580.105
374.027,355.788,338.966,323.582,311.331,302.115,295.484,300.476,312.54,324.431,325.105,331.937,332.54,328.086,323.806,321.816,319.408,322.709,339.308,387.463
540.709,504.177,462.767,426.022,402.518,396.76,406.241,436.658,482.997,533.122,564.47,592.44,602.136,598.108,593.111,600.649,625.881,678.33,764.184,905.045
246.582,236.979,229.467,221.35,212.799,205.85,200.922,207.886,224.544,246.707,260.604,277.459,282.336,277.782,271.9,269.959,271.284,282.015,306.745,359.716
138.02,135.712,133.97,130.646,126.723,122.718,118.735,119.735,125.589,133.753,134.299,145.452,154.354,160.288,165.383,169.163,166.972,165.71,167.526,181.015
346.569,327.851,310.647,295.675,286.31,285.683,292.45,311.589,340.185,373.358,395.138,418.535,426.078,420.783,412.641,409.403,413.04,431.57,467.437,530.615
148.209,145.613,144.509,142.832,141.633,141.541,142.498,151.489,167.779,185.84,194.211,207.722,215.934,219.534,221.99,225.62,228.649,238.73,260.454,303.314
127.843,127.478,129.859,131.279,131.543,129.852,126.84,130.488,138.632,149.365,152.375,162.828,167.301,167.199,165.77,165.242,163.291,163.655,166.06,173.648
176.915,169.654,164.069,159.69,157.674,159.658,161.58,168.091,176.121,182.507,179.051,185.946,189.99,192.496,194.733,196.896,196,198.043,206.476,236.099
204.715,199.075,192.907,185.078,178.042,173.927,173.782,183.539,198.591,214.69,223.38,241.397,259.183,274.685,287.239,296.431,300.232,306.641,317.728,341.215
179.24,178.069,176.452,173.03,171.333,173.157,177.146,189.879,207.033,226.362,239.408,261.023,279.315,294.205,304.59,312.301,316.041,325.626,345.425,383.28
176.109,171.442,168.282,164.911,161.991,160.533,159.599,166.686,178.453,192.11,195.623,207.235,213.231,215.296,216.866,221.951,229.238,242.288,259.499,283.699
208.822,202.002,196.505,191.109,188.371,189.051,190.709,198.44,206.725,213.117,208.26,212.813,213.925,213.552,212.75,212.716,209.41,208.996,214.32,229.212
283.217,278.119,272.597,265.666,258.891,255.122,255.888,268.806,289.753,314.058,328.734,349.965,360.609,363.271,365.262,374.001,387.201,409.029,437.126,481.151
307.11,291.628,276.498,260.736,246.386,235.768,230.888,239.661,258.54,280.841,295.3,314.87,324.678,326.549,326.447,331.855,345.112,373.289,419.582,499.516
192.223,190.65,188.749,185.324,180.982,177.432,175.309,182.3,196.18,212.812,222.125,239.595,251.733,257.991,260.698,263.676,264.593,270.005,282.671,311.309
299.55,292.193,287.589,281.754,274.589,271.116,273.486,291.902,323.671,359.62,380.954,405.392,420.78,429.759,436.901,445.048,453.708,472.023,507.287,592.17
