ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,bmsy,msy1,fmsy1,umsy1,q1,q2,q3,q4,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
0.343905,0.894271,0.304333,0.211371,0.110355,0.0588235,1.47059, 323.828, 77.0188, 42.276, 16.9863, 1,0.136573,0.155502,0.164816,0.162373,148.455,9.58605,1.00924,9.46044,2.24681,9,0.5,8.57273,1.3272,9.40674,1.18543,145.208
0.284128,0.888816,0.283629,0.205057,0.0676119,0.0588235,1.47059, 320.43, 78.0704, 38.9418, 13.297, 0.999998,0.219074,0.167431,0.203585,0.171778,162.625,9.40173,0.960955,11.6674,2.66131,9,0.5,9.48101,1.71585,9.46573,1.15858,152.416
0.325271,0.857587,0.265252,0.211581,0.0557819,0.0588235,1.47059, 433.276, 111.834, 48.1265, 8.61818, 0.999819,0.146207,0.17507,0.124271,0.123838,218.714,9.10485,0.887782,10.1248,2.12294,9,0.5,8.18319,1.40865,9.13994,1.12426,143.634
0.771133,0.807034,0.299816,0.422567,0.139399,0.0588235,1.47059, 754.806, 205.804, 89.2376, 11.2821, 0.999987,0.117385,0.123481,0.0827147,0.0753681,335.514,9.43966,0.940627,11.1661,2.29053,9,0.5,8.36734,1.35036,8.92863,1.11246,136.017
0.144974,0.902616,0.26221,0.156734,0.0382737,0.0588235,1.47059, 198.634, 49.0247, 22.2624, 8.43312, 0.999782,0.365758,0.184405,0.133927,0.137141,148.055,9.69842,1.11429,15.2534,3.33615,9,0.5,8.12648,1.38183,9.28184,1.33124,156.97
1.44938,0.89396,0.353363,0.918795,0.273115,0.0588235,1.47059, 913.741, 203.432, 142.521, 52.1596, 1,0.254141,0.0934473,0.0783188,0.0640534,577.242,9.55542,0.882223,15.9462,2.70654,9,0.5,9.49145,1.3695,9.43851,1.0525,150.282
0.55229,0.85044,0.297996,0.437718,0.137515,0.0588235,1.47059, 549.152, 140.081, 67.6012, 10.9579, 0.999983,0.196472,0.125832,0.0857859,0.0699354,340.568,9.14256,0.930713,13.9297,2.77439,9,0.5,8.59847,1.40322,8.67202,1.0398,139.033
0.364102,0.930463,0.298127,0.232552,0.106486,0.0588235,1.47059, 361.625, 78.9273, 48.63, 19.9165, 1,0.15567,0.151519,0.135255,0.123529,187.71,9.0764,0.896608,10.2728,2.13809,9,0.5,8.30446,1.43694,8.74479,1.07081,143.542
1.14189,0.871103,0.3583,0.798883,0.406606,0.0588235,1.47059, 692.635, 159.951, 107.233, 33.836, 1,0.0854086,0.0763452,0.0591141,0.0606575,421.768,9.13305,0.858043,10.7963,1.8517,9,0.5,8.22306,1.17211,9.13858,1.07996,157.354
0.982262,0.921974,0.344235,0.905799,0.309592,0.0588235,1.47059, 665.611, 141.854, 103.033, 38.7468, 1,0.0610221,0.0790907,0.0667563,0.0529054,499.255,9.53946,0.948662,9.79633,1.84704,9,0.5,9.08162,1.40767,8.93731,1.00869,141.922
1.08282,0.83405,0.330007,0.769058,0.288189,0.0588235,1.47059, 822.937, 210.601, 110.778, 22.776, 1,0.0931145,0.0818734,0.0595205,0.0517262,515.152,9.59916,0.92978,11.7232,2.20055,9,0.5,8.63982,1.30227,8.96042,1.07351,140.247
0.67434,0.819295,0.306273,0.402227,0.144256,0.0588235,1.47059, 624.557, 166.785, 75.971, 9.3257, 0.999911,0.111269,0.118034,0.0896902,0.0760094,348.031,9.28081,0.987511,10.9336,2.38486,9,0.5,8.50653,1.38007,8.70364,1.00914,149.836
1.38226,0.907024,0.344229,0.583891,0.278209,0.0588235,1.47059, 936.705, 203.479, 144.391, 36.519, 1,0.0956062,0.101763,0.109546,0.0792698,349.667,9.1041,0.855243,10.4718,2.08662,9,0.5,9.68635,1.56474,9.09063,1.03705,146.391
0.784495,0.903111,0.327889,0.57098,0.203093,0.0588235,1.47059, 606.625, 136.223, 87.6339, 24.9686, 1,0.157221,0.117027,0.105156,0.0875934,393.319,9.18431,0.904576,11.8846,1.99854,9,0.5,9.2515,1.32579,9.43057,1.12747,139.421
1.27446,0.821674,0.36342,0.838084,0.490438,0.0588235,1.47059, 742.943, 187.696, 109.703, 21.447, 1,0.128921,0.0756578,0.0691926,0.0680719,401.154,9.1839,0.90832,12.6354,2.23074,9,0.5,8.7064,1.37967,9.34549,1.10464,147.165
2.91443,0.81933,0.389819,1.48147,0.480283,0.0588235,1.47059, 1391.1, 342.528, 224.062, 37.8484, 1,0.130442,0.0789307,0.0711226,0.0626144,675.251,9.12303,0.835224,12.5325,1.91098,9,0.5,9.46144,1.3328,9.55097,1.01973,150.265
0.601257,0.931876,0.342069,0.520089,0.24141,0.0588235,1.47059, 414.535, 86.6692, 64.312, 41.5045, 1,0.172243,0.117755,0.11983,0.107468,309.398,9.62676,0.961108,11.5722,1.96028,9,0.5,8.97642,1.30489,9.29777,1.0334,139.457
0.90217,0.872705,0.332414,0.599907,0.197013,0.0588235,1.47059, 672.338, 158.812, 95.9228, 25.3901, 1,0.0878154,0.0990712,0.101742,0.0775634,372.377,9.12652,0.859769,9.76342,1.78357,9,0.5,9.25772,1.35355,9.07847,1.0895,156.572
0.687647,0.868735,0.309086,0.366105,0.138898,0.0588235,1.47059, 621.85, 152.648, 80.9872, 14.7594, 1,0.0970041,0.11787,0.100067,0.0960738,252.808,9.23108,0.936866,9.78413,1.97694,9,0.5,8.69687,1.43384,9.4425,1.22767,157.997
0.895084,0.725701,0.344533,0.700919,0.286361,0.0588235,1.47059, 605.099, 177.837, 75.3041, 13.4669, 0.999999,0.109436,0.0972738,0.0916865,0.0633484,436.353,9.40881,0.900938,11.6444,2.19025,9,0.5,9.61462,1.45053,9.02747,1.10694,137.963
0.528076,0.783889,0.27303,0.335658,0.0653569,0.0588235,1.47059, 655.054, 188.738, 68.3586, 6.81727, 0.998905,0.108849,0.122627,0.0909186,0.0744273,341.745,9.70578,1.02776,11.2945,2.48036,9,0.5,9.15308,1.50813,9.25931,1.19783,147.272
0.667285,0.798298,0.301161,0.243351,0.0850975,0.0588235,1.47059, 645.64, 177.098, 76.311, 10.6564, 0.999976,0.236634,0.168131,0.16666,0.15235,192.119,9.22535,0.892261,11.8408,2.20373,9,0.5,9.07037,1.48265,9.48253,1.16753,139.227
0.611455,0.96493,0.306416,0.426797,0.123387,0.0588235,1.47059, 565.625, 112.821, 80.7458, 31.0278, 1,0.0962016,0.1192,0.107238,0.0739125,318.104,9.3981,0.947004,10.1322,2.14459,9,0.5,9.30984,1.4748,8.70633,1.07719,142.2
0.316313,0.84416,0.259327,0.193994,0.0492961,0.0588235,1.47059, 445.201, 119.245, 47.2693, 7.71489, 0.999554,0.185295,0.172177,0.119352,0.110395,216.43,9.54225,0.991988,11.7589,2.63677,9,0.5,8.23339,1.41578,8.98061,1.21852,156.072
0.237658,0.907276,0.24416,0.139954,0.0380139,0.0588235,1.47059, 386.434, 94.1333, 41.3122, 6.76325, 0.998845,0.229618,0.190916,0.141093,0.127635,155.497,9.08687,0.957073,12.2473,2.92157,9,0.5,8.06654,1.35961,8.74988,1.22419,142.188
0.187933,0.915753,0.258407,0.149401,0.0502305,0.0588235,1.47059, 266.797, 62.8699, 30.3919, 7.60192, 0.999501,0.225297,0.206168,0.188484,0.154997,142.68,8.89944,0.942327,11.1717,2.48009,9,0.5,8.84981,1.53679,8.96004,1.1827,141.008
0.44977,0.897535,0.280184,0.330701,0.0802429,0.0588235,1.47059, 523.067, 126.359, 63.1362, 13.1091, 0.999998,0.145514,0.145756,0.0991517,0.0809664,311.953,9.50117,0.991242,11.8447,2.53754,9,0.5,8.81436,1.55233,8.85683,1.16649,143.647
1.12602,0.858862,0.344814,0.624797,0.230634,0.0588235,1.47059, 759.513, 183.915, 110.061, 28.7387, 1,0.229675,0.0959963,0.0985949,0.0806491,378.382,9.56296,0.935867,14.808,2.72311,9,0.5,9.33636,1.45716,9.28259,1.07487,130.72
0.28438,0.938354,0.272793,0.147168,0.0571486,0.0588235,1.47059, 353.52, 79.1708, 43.4262, 17.4788, 1,0.26192,0.183115,0.200169,0.158789,139.227,9.5042,0.964505,12.5932,2.78769,9,0.5,9.41123,1.66995,9.30662,1.282,143.805
0.476203,0.879376,0.28396,0.298647,0.0963034,0.0588235,1.47059, 535.465, 132.234, 64.7714, 14.3896, 0.999999,0.154333,0.152117,0.123191,0.110238,260.88,9.40697,0.930451,11.1563,2.62457,9,0.5,8.34483,1.30854,8.85648,1.06123,153.845
0.309887,0.944532,0.27634,0.249372,0.0824855,0.0588235,1.47059, 373.052, 81.6861, 46.8235, 18.1253, 1,0.124174,0.148605,0.114497,0.0824108,241.068,9.35651,0.943205,11.2292,2.84059,9,0.5,9.13868,1.66506,8.60893,1.11267,154.257
1.03528,0.715509,0.314267,0.420255,0.146712,0.0588235,1.47059, 896.225, 271.109, 100.345, 8.71049, 0.999835,0.192984,0.128037,0.132387,0.0823177,302.696,9.34672,0.893289,13.0318,2.52409,9,0.5,9.8616,1.57124,8.79214,1.04066,149.258
0.7815,0.919187,0.332783,0.455074,0.289713,0.0588235,1.47059, 580.666, 124.242, 87.181, 26.8876, 1,0.128054,0.0975507,0.0993015,0.0792667,272.163,8.92465,0.867437,11.8981,2.378,9,0.5,9.17929,1.40392,9.132,1.13704,152.294
0.498405,0.909451,0.312948,0.466783,0.171951,0.0588235,1.47059, 436.267, 98.9235, 60.1075, 24.7758, 1,0.136097,0.108266,0.0967975,0.0683252,335.752,9.45831,0.939201,13.3028,3.13277,9,0.5,9.28255,1.48037,8.7997,1.14034,148.374
0.686008,0.793956,0.324452,0.578524,0.180125,0.0588235,1.47059, 545.655, 148.706, 69.0167, 14.8565, 1,0.0956689,0.0966762,0.0784851,0.0706781,396.859,9.44551,0.925443,11.4989,2.26099,9,0.5,9.38015,1.4605,9.8189,1.28434,140.044
0.247557,0.877089,0.238043,0.161579,0.0298667,0.0588235,1.47059, 427.273, 110.016, 43.5017, 6.84461, 0.998935,0.227906,0.210076,0.168123,0.138036,211.327,9.29606,0.930779,11.665,2.56911,9,0.5,8.91717,1.57395,9.08176,1.19639,148.593
0.669884,0.832694,0.296323,0.537035,0.122346,0.0588235,1.47059, 675.799, 178.659, 81.0265, 14.1687, 0.999999,0.0987514,0.105389,0.0684465,0.0622289,514.668,9.651,0.961578,11.1755,2.20746,9,0.5,8.59789,1.3715,9.09391,1.08838,148.882
0.713652,0.783182,0.301154,0.314958,0.122329,0.0588235,1.47059, 690.546, 194.333, 79.912, 10.6267, 0.999976,0.23967,0.137349,0.11657,0.104257,221.793,9.48839,0.938064,13.8245,2.75201,9,0.5,8.89596,1.59094,9.28317,1.24089,157.506
0.632776,0.903311,0.321667,0.438569,0.124133,0.0588235,1.47059, 515.024, 116.926, 72.7378, 28.0756, 1,0.314847,0.126271,0.105229,0.119464,315.208,9.45313,0.924272,15.2794,2.8229,9,0.5,8.75144,1.3858,9.99144,1.21635,146.312
0.475171,0.945492,0.308725,0.423397,0.135004,0.0588235,1.47059, 431.023, 90.0788, 60.8429, 24.9609, 1,0.0878817,0.120351,0.109267,0.0793112,329.126,9.23639,0.932695,9.53257,2.0311,9,0.5,9.28915,1.54757,8.84266,1.09057,145.899
1.36968,0.917046,0.366978,0.669861,0.351935,0.0588235,1.47059, 776.857, 162.657, 129.262, 51.319, 1,0.0922424,0.0979479,0.113716,0.0937722,308.828,9.46524,0.917257,10.2186,1.95169,9,0.5,9.62269,1.44236,9.55928,1.09909,136.747
0.47813,0.843563,0.32449,0.431095,0.153962,0.0588235,1.47059, 380.19, 95.6917, 50.9197, 15.7804, 1,0.114531,0.139738,0.153183,0.12034,304.509,9.12587,0.901481,9.62517,1.85056,9,0.5,9.54272,1.39064,9.33048,1.01796,157.642
0.638816,0.974113,0.31821,0.329373,0.17361,0.0588235,1.47059, 535.085, 101.942, 80.3659, 30.5355, 1,0.124058,0.116298,0.130761,0.0955945,227.362,9.19017,0.948429,10.4823,2.07844,9,0.5,9.31487,1.45628,8.87557,1.05846,153.681
0.609199,0.8245,0.31194,0.53586,0.156303,0.0588235,1.47059, 537.79, 141.122, 67.761, 14.8529, 1,0.100907,0.107227,0.0764934,0.0592835,422.818,9.30057,0.899031,11.3762,2.36392,9,0.5,8.90703,1.48368,8.70771,1.06544,150.981
0.92493,0.936811,0.313547,0.493117,0.167655,0.0588235,1.47059, 805.552, 172.529, 114.046, 32.1589, 1,0.147364,0.0888082,0.0781616,0.0701233,400.192,9.68142,0.970826,13.9057,2.98786,9,0.5,8.68189,1.26881,9.27894,1.2002,152.534
0.286799,0.920199,0.282704,0.190885,0.0677287,0.0588235,1.47059, 326.115, 74.6254, 40.9027, 15.9167, 1,0.23747,0.175879,0.181369,0.196767,174.914,9.27757,0.93407,11.6037,2.42611,9,0.5,8.74043,1.35814,9.87451,1.19987,149.738
0.412217,0.870858,0.282327,0.24269,0.0740341,0.0588235,1.47059, 470.3, 117.991, 56.0892, 13.7032, 0.999999,1.22716,0.165973,0.160549,0.118653,215.293,9.42235,0.928482,21.3475,3.64165,9,0.5,9.18445,1.48618,8.88649,1.08713,148.282
0.386878,0.829966,0.304665,0.361655,0.105138,0.0588235,1.47059, 363.262, 95.5668, 44.6317, 12.123, 0.999995,0.165468,0.133824,0.112832,0.0951334,282.043,9.40294,0.959789,12.1243,2.4932,9,0.5,8.73362,1.32099,8.93765,1.02654,151.74
0.389091,0.936407,0.283451,0.246921,0.081162,0.0588235,1.47059, 439.496, 97.9057, 55.8819, 19.9662, 1,0.110367,0.14583,0.126701,0.101811,220.15,9.60658,0.983318,9.40241,2.22316,9,0.5,8.62565,1.39419,8.698,1.05539,149.116
0.742012,0.935767,0.303649,0.365496,0.155904,0.0588235,1.47059, 702.793, 153.934, 95.3507, 22.4033, 1,0.1661,0.122464,0.114679,0.0880513,281.702,9.69445,1.02634,11.7014,2.17004,9,0.5,8.76571,1.47752,8.56276,1.01719,144.846
1.13271,0.761512,0.306073,0.56321,0.158149,0.0588235,1.47059, 1050.88, 303.002, 120.797, 10.9489, 0.999982,0.0655716,0.1034,0.0678619,0.0508204,438.375,9.52384,0.923391,9.96584,1.94583,9,0.5,9.26093,1.53012,8.94135,1.14523,148.211
0.883182,0.910184,0.33956,0.605693,0.238248,0.0588235,1.47059, 621.27, 135.488, 94.0645, 28.8632, 1,0.112807,0.0918809,0.080648,0.0733469,365.669,9.1336,0.899283,11.6863,2.2558,9,0.5,8.77011,1.34213,9.15939,1.04547,141.573
1.3929,0.851702,0.368857,0.838548,0.425163,0.0588235,1.47059, 778.72, 182.963, 123.441, 45.2785, 1,0.143963,0.094881,0.0872859,0.0765487,452.927,8.90806,0.762407,13.11,2.48196,9,0.5,9.28128,1.34916,9.44561,1.04617,141.479
2.17844,0.859929,0.357244,1.02754,0.288742,0.0588235,1.47059, 1332.29, 314.891, 202.958, 35.4737, 1,0.125728,0.103572,0.0988644,0.0715734,542.039,9.25947,0.860399,11.983,2.00433,9,0.5,10.0373,1.43726,9.51587,1.03425,156.851
0.216581,0.844216,0.262485,0.183005,0.0587922,0.0588235,1.47059, 295.985, 78.8111, 31.8238, 7.15341, 0.999218,0.184311,0.164309,0.151819,0.117293,181.554,9.35384,0.975093,11.1325,2.49312,9,0.5,8.67348,1.49124,8.54072,1.03066,145.57
0.435211,0.781667,0.303151,0.373823,0.118665,0.0588235,1.47059, 413.969, 116.34, 48.1539, 9.53123, 0.999927,0.121002,0.126548,0.0976627,0.0961731,298.195,9.33281,0.930109,11.0837,2.42593,9,0.5,8.75595,1.49523,9.55315,1.25988,159.623
0.147418,0.901741,0.267938,0.179982,0.0579232,0.0588235,1.47059, 191.571, 46.2674, 22.3071, 11.6337, 0.999991,0.236,0.173389,0.121195,0.106456,188.972,9.35749,0.955116,13.5619,3.09826,9,0.5,8.42651,1.55568,8.83003,1.22192,154.683
0.289853,0.876079,0.309929,0.213781,0.109653,0.0588235,1.47059, 260.256, 63.2947, 34.2373, 21.6013, 1,0.501137,0.156454,0.183044,0.192165,151.138,9.60839,0.948916,16.13,3.21363,9,0.5,9.06979,1.60884,9.91647,1.26031,148.761
0.469147,0.988215,0.287703,0.374639,0.111668,0.0588235,1.47059, 510.341, 98.5827, 69.2585, 24.5636, 1,0.0733674,0.121232,0.0820244,0.0694236,330.702,9.49397,1.01015,8.75753,1.77556,9,0.5,8.27376,1.38451,8.53482,1.03222,156.89
0.535456,0.886674,0.317134,0.351065,0.126982,0.0588235,1.47059, 452.549, 106.669, 61.7896, 19.8462, 1,0.239057,0.137598,0.159093,0.106291,236.566,9.28914,0.928308,12.9362,2.37919,9,0.5,9.64905,1.42578,8.95486,1.06486,149.632
1.34394,0.758842,0.34019,0.571804,0.242414,0.0588235,1.47059, 940.626, 266.117, 120.1, 16.4802, 1,0.148517,0.105813,0.0902528,0.0922116,359.727,9.54635,0.919531,12.0707,2.28554,9,0.5,8.49129,1.20333,9.4426,1.14642,138.351
1.01434,0.917704,0.376235,0.898761,0.389563,0.0588235,1.47059, 536.086, 110.709, 92.2795, 81.8265, 1,0.109553,0.0978285,0.114947,0.0795438,410.956,9.67337,0.892689,10.9775,1.96015,9,0.5,9.77935,1.36358,9.14091,1.01811,146.851
0.344892,0.769062,0.289404,0.226884,0.0676725,0.0588235,1.47059, 369.599, 106.766, 40.3538, 7.3753, 0.999373,0.135904,0.148767,0.148078,0.114527,203.101,9.43728,0.96497,10.1861,2.31096,9,0.5,9.09447,1.55864,8.921,1.16913,155.278
1.78531,0.771082,0.374057,1.10029,0.470719,0.0588235,1.47059, 959.274, 259.073, 138.897, 30.9626, 1,0.0753527,0.0740481,0.0851173,0.0653904,527.5,9.38976,0.844905,11.0358,2.16337,9,0.5,9.91877,1.45697,9.66082,1.14245,140.312
0.76775,0.935904,0.317798,0.447884,0.122655,0.0588235,1.47059, 645.292, 137.301, 92.8189, 32.6909, 1,0.218739,0.122609,0.0942302,0.0873496,323.398,9.56534,0.952308,14.1898,2.70442,9,0.5,8.87821,1.39349,9.40246,1.15749,154.04
0.779583,0.928618,0.370221,0.769872,0.379129,0.0588235,1.47059, 431.313, 88.2205, 72.9232, 53.1364, 1,0.125266,0.094925,0.112343,0.0865313,385.223,9.68473,0.970902,11.4981,2.14712,9,0.5,9.4726,1.34239,9.22734,1.01282,141.388
0.72374,0.780515,0.327412,0.358342,0.183801,0.0588235,1.47059, 561.834, 156.684, 70.0261, 13.2266, 0.999998,0.122727,0.127035,0.140923,0.114049,223.404,9.70548,1.00541,10.5082,2.35187,9,0.5,9.4531,1.49032,9.3751,1.14904,144.202
0.533162,0.872788,0.311688,0.399964,0.167723,0.0588235,1.47059, 471.667, 115.032, 62.1547, 17.7594, 1,0.0987481,0.112789,0.10398,0.0951069,307.868,9.42354,0.951006,9.40633,1.70096,9,0.5,8.57765,1.30262,9.14712,1.10592,142.78
0.371497,0.749343,0.297884,0.291933,0.111563,0.0588235,1.47059, 369.744, 108.245, 40.6688, 5.92344, 0.997324,0.137348,0.124067,0.103843,0.0969347,219.699,9.09995,0.932568,11.4292,2.6729,9,0.5,8.24209,1.39257,8.91993,1.16824,142.221
0.719194,0.910496,0.3262,0.591059,0.174179,0.0588235,1.47059, 563.886, 124.363, 82.0715, 37.4081, 1,0.160781,0.136283,0.09825,0.0998315,441.069,9.35336,0.869702,12.4541,2.32587,9,0.5,9.19524,1.36583,9.90748,1.1314,144.882
0.630275,0.849411,0.310808,0.271811,0.13194,0.0588235,1.47059, 561.732, 142.328, 72.2388, 17.3328, 1,0.280812,0.149151,0.159137,0.122594,192.696,9.42871,0.924341,13.5006,2.62267,9,0.5,9.21033,1.32368,9.04349,1.05032,151.191
0.969226,0.856109,0.343176,0.523893,0.277326,0.0588235,1.47059, 662.347, 160.296, 95.7103, 24.3309, 1,0.186062,0.10597,0.111646,0.097381,312.469,9.21346,0.888821,13.3927,2.53343,9,0.5,9.64643,1.62423,9.72544,1.18983,135.434
1.16226,0.877986,0.387158,0.937256,0.480933,0.0588235,1.47059, 565.858, 125.349, 96.9363, 56.8087, 1,0.286315,0.0874164,0.0877732,0.0775137,376.974,9.18358,0.836463,15.8903,2.61126,9,0.5,9.53759,1.37761,9.70947,1.11854,153.041
0.444566,0.945505,0.322407,0.313842,0.214465,0.0588235,1.47059, 359.632, 74.4149, 52.8866, 24.8546, 1,0.206649,0.112559,0.130885,0.0985081,205.867,9.29573,0.976634,12.922,2.59914,9,0.5,8.87611,1.38266,8.61045,1.04295,147.548
0.77896,0.954012,0.368539,0.586916,0.34203,0.0588235,1.47059, 436.553, 82.8415, 76.0127, 61.7406, 1,0.142361,0.107638,0.139594,0.117583,251.106,9.47349,0.935075,11.2725,2.20781,9,0.5,9.4674,1.42553,9.42648,1.06953,134.938
0.47286,0.927901,0.304132,0.22888,0.104275,0.0588235,1.47059, 446.021, 98.7584, 60.5956, 31.8998, 1,0.305988,0.159495,0.162256,0.137093,171.164,9.82865,0.96892,13.8146,2.85628,9,0.5,8.91944,1.45366,9.13555,1.20857,146.575
0.268465,0.84752,0.277264,0.20294,0.0846301,0.0588235,1.47059, 320.506, 84.2388, 36.304, 8.11572, 0.999701,0.14162,0.137416,0.144093,0.114504,194.004,9.40609,1.01076,10.4935,2.42869,9,0.5,8.95161,1.5888,9.02212,1.30964,155.22
0.602282,0.764629,0.312851,0.362534,0.117933,0.0588235,1.47059, 527.622, 150.367, 62.5193, 13.171, 0.999998,0.199311,0.128781,0.114477,0.105712,304.918,9.42115,0.877825,13.6172,2.87225,9,0.5,9.12458,1.37533,9.65013,1.18209,161.09
0.582385,0.76704,0.334817,0.488883,0.197781,0.0588235,1.47059, 425.645, 119.274, 53.8858, 11.5347, 0.99999,0.181254,0.121311,0.0906506,0.112638,290.214,9.23096,0.924538,12.4323,2.31871,9,0.5,8.11348,1.22429,9.76311,1.20753,149.518
0.372908,0.867155,0.280547,0.296566,0.069336,0.0588235,1.47059, 432.272, 110.549, 50.3731, 10.5789, 0.999975,0.0973993,0.143275,0.109261,0.0901482,272.014,9.67158,1.04474,8.97303,2.04485,9,0.5,8.31726,1.30532,8.54732,1.02827,152.929
1.57174,0.936527,0.333865,0.891914,0.207512,0.0588235,1.47059, 1157.62, 238.514, 177.517, 47.8337, 1,0.109885,0.0900899,0.0696876,0.0606237,543.124,9.41369,0.88618,12.0487,2.15853,9,0.5,9.1385,1.47811,9.29992,1.08995,143.31
0.846544,0.934417,0.328116,0.631276,0.250573,0.0588235,1.47059, 653.391, 136.948, 97.5447, 33.2828, 1,0.111791,0.099168,0.0672127,0.0729444,478.548,9.33198,0.921612,12.2363,2.43958,9,0.5,8.65606,1.37021,9.74227,1.20243,145.971
0.31818,0.895427,0.301849,0.281051,0.119174,0.0588235,1.47059, 306.045, 72.2699, 39.935, 17.0887, 1,0.128824,0.129938,0.118309,0.0994218,216.827,9.35998,0.951644,11.1653,2.71766,9,0.5,8.99186,1.64984,9.03793,1.20084,140.985
1.03482,0.830669,0.353174,0.586111,0.276978,0.0588235,1.47059, 653.36, 165.059, 94.1147, 28.9928, 1,0.153998,0.0978391,0.0901632,0.0833674,287.724,9.68342,0.943072,12.6591,2.36593,9,0.5,8.97597,1.50047,9.36804,1.19121,165.146
2.25672,0.832781,0.368637,1.13164,0.620588,0.0588235,1.47059, 1263.78, 312.5, 191.811, 25.1706, 1,0.139855,0.0676715,0.0535574,0.0527259,496.313,9.28233,0.920288,13.7719,2.27921,9,0.5,8.68108,1.36523,9.29383,1.09636,150.131
0.988826,0.66411,0.309452,0.420147,0.125795,0.0588235,1.47059, 891.45, 286.486, 91.8267, 6.27492, 0.998117,0.225369,0.131624,0.113091,0.0937976,313.425,9.42451,0.906298,13.7869,2.71787,9,0.5,8.97202,1.33376,9.14358,1.08817,156.604
0.432243,0.808938,0.306904,0.271221,0.0946718,0.0588235,1.47059, 398.191, 107.109, 48.6883, 14.6094, 1,0.177508,0.173026,0.157224,0.153344,198.441,9.29908,0.868226,10.3724,1.95605,9,0.5,8.71645,1.32073,9.39,1.10344,144.198
0.969278,0.895928,0.335215,0.644038,0.257774,0.0588235,1.47059, 706.131, 160.088, 103.649, 32.2139, 1,0.17692,0.103786,0.0745837,0.0712776,391.481,9.42409,0.91082,13.3295,2.40711,9,0.5,8.3956,1.33552,8.94948,1.02474,144.828
0.764741,0.944893,0.358393,0.675698,0.319162,0.0588235,1.47059, 463.53, 90.9702, 77.7265, 79.4091, 1,0.114056,0.102945,0.101277,0.0973602,324.197,9.64442,0.896457,10.9314,2.0741,9,0.5,9.02186,1.36365,9.56258,1.12229,148.515
0.518594,0.843818,0.314995,0.295593,0.115325,0.0588235,1.47059, 446.208, 113.554, 57.7503, 14.166, 0.999999,0.1559,0.139807,0.141397,0.121338,197.235,9.24876,0.931682,10.8678,2.30687,9,0.5,8.80279,1.37908,9.07241,1.1415,132.203
0.631736,0.851372,0.331071,0.48061,0.256969,0.0588235,1.47059, 475.969, 116.967, 65.9514, 17.267, 1,0.0909127,0.105468,0.0858353,0.0888259,307.206,8.94428,0.865935,10.1394,2.11777,9,0.5,8.49352,1.33089,9.4467,1.16392,140.661
0.723789,0.95558,0.331574,0.492389,0.209083,0.0588235,1.47059, 543.096, 106.913, 84.134, 42.9196, 1,0.210915,0.108892,0.0916741,0.0961708,309.227,9.32532,0.909489,14.3442,2.77479,9,0.5,8.95083,1.43996,9.82555,1.1912,148.441
0.547039,0.841687,0.296805,0.395558,0.142063,0.0588235,1.47059, 549.565, 144.838, 65.5578, 10.1378, 0.99996,0.127005,0.118181,0.0845057,0.07453,322.292,9.79274,1.0996,11.7729,2.48615,9,0.5,8.57827,1.407,8.96824,1.10947,155.34
0.745487,0.814192,0.334039,0.472106,0.202374,0.0588235,1.47059, 548.294, 143.624, 73.3253, 17.1645, 1,0.214723,0.124533,0.111117,0.116762,269.932,9.27043,0.901469,12.8351,2.26392,9,0.5,8.78052,1.33298,9.73951,1.1807,141.601
2.40951,0.74906,0.30833,0.913707,0.198474,0.0588235,1.47059, 2192.96, 643.628, 248.745, 9.41615, 0.999919,0.0687252,0.0889329,0.0613741,0.0428651,745.7,9.63929,0.981092,10.441,1.91401,9,0.5,9.26808,1.47833,8.6532,0.964099,147.054
0.512271,0.893649,0.313608,0.331766,0.132838,0.0588235,1.47059, 445.926, 104.917, 60.3496, 26.8831, 1,0.136182,0.148862,0.164972,0.124491,231.272,9.7817,0.970662,9.73549,1.84659,9,0.5,9.26696,1.36057,9.00681,1.04126,148.675
0.287419,0.708584,0.279977,0.186666,0.0894093,0.0588235,1.47059, 334.877, 104.157, 32.9127, 4.39332, 0.98764,0.259019,0.17318,0.184882,0.150702,192.906,9.42299,0.987188,13.1238,2.95927,9,0.5,9.54564,1.61577,9.42032,1.14536,145.269
0.495604,0.775664,0.26165,0.236844,0.0565564,0.0588235,1.47059, 682.588, 198.143, 68.1054, 4.57919, 0.989737,0.228041,0.170498,0.128598,0.0920093,245.01,9.26093,0.967809,13.1087,2.72187,9,0.5,8.90559,1.48421,8.51851,1.0645,160.973
0.562312,0.772888,0.30671,0.402865,0.112912,0.0588235,1.47059, 518.869, 145.79, 61.0076, 9.1583, 0.999895,0.111414,0.13623,0.11613,0.116324,307.556,8.95135,0.837587,10.2004,2.0754,9,0.5,9.22066,1.44111,9.99863,1.2265,148.945
0.284729,0.883768,0.309414,0.221969,0.120088,0.0588235,1.47059, 256.773, 60.5265, 34.5262, 25.3413, 1,0.203206,0.16064,0.188355,0.175704,144.167,9.10124,0.817299,11.8888,2.75622,9,0.5,9.48577,1.61492,9.91699,1.31614,151.354
