ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,bmsy,msy1,fmsy1,umsy1,q1,q2,q3,q4,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
0.42831,0.932407,0.279746,0.265253,0.0790032,0.0588235,1.47059, 500.065, 111.962, 62.7582, 15.9127, 1,0.156006,0.157182,0.117417,0.122438,226.943,9.26839,0.942826,11.0616,2.1838,9,0.5,8.7419,1.60027,9.72332,1.2541,150.566
0.877631,0.795949,0.302641,0.596506,0.140669,0.0588235,1.47059, 838.448, 230.726, 99.4845, 12.935, 0.999998,0.0546898,0.0952201,0.0715802,0.0565158,485.639,9.37128,0.883682,9.16541,1.98982,9,0.5,9.22473,1.46652,9.14496,1.07413,160.154
0.306711,0.820035,0.291242,0.26424,0.0829332,0.0588235,1.47059, 323.425, 87.4872, 37.4595, 9.69053, 0.999938,0.58389,0.16812,0.180832,0.128588,216.816,9.51221,0.991687,16.9481,3.13406,9,0.5,9.61256,1.54291,9.06207,1.10464,157.659
0.229512,0.850918,0.242323,0.18279,0.0490615,0.0588235,1.47059, 379.898, 100.767, 38.2469, 4.77262, 0.991542,0.190054,0.184787,0.117108,0.121076,226.824,9.01921,0.933214,11.5815,2.79001,9,0.5,7.71654,1.36561,8.98244,1.18644,145.851
0.298074,0.962399,0.250611,0.160446,0.0505759,0.0588235,1.47059, 455.531, 99.5458, 52.3699, 10.7683, 0.999979,0.163084,0.182637,0.171624,0.134822,192.197,9.30946,1.01084,11.0636,2.92956,9,0.5,9.49051,1.66533,9.35679,1.19165,154.256
0.822976,0.91952,0.31926,0.399706,0.202421,0.0588235,1.47059, 683.34, 149.246, 97.8572, 32.1983, 1,0.140608,0.113207,0.0976025,0.0986009,278.238,9.32807,0.888905,11.652,2.34915,9,0.5,8.50822,1.33527,9.35118,1.10722,138.094
0.929714,0.928515,0.328581,0.510078,0.224954,0.0588235,1.47059, 714.857, 154.416, 104.993, 37.1856, 1,0.132191,0.0949037,0.0838199,0.0789118,346.883,9.92995,1.01068,12.1832,2.32338,9,0.5,8.78528,1.29717,9.39677,1.14373,144.874
0.382732,0.852621,0.313921,0.278778,0.138763,0.0588235,1.47059, 332.289, 83.3778, 43.4343, 19.5007, 1,0.117542,0.145822,0.162906,0.141275,183.543,9.39569,0.903206,9.28233,2.07872,9,0.5,9.15818,1.43273,9.38412,1.13287,148.526
1.40778,0.968572,0.355302,1.18783,0.359646,0.0588235,1.47059, 874.138, 159.846, 149.113, 73.1292, 1,0.0786388,0.0699663,0.0573268,0.0468697,610.932,9.43763,0.899439,11.7082,2.26224,9,0.5,8.90548,1.27734,8.92169,0.987879,153.892
0.910073,0.887117,0.367899,0.626927,0.362068,0.0588235,1.47059, 512.543, 113.298, 83.6641, 51.229, 1,0.150012,0.0947787,0.136906,0.108796,294.466,9.16421,0.828549,11.4544,2.01992,9,0.5,9.69614,1.50464,9.39248,1.04296,157.562
0.310427,0.881773,0.30113,0.312297,0.136323,0.0588235,1.47059, 300.438, 72.0735, 38.7519, 11.9705, 0.999994,0.174158,0.137332,0.0984949,0.104661,249.787,8.87988,0.89885,12.1103,2.45896,9,0.5,8.10322,1.28228,9.32025,1.24023,148.072
0.670713,0.794449,0.319107,0.433584,0.172374,0.0588235,1.47059, 557.625, 153.012, 69.2004, 16.3144, 1,0.449996,0.124409,0.0925152,0.0964305,289.161,9.71129,0.952956,17.5324,3.12179,9,0.5,8.54807,1.36144,9.47521,1.13757,150.225
0.655615,0.889536,0.311353,0.511288,0.143514,0.0588235,1.47059, 581.637, 137.013, 78.286, 21.5486, 1,0.142163,0.114543,0.0806895,0.0701525,346.749,9.34621,0.913544,12.5452,2.53529,9,0.5,8.61142,1.4178,8.85624,1.0279,152.369
0.509796,0.8233,0.341314,0.378805,0.210998,0.0588235,1.47059, 353.607, 90.8476, 48.9673, 24.8071, 1,0.194414,0.129487,0.15524,0.131122,211.964,9.44944,0.892139,12.1109,2.43645,9,0.5,9.29766,1.39167,9.35524,1.0873,140.467
0.451557,0.887079,0.31036,0.430812,0.149227,0.0588235,1.47059, 403.975, 96.0052, 53.7795, 16.5195, 1,0.156653,0.127136,0.0866136,0.0809404,293.218,9.2806,0.951224,12.5254,2.42725,9,0.5,8.70523,1.47413,9.19325,1.12978,138.696
0.288692,0.896185,0.282605,0.190864,0.0690297,0.0588235,1.47059, 328.555, 78.8265, 40.1848, 13.6585, 0.999999,0.249766,0.16882,0.202104,0.156717,176.566,9.29877,0.937925,12.2354,2.54674,9,0.5,9.67332,1.68453,9.40998,1.22577,148.091
0.252716,0.90566,0.281957,0.192801,0.0796305,0.0588235,1.47059, 289.278, 68.4655, 35.6148, 17.249, 1,0.176397,0.168589,0.180723,0.154655,168.77,9.5277,0.949077,10.4638,2.25319,9,0.5,9.23044,1.65589,9.34455,1.17274,145.111
0.595559,0.820978,0.29631,0.435678,0.130106,0.0588235,1.47059, 600.883, 161.059, 71.0465, 9.38742, 0.999916,0.111988,0.120329,0.0895393,0.0768304,350.068,9.30174,0.963208,11.2829,2.35243,9,0.5,9.05329,1.52764,9.24307,1.15165,146.511
1.47038,0.888646,0.367944,0.866334,0.39896,0.0588235,1.47059, 827.812, 183.348, 134.614, 50.0728, 1,0.119357,0.0915415,0.0843226,0.0809245,459.732,9.35732,0.870584,12.0797,2.10396,9,0.5,9.60575,1.47722,10.0808,1.22882,155.849
0.826334,0.73823,0.332911,0.365824,0.225957,0.0588235,1.47059, 613.34, 179.878, 73.9748, 10.3813, 0.999969,0.163692,0.121902,0.155943,0.131375,234.34,9.61933,1.00484,11.3718,2.41975,9,0.5,9.26546,1.42557,9.36554,1.09566,142.283
0.382998,0.757878,0.296422,0.26143,0.0970131,0.0588235,1.47059, 386.048, 112.361, 42.7731, 8.32887, 0.999759,0.264018,0.154343,0.141772,0.120394,215.789,9.40316,0.927686,13.5321,2.68588,9,0.5,9.1291,1.47909,9.33807,1.22802,145.648
0.153935,0.905179,0.279373,0.148375,0.0732382,0.0588235,1.47059, 180.325, 42.8362, 21.9766, 15.9352, 1,0.31717,0.180777,0.197398,0.185821,120.725,9.49677,0.952118,12.9141,2.82336,9,0.5,8.63051,1.43707,9.33661,1.25446,143.419
0.407454,0.914089,0.293102,0.195374,0.0796611,0.0588235,1.47059, 422.731, 98.6504, 53.6644, 12.6268, 0.999997,0.140501,0.154147,0.16627,0.132061,144.384,9.58198,1.08381,9.58187,2.05472,9,0.5,8.92329,1.51976,8.83921,1.16665,147.594
0.232502,0.959685,0.287587,0.217074,0.0905203,0.0588235,1.47059, 253.176, 52.4256, 33.6957, 24.4361, 1,0.389007,0.15698,0.175748,0.136488,185.11,9.32378,0.926876,15.0468,3.12213,9,0.5,9.00736,1.46582,8.88684,1.08675,140.98
0.569068,0.910397,0.32482,0.394666,0.180814,0.0588235,1.47059, 451.273, 100.523, 64.9369, 32.2509, 1,0.122003,0.121749,0.126526,0.100053,242.214,9.48962,0.920692,11.0374,2.41161,9,0.5,9.70035,1.67847,9.39418,1.18991,147.03
0.486467,0.899592,0.321932,0.399145,0.157056,0.0588235,1.47059, 395.075, 90.1949, 55.6974, 26.7376, 1,0.146294,0.134871,0.127636,0.119912,270.413,9.37372,0.913178,10.6717,1.97184,9,0.5,8.93435,1.34765,9.53107,1.15098,139.059
0.26849,0.883778,0.272636,0.136958,0.0560461,0.0588235,1.47059, 334.245, 83.3162, 38.7505, 11.466, 0.99999,0.670515,0.179302,0.187934,0.178496,121.809,9.53436,0.989284,18.1226,3.86035,9,0.5,8.5221,1.41646,9.29932,1.32488,146.427
0.578427,0.645909,0.286287,0.277812,0.0826275,0.0588235,1.47059, 637.134, 211.706, 58.8751, 4.23927, 0.985582,0.112197,0.149663,0.138224,0.104805,236.279,9.7734,1.01484,9.71557,2.25643,9,0.5,9.25648,1.51414,9.04128,1.15285,144.248
0.703187,0.904423,0.316225,0.318996,0.135066,0.0588235,1.47059, 598.837, 135.091, 83.6067, 20.9771, 1,0.115914,0.12668,0.118146,0.0992875,229.894,8.99681,0.874573,10.1879,2.22119,9,0.5,8.87513,1.51465,8.95233,1.14833,142.35
0.387944,0.801984,0.307938,0.335644,0.119479,0.0588235,1.47059, 354.257, 96.4126, 42.8647, 10.998, 0.999983,0.164815,0.144386,0.120237,0.118257,261.788,9.26338,0.919247,11.417,2.36293,9,0.5,8.5569,1.26113,9.34542,1.11297,138.807
0.284317,0.864858,0.30098,0.246613,0.0917037,0.0588235,1.47059, 275.522, 68.9466, 34.7005, 16.7978, 1,0.203706,0.14862,0.135286,0.137797,202.362,9.58337,0.962016,11.8574,2.29892,9,0.5,8.63132,1.37364,9.57602,1.18303,145.437
0.419173,0.854322,0.297301,0.268334,0.0931651,0.0588235,1.47059, 419.304, 107.087, 51.5756, 14.9303, 1,0.196263,0.153441,0.14339,0.117305,224.657,9.57435,0.963331,12.3992,2.67024,9,0.5,9.29353,1.55846,9.3566,1.23464,146.916
1.62311,0.880987,0.345524,1.0467,0.342953,0.0588235,1.47059, 1088.64, 250.873, 163.119, 38.9241, 1,0.10675,0.0741734,0.053922,0.0472404,623.409,9.45387,0.884453,12.7737,2.25652,9,0.5,8.93415,1.42603,9.12794,1.0826,150.449
0.730038,0.841244,0.345254,0.489299,0.1993,0.0588235,1.47059, 490.701, 121.71, 70.4276, 37.398, 1,0.226468,0.1305,0.151143,0.124546,276.157,9.56868,0.868736,13.3046,2.64966,9,0.5,9.51375,1.39974,9.50119,1.08909,141.336
0.217814,0.90312,0.269388,0.156812,0.0535825,0.0588235,1.47059, 279.312, 68.0606, 32.3952, 11.6536, 0.999991,0.230377,0.17859,0.159047,0.158059,141.64,9.72979,1.05243,11.5643,2.61504,9,0.5,8.06401,1.40928,9.00521,1.15319,146.916
0.213146,0.922744,0.260766,0.142611,0.0585053,0.0588235,1.47059, 295.989, 68.3779, 34.5082, 10.9872, 0.999983,0.26498,0.195234,0.189227,0.150756,138.614,8.97851,0.886528,12.8624,3.21876,9,0.5,9.06051,1.71563,8.96583,1.24705,162.493
0.266849,0.814004,0.279532,0.200644,0.0720841,0.0588235,1.47059, 312.153, 85.0606, 34.8247, 8.21812, 0.99973,0.265057,0.184396,0.175243,0.153891,182.902,9.17774,0.900437,12.1088,2.44682,9,0.5,8.79939,1.46581,9.12075,1.13079,145.012
0.539411,0.734598,0.331224,0.330212,0.189377,0.0588235,1.47059, 405.903, 119.399, 48.7644, 11.7156, 0.999992,0.262889,0.135227,0.15871,0.102297,189.503,9.5837,0.954789,13.9843,2.80077,9,0.5,9.66682,1.49707,8.72214,1.0784,152.139
0.74925,0.787845,0.303845,0.432554,0.120883,0.0588235,1.47059, 708.459, 196.256, 83.6473, 9.84822, 0.999947,0.199926,0.139016,0.101626,0.0805534,322.011,9.10338,0.873166,13.4376,2.67974,9,0.5,9.05446,1.58917,8.87629,1.09177,142.092
0.694244,0.939381,0.317516,0.435217,0.164279,0.0588235,1.47059, 584.884, 122.546, 84.8494, 38.9399, 1,0.118362,0.117234,0.102656,0.0941321,316.136,9.496,0.910109,10.8062,2.34032,9,0.5,8.56216,1.25658,9.09508,1.08404,142.199
0.597321,0.808994,0.298689,0.343172,0.0880208,0.0588235,1.47059, 590.384, 160.706, 69.4209, 8.90214, 0.999864,0.102771,0.137712,0.122455,0.1094,293.701,9.30522,0.968108,9.9175,2.44567,9,0.5,9.05847,1.33382,9.55076,1.1891,158.491
0.389292,0.948218,0.265404,0.219853,0.0548633,0.0588235,1.47059, 517.831, 112.247, 63.2233, 15.7459, 1,0.191647,0.156024,0.107899,0.0957052,237.139,8.97733,0.862601,13.2769,3.20884,9,0.5,8.44592,1.5242,8.9075,1.20362,150.899
0.432327,0.886618,0.302851,0.331072,0.134323,0.0588235,1.47059, 412.283, 99.4664, 53.3096, 20.0765, 1,0.12536,0.107961,0.109399,0.089708,247.484,9.71778,0.985505,11.5465,2.64025,9,0.5,9.10851,1.57375,9.09671,1.1793,142.409
0.231185,0.783171,0.280345,0.168677,0.0628924,0.0588235,1.47059, 268.47, 76.5582, 28.8142, 6.14371, 0.997853,0.272113,0.182571,0.18615,0.163226,140.337,9.32068,0.977889,12.1157,2.64664,9,0.5,8.52384,1.38149,8.87311,1.08907,142.734
0.230496,0.98565,0.24034,0.135437,0.043431,0.0588235,1.47059, 388.971, 83.4247, 43.2837, 11.4633, 0.999989,0.161322,0.177583,0.148869,0.123659,162.262,9.89159,1.14317,10.2333,2.53363,9,0.5,8.32811,1.50806,8.61114,1.19217,158.886
0.22963,0.794033,0.25048,0.187297,0.0487372,0.0588235,1.47059, 351.372, 101.516, 33.8873, 4.07483, 0.983005,0.119674,0.161718,0.122437,0.107376,204.726,9.61952,1.10777,9.56218,2.09858,9,0.5,8.58445,1.49934,9.04938,1.23638,151.838
0.701028,0.787314,0.304637,0.415199,0.117581,0.0588235,1.47059, 658.394, 184.355, 77.1857, 11.3406, 0.999988,0.711817,0.126039,0.0910634,0.0873139,307.983,9.61185,0.968543,19.1164,3.10741,9,0.5,8.41509,1.29708,9.18132,1.13787,160.642
0.310293,0.849422,0.282722,0.22909,0.067431,0.0588235,1.47059, 352.771, 92.0591, 40.8078, 8.74379, 0.999841,0.247466,0.175765,0.109298,0.125547,191.07,9.4064,1.01054,12.8643,2.55804,9,0.5,7.8262,1.2995,9.43455,1.31518,152.445
0.330759,0.911425,0.305982,0.285429,0.116166,0.0588235,1.47059, 307.101, 68.888, 41.7788, 19.6562, 1,0.211154,0.164986,0.143473,0.144631,211.294,8.94311,0.861166,12.2564,2.45545,9,0.5,9.18445,1.55386,9.90915,1.25997,146.622
0.560467,0.841295,0.341679,0.444864,0.221377,0.0588235,1.47059, 387.621, 97.643, 54.1796, 23.9823, 1,0.101763,0.125692,0.139898,0.121912,247.688,9.78097,0.991871,9.31742,1.84659,9,0.5,9.15653,1.26357,9.42931,1.09452,147.441
0.586591,0.785292,0.324826,0.357649,0.192354,0.0588235,1.47059, 465.144, 128.235, 58.2845, 13.1293, 0.999998,0.217832,0.118023,0.111495,0.0964606,230.963,9.38569,0.9297,13.6425,2.75951,9,0.5,8.6973,1.42615,8.96922,1.15872,147.433
0.689802,0.942751,0.339798,0.682785,0.247114,0.0588235,1.47059, 484.315, 97.3065, 76.4789, 62.4855, 1,0.117814,0.0938171,0.0915927,0.0852372,452.196,9.46321,0.869471,11.6953,2.23594,9,0.5,9.22553,1.36966,9.6434,1.06041,146.451
0.294128,0.785334,0.302335,0.179557,0.125372,0.0588235,1.47059, 281.733, 79.4796, 32.5409, 9.93169, 0.999951,0.324748,0.159601,0.220701,0.167444,122.774,9.69621,1.01546,13.2564,2.72422,9,0.5,9.50311,1.68335,8.99243,1.03862,151.014
1.23746,0.912506,0.348308,0.816486,0.319025,0.0588235,1.47059, 811.855, 174.675, 127.183, 71.4176, 1,0.0718155,0.0897893,0.0849131,0.0683653,468.561,9.78744,0.885076,9.85284,1.98257,9,0.5,9.20115,1.36297,9.14641,0.993664,155.302
0.404127,0.657698,0.276786,0.156607,0.0635745,0.0588235,1.47059, 484.549, 158.65, 43.8755, 2.63123, 0.92801,0.286276,0.192576,0.213711,0.187242,149.187,9.28809,1.02651,12.2938,2.66593,9,0.5,9.11728,1.52191,9.37654,1.15798,149.393
2.03218,0.78607,0.380708,1.34759,0.610355,0.0588235,1.47059, 1038.35, 274.326, 155.196, 40.3398, 1,0.170758,0.0644947,0.0514173,0.0447322,564.795,9.76379,0.899947,14.7603,2.3315,9,0.5,8.96766,1.32179,9.16856,1.05806,155.819
1.42151,0.769904,0.370186,1.13975,0.37214,0.0588235,1.47059, 786.669, 213.168, 112.508, 25.8363, 1,0.15789,0.0843007,0.0644694,0.0659811,548.897,9.23723,0.837124,13.8639,2.35276,9,0.5,9.06076,1.39784,9.69973,1.09085,153.562
1.54481,0.891468,0.350377,0.871088,0.343244,0.0588235,1.47059, 997.061, 224.393, 153.042, 36.2711, 1,0.0602081,0.0783355,0.0794788,0.0683439,532.78,9.39618,0.907116,9.83596,1.99642,9,0.5,9.69233,1.51105,9.76796,1.14446,148.182
0.526839,0.592996,0.296438,0.288287,0.0903748,0.0588235,1.47059, 530.961, 183.381, 47.273, 3.22231, 0.960137,0.192531,0.132784,0.117517,0.105569,227.734,9.28877,0.885466,12.685,2.67431,9,0.5,8.61358,1.34311,9.11623,1.15886,147.946
0.422196,0.852125,0.350431,0.377418,0.247828,0.0588235,1.47059, 272.38, 66.9731, 39.4727, 23.0975, 1,0.205101,0.118926,0.15747,0.133103,193.94,9.70926,1.0163,12.4369,2.43597,9,0.5,9.35521,1.42404,9.44686,1.13559,145.782
0.661516,0.901651,0.31589,0.449686,0.183374,0.0588235,1.47059, 564.932, 127.908, 78.6447, 19.2057, 1,0.138275,0.109466,0.0965065,0.0781742,330.372,8.88563,0.863104,11.8072,2.16439,9,0.5,9.21835,1.58043,9.0932,1.14359,152.761
1.3085,0.820257,0.397722,1.33048,0.677806,0.0588235,1.47059, 589.167, 144.486, 96.8052, 36.057, 1,0.0730496,0.0691303,0.0663477,0.0619307,560.148,9.19005,0.871095,10.7851,2.01768,9,0.5,8.86539,1.23778,9.26594,0.99563,143.425
0.521929,0.853196,0.30239,0.296124,0.111112,0.0588235,1.47059, 499.701, 127.203, 62.3225, 12.4665, 0.999996,0.157859,0.142365,0.156801,0.133295,213.996,9.38998,0.976088,10.6752,2.13956,9,0.5,9.2618,1.48491,9.41777,1.14459,143.622
0.421863,0.883572,0.333527,0.419812,0.210894,0.0588235,1.47059, 311.563, 71.5985, 45.3487, 29.9684, 1,0.108238,0.104328,0.0946459,0.102834,247.382,9.03245,0.825766,10.4041,2.12242,9,0.5,8.20822,1.21649,9.43401,1.16848,151.65
0.840564,0.802569,0.309252,0.541462,0.171394,0.0588235,1.47059, 759.073, 205.583, 92.8119, 13.2118, 0.999998,0.0978494,0.104678,0.0711941,0.0628484,417.648,9.23171,0.872282,11.7002,2.57862,9,0.5,8.70494,1.35374,9.10146,1.09313,162.407
0.445052,0.970592,0.266345,0.227474,0.0692009,0.0588235,1.47059, 586.887, 124.254, 71.8915, 15.7624, 1,0.181656,0.150862,0.124761,0.0974305,236.777,9.62874,1.0527,11.8145,2.35755,9,0.5,8.86296,1.47986,8.79682,1.10569,156.166
0.455005,0.886077,0.310159,0.293763,0.14442,0.0588235,1.47059, 407.753, 96.1717, 54.682, 18.1748, 1,0.176424,0.143037,0.125894,0.139592,216.476,9.05173,0.876013,11.1907,2.10982,9,0.5,8.4902,1.39593,9.62602,1.13294,135.898
3.90433,0.692448,0.365301,1.72755,0.609252,0.0588235,1.47059, 2243.24, 679.721, 284.291, 16.6793, 1,0.0614603,0.0531046,0.0502454,0.0376725,797.881,9.60723,0.906245,12.0214,2.19745,9,0.5,9.93901,1.46147,9.48199,1.04003,155.35
0.90821,0.8632,0.3103,0.460537,0.148173,0.0588235,1.47059, 812.924, 203.009, 104.872, 15.4331, 1,0.139957,0.107604,0.0908902,0.0751418,358.923,9.59248,1.00634,12.1937,2.40784,9,0.5,8.74754,1.32956,8.90198,1.08666,142.496
1.82807,0.922569,0.366139,1.17762,0.39406,0.0588235,1.47059, 1043.56, 217.814, 172.848, 52.0942, 1,0.101156,0.0746103,0.0667116,0.0562059,570.296,9.76772,0.975986,12.6043,2.33239,9,0.5,9.56082,1.49897,9.47561,1.07315,153.554
1.27622,0.70799,0.360636,0.970439,0.327862,0.0588235,1.47059, 760.175, 227.297, 96.3201, 13.8698, 0.999999,0.0686686,0.0921703,0.0929736,0.0765881,535.992,9.65817,0.969603,9.7831,1.913,9,0.5,9.68667,1.3932,9.66561,1.08248,155.546
0.968468,0.996212,0.334235,0.95537,0.306644,0.0588235,1.47059, 711.163, 119.137, 117.454, 68.2928, 1,0.048057,0.0700219,0.0580282,0.0471006,611.123,9.12231,0.862967,9.46368,1.89252,9,0.5,9.19874,1.42561,9.1448,1.07384,157.942
1.19239,0.705031,0.340449,0.824345,0.3115,0.0588235,1.47059, 832.821, 250.561, 100.15, 10.6445, 0.999976,0.0584027,0.0833607,0.0738871,0.05004,494.914,9.15235,0.853123,9.67298,1.87895,9,0.5,9.68303,1.54724,8.94733,1.1105,141.49
0.913677,0.923445,0.33817,0.622041,0.248494,0.0588235,1.47059, 649.943, 138.687, 99.0356, 43.8262, 1,0.149531,0.107463,0.104161,0.0743952,367.383,9.61751,0.931479,12.9187,2.60583,9,0.5,9.40351,1.34616,8.95327,1.00394,146.589
0.361467,0.716877,0.301212,0.324173,0.0916867,0.0588235,1.47059, 349.589, 105.687, 37.5627, 5.29583, 0.994988,0.17058,0.14407,0.113816,0.125019,247.223,8.96052,0.881468,11.9481,2.49301,9,0.5,8.65183,1.39555,9.87067,1.27228,158.171
0.421995,0.974905,0.318932,0.439135,0.115429,0.0588235,1.47059, 351.353, 65.6456, 53.6218, 44.9306, 1,0.119816,0.132367,0.124638,0.10664,292.896,9.10165,0.863233,10.331,2.02869,9,0.5,9.28983,1.44121,9.49483,1.18503,149.258
2.48075,0.892324,0.397136,1.78513,0.768668,0.0588235,1.47059, 1121.81, 240.797, 199.807, 81.1075, 1,0.133196,0.0610619,0.0625853,0.0488168,786.049,9.68484,0.899595,14.4194,2.43474,9,0.5,9.76229,1.34577,9.52481,1.03154,151.262
0.776741,0.930728,0.3085,0.410588,0.164291,0.0588235,1.47059, 705.92, 151.327, 98.7844, 23.7421, 1,0.116284,0.101917,0.0755777,0.0754349,328.477,9.00368,0.871158,12.564,3.11124,9,0.5,8.31053,1.43417,9.17321,1.1645,157.961
0.648896,0.927047,0.337126,0.416717,0.228348,0.0588235,1.47059, 465.492, 99.0587, 70.5293, 27.6789, 1,0.155972,0.111709,0.124925,0.114004,235.928,9.36129,0.972317,11.3321,2.18523,9,0.5,8.80574,1.38512,9.29722,1.17422,146.333
0.513433,0.865762,0.318284,0.355716,0.108655,0.0588235,1.47059, 429.795, 104.84, 57.8808, 21.8322, 1,0.239485,0.14393,0.125151,0.115716,243.801,9.32611,0.891715,13.8611,2.8467,9,0.5,9.07307,1.36491,9.58436,1.20676,152.884
1.65974,0.845134,0.340804,0.791058,0.335056,0.0588235,1.47059, 1155.95, 286.992, 163.325, 24.9847, 1,0.0888154,0.0756926,0.0568627,0.0516419,483.522,9.43943,0.913417,13.0103,2.88563,9,0.5,8.97512,1.46332,9.36649,1.18719,145.797
0.394286,0.899092,0.282001,0.263652,0.0684624,0.0588235,1.47059, 451.155, 107.868, 54.9802, 10.7395, 0.999978,0.221851,0.153346,0.145171,0.113469,218.23,9.16991,0.969349,12.652,2.60047,9,0.5,9.08761,1.50533,8.97945,1.13623,152.594
1.611,0.833794,0.350917,1.24015,0.454625,0.0588235,1.47059, 1035.37, 259.854, 149.163, 29.6384, 1,0.0583968,0.0557129,0.0439815,0.0437,720.312,9.56223,0.91292,11.1982,2.10397,9,0.5,8.7878,1.3212,9.57536,1.15549,152.792
0.197043,0.914669,0.29667,0.264871,0.0977688,0.0588235,1.47059, 198.185, 44.9718, 26.0896, 20.7324, 1,0.258745,0.149751,0.118841,0.113806,203.613,9.23969,0.89705,13.569,2.64916,9,0.5,8.51161,1.38581,9.233,1.18111,144.182
1.51361,0.79439,0.371084,1.02022,0.453983,0.0588235,1.47059, 831.914, 218.857, 121.767, 31.0614, 1,0.126819,0.0800382,0.0828097,0.0638185,495.013,9.64557,0.916146,13.1813,2.43212,9,0.5,9.70977,1.39683,9.44603,1.08554,144.776
0.269462,0.890631,0.273788,0.20417,0.0637384,0.0588235,1.47059, 331.965, 81.2527, 39.0546, 11.4372, 0.999989,0.14444,0.169851,0.133602,0.118592,203.765,9.32583,0.952832,10.3392,2.304,9,0.5,8.70219,1.46021,9.14666,1.18842,145.661
0.724725,0.871054,0.355601,0.663995,0.349455,0.0588235,1.47059, 448.953, 104.668, 68.6135, 45.1425, 1,0.130074,0.103374,0.108726,0.103038,371.378,9.60766,0.895282,11.4204,2.13745,9,0.5,9.19146,1.30564,9.69186,1.06017,140.605
0.824596,0.933174,0.33507,0.557451,0.269385,0.0588235,1.47059, 601.432, 125.121, 91.8721, 31.4742, 1,0.0794113,0.087793,0.0798963,0.0776522,320.418,9.17291,0.912436,10.3623,2.19125,9,0.5,8.86194,1.38363,9.58687,1.217,142.384
0.418363,0.860055,0.327534,0.35973,0.178855,0.0588235,1.47059, 324.449, 78.9509, 44.7138, 15.2135, 1,0.153261,0.114301,0.106627,0.082172,221.94,8.92365,0.891811,12.2771,2.59452,9,0.5,8.79484,1.56823,8.42083,1.02296,147.799
0.407682,0.770939,0.310226,0.287624,0.115179,0.0588235,1.47059, 365.138, 103.127, 43.306, 12.6012, 0.999997,0.143239,0.162768,0.156735,0.151756,192.152,9.28269,0.855183,9.99531,2.21556,9,0.5,8.85055,1.43206,9.51785,1.20621,156.14
0.552099,0.961301,0.312955,0.384477,0.119032,0.0588235,1.47059, 483.238, 97.6458, 69.765, 31.3105, 1,0.151478,0.118561,0.0839379,0.092842,298.239,9.64822,1.00375,12.4266,2.5339,9,0.5,8.33001,1.30767,9.60523,1.21137,151.868
1.64786,0.944728,0.370135,1.15075,0.483328,0.0588235,1.47059, 912.292, 176.861, 158.467, 64.2913, 1,0.0655434,0.0579642,0.0518814,0.0487938,562.34,9.438,0.912475,10.8072,2.05278,9,0.5,8.38524,1.2789,8.91908,1.04309,155.204
0.30692,0.948309,0.326372,0.281072,0.144203,0.0588235,1.47059, 240.303, 49.0846, 35.9695, 29.3913, 1,0.149985,0.145811,0.170046,0.182783,185.624,9.36824,0.969302,9.87041,1.77154,9,0.5,9.30061,1.57683,10.1255,1.23385,157.867
0.35795,0.901954,0.318724,0.284005,0.121893,0.0588235,1.47059, 298.545, 67.769, 41.9184, 29.7185, 1,0.300595,0.167737,0.174725,0.146184,190.042,9.33556,0.881175,12.8926,2.37292,9,0.5,9.0988,1.31642,9.21578,1.06632,148.11
0.828143,0.712146,0.323888,0.478205,0.150339,0.0588235,1.47059, 661.783, 201.943, 74.9806, 9.32199, 0.999911,0.13255,0.114052,0.102583,0.0707101,324.657,9.87149,1.03637,11.8837,2.2515,9,0.5,9.60551,1.53238,8.8824,1.0376,159.49
0.593801,0.839887,0.312765,0.422872,0.127204,0.0588235,1.47059, 520.568, 133.59, 66.7941, 17.7317, 1,0.296433,0.119642,0.0918967,0.0748105,312.803,9.43094,0.912338,15.6271,2.81193,9,0.5,9.02311,1.53325,8.99549,1.10583,145.502
0.705508,0.800948,0.27863,0.353002,0.0904181,0.0588235,1.47059, 831.991, 231.499, 90.7799, 6.65115, 0.998707,0.0788021,0.132547,0.0766019,0.0780683,331.387,9.21292,0.945915,9.64882,2.20486,9,0.5,8.54834,1.51434,9.52867,1.26231,145.318
0.404923,0.938209,0.301038,0.277692,0.113077,0.0588235,1.47059, 392.203, 85.7919, 52.8642, 24.425, 1,0.366409,0.14355,0.127531,0.126853,195.991,9.8091,1.02839,14.173,2.4257,9,0.5,8.33443,1.341,9.19981,1.16852,163.844
0.458273,0.801042,0.303892,0.318531,0.111567,0.0588235,1.47059, 433.15, 119.071, 51.3769, 10.8691, 0.999981,0.138294,0.146801,0.103834,0.106984,236.061,9.52296,0.974525,10.74,2.19044,9,0.5,8.21695,1.36697,9.18734,1.11163,151.914
0.303432,0.959849,0.265854,0.182665,0.0644408,0.0588235,1.47059, 401.948, 86.2869, 49.14, 16.8742, 1,0.10517,0.180688,0.141599,0.136411,182.939,9.411,0.967025,8.26586,2.01777,9,0.5,8.54776,1.38968,9.37904,1.25936,146.74
